E,B,sigma,sigma_noisy
1.550436170063545172e+00,-5.052423376951165057e-01,1.276572896437925486e+01,1.268704795921794037e+01
1.984796270306619759e+00,6.627747798338745611e-01,1.166933789993301218e+01,1.166536967684699455e+01
4.950172053493156477e-01,-4.371286335343980145e-01,1.328136338509027681e+01,1.323783425113815326e+01
1.100117005270811354e+00,7.039464520244138601e-01,1.294514130200417057e+01,1.301754780934981959e+01
1.751677786773358614e+00,-7.594147020615436006e-01,1.279592939698622267e+01,1.288968324153252709e+01
2.849082913277966034e-01,-6.973357846020558082e-01,1.146647622316809922e+01,1.150156273400834017e+01
1.608684750010511144e-01,4.180690910148372463e-01,3.327017128882911123e+01,3.324913167747763509e+01
1.280270070074098099e+00,-6.557762594182237059e-01,1.257826148129616683e+01,1.250855230527026407e+01
1.192038413578004885e+00,6.108069736516570369e-01,1.271030522665490281e+01,1.286792914920313713e+01
1.814090813348899323e+00,-8.702299550955607810e-01,1.282067046479291150e+01,1.292974102691142058e+01
1.319948433136878041e+00,8.711291528053601851e-01,1.191881733893663409e+01,1.162339766610884340e+01
1.814873223225386134e+00,-3.357946813450887191e-01,1.268357466438986592e+01,1.268794324762053449e+01
1.049023724292864612e+00,3.155908315588373814e-01,1.358846570976830570e+01,1.350225911889938146e+01
1.256147540149852082e+00,-3.263705762546709188e-01,1.291322147114504126e+01,1.287346845207007995e+01
1.648360976801111377e+00,1.652403584006343351e-01,1.236606416363654937e+01,1.253331065256402255e+01
8.309001268304405663e-01,4.829504961944164343e-01,1.499207685554829084e+01,1.487678024060067195e+01
8.178357104053912696e-01,-7.571040757512228492e-01,1.184714271753048109e+01,1.174120515461215497e+01
1.401376822639079034e+00,5.666554715956373389e-01,1.221671767138818154e+01,1.246038739083549451e+01
1.302491968779773968e-01,-3.152732094008015018e-02,2.107567944502988411e+01,2.102655649334622012e+01
9.294063376738249671e-01,-1.259234781952005555e-01,1.367203716470987374e+01,1.364704933857241009e+01
3.071011970012455516e-01,7.373067048118262523e-01,3.059041226516864853e+01,3.070352635586980838e+01
9.367061945848655924e-01,8.550093304409500661e-01,1.367009176783564861e+01,1.361805587068037582e+01
3.679936809149673971e-02,-6.649112805682437788e-01,1.168509571912808376e+01,1.168778491296623478e+01
1.115266101167233515e-01,4.489972529170367377e-01,3.874000162271204317e+01,3.876381052179318942e+01
1.077412904026108231e+00,9.442648574145826590e-01,1.261158008225749150e+01,1.275180593395618978e+01
6.177305562631139058e-01,-6.079094906020148237e-01,1.225179065181658622e+01,1.208967714373967084e+01
1.414022745841027495e+00,8.286741045763561520e-01,1.180468077829629436e+01,1.172087138530917017e+01
1.122980111573632866e+00,6.434083075850876021e-01,1.293522326353267538e+01,1.292204131376035825e+01
9.770550617304826213e-01,8.083694986355689505e-01,1.346552511142647468e+01,1.355632450065155048e+01
1.718156585231310984e+00,3.137066849964897930e-01,1.214844046634742369e+01,1.208403188232763270e+01
1.082152894099597390e-01,-7.035615140099420461e-01,1.130296720799472254e+01,1.134910369300307131e+01
1.872301514716096182e+00,-1.870270701566301152e-01,1.256024114416056037e+01,1.250882236230377309e+01
1.782080407834983338e-01,-8.976213396348931006e-02,1.909335486528418002e+01,1.905385595087111383e+01
1.059272633239408817e-01,-1.036867200412605605e-02,2.208250296865564621e+01,2.220991000017714256e+01
1.923917183104436157e+00,-9.522057739340639149e-01,1.288706366122590019e+01,1.286347505269496949e+01
3.327232520111104708e-01,-8.838563700195642969e-01,1.031451137606870994e+01,1.061067148599135734e+01
9.293991491784794334e-01,8.505785930739790945e-01,1.373601382134172333e+01,1.377194128526546812e+01
7.352612968912504154e-01,-9.680117518846409475e-01,1.093359417642401255e+01,1.104617915935506467e+01
5.445589962844391563e-01,-6.688948016804965313e-01,1.188287608808258611e+01,1.195708010310714187e+01
1.029739611365781737e+00,6.392537296451110684e-01,1.340783822268603309e+01,1.325223876304135473e+01
1.763727289152729583e+00,5.749619636209544193e-01,1.181199855168313562e+01,1.165797656094914991e+01
8.543883658583016905e-01,-1.405428115579576698e-01,1.385340223472945276e+01,1.390211980362125388e+01
1.263145365180041724e+00,-9.166422308766066784e-01,1.217402515369950677e+01,1.206344557759155656e+01
1.911233227575851901e+00,-2.414466016763814338e-01,1.259255498490308867e+01,1.253778624111374640e+01
9.049114515081909671e-01,1.735524372998473730e-01,1.425717745241998990e+01,1.422352554029739125e+01
6.574430185515003355e-01,-8.416102921953727556e-01,1.124049995149973036e+01,1.114880507237466389e+01
9.721445826297235859e-01,6.064004055067846455e-01,1.380496793286527080e+01,1.392329471548379516e+01
1.595729905718985764e+00,2.329659154618890504e-01,1.234490269161770293e+01,1.242280778086501769e+01
1.380114850011047389e+00,4.942803531114350335e-01,1.235680931984648723e+01,1.237428716501322157e+01
1.926320327138113297e+00,9.506274819214159955e-01,1.136729877753042750e+01,1.142342055353302221e+01
6.828520497110196485e-01,-1.852040879770182613e-01,1.426155454389775912e+01,1.417087195299307467e+01
1.873011379073755256e+00,2.086611669411650993e-01,1.218088947335000682e+01,1.226833175521293562e+01
7.675255687218291989e-01,5.762470341622711878e-01,1.565692171279114220e+01,1.557185820023000211e+01
3.927237176947453307e-02,-7.311195670560937110e-01,1.101195515147959014e+01,1.116805160751646753e+01
1.292346409383780648e+00,8.104282820711468105e-01,1.208659555088708082e+01,1.201980776503073933e+01
1.876744623848194626e+00,2.879024798164058208e-01,1.209391185809355918e+01,1.203843078272090494e+01
4.846557290365842707e-01,2.889588417454733715e-01,1.899870969206671489e+01,1.911518099960832018e+01
1.799162106028646901e+00,-3.539069381100785616e-01,1.269778724227102629e+01,1.276271279129795388e+01
1.683342659237645700e+00,-7.920475770035682039e-01,1.275165727101816060e+01,1.265617200905945339e+01
6.449217812753716972e-01,-3.128131106590610333e-01,1.374165283233219448e+01,1.380203250993604236e+01
1.569766690501414708e+00,9.408908357893075447e-02,1.250970689993812357e+01,1.250964472005921913e+01
6.573724264124781724e-01,6.436013027344291704e-01,1.725118773899600200e+01,1.725302410675961440e+01
1.256981317902553075e+00,2.871649990968447863e-01,1.287821980663270871e+01,1.294022726657533262e+01
1.004842746601589454e+00,-5.354963817018469907e-01,1.266079833214146788e+01,1.272258118380063152e+01
4.220266325679591923e-01,-6.593993574960461679e-01,1.183576495755977298e+01,1.193782215571420480e+01
8.654426485714986628e-01,-5.443270542766740494e-01,1.260510612516486795e+01,1.265355905124412494e+01
8.076800635738669021e-01,1.337698605901334048e-01,1.475661401537865913e+01,1.478952762082473527e+01
1.679783142290249276e-01,-7.010926042721690177e-01,1.135402021844004139e+01,1.134416092993487801e+01
1.759129993915300227e+00,-1.240814989620229181e-01,1.255488467828663879e+01,1.270482679866676889e+01
5.984809253749894253e-01,6.467147156775687744e-01,1.837505149097024315e+01,1.829740327951127910e+01
6.512829539680341506e-01,-6.462406656683694628e-01,1.209103771057739429e+01,1.228254643977802019e+01
1.907967319560666564e+00,-1.476842847007850956e-01,1.251572608205472115e+01,1.273435556590453999e+01
8.011201622871942929e-01,-3.159126452514211536e-01,1.342246624261143495e+01,1.363975827677655062e+01
7.973563786491563166e-01,6.252353803942340971e-01,1.530336818971198731e+01,1.529002718401685001e+01
1.684338440808947457e+00,-1.431956540890571006e-01,1.260856079251962036e+01,1.281956707745086099e+01
6.974872433571686070e-01,-3.884753964907903256e-01,1.328027188235823530e+01,1.339570688726688452e+01
1.906592412599503739e+00,-6.810342401842002236e-01,1.283999689468085847e+01,1.294786891825404673e+01
9.573517215790431356e-01,5.476505223388246080e-01,1.396423508910075917e+01,1.429430684231322068e+01
7.629676488355991992e-01,-3.852397461111767285e-03,1.463385558460264058e+01,1.465441044300528972e+01
6.441383578700472512e-01,-2.756690659894844853e-01,1.393656211427479263e+01,1.399467702380583312e+01
6.274322871138621194e-01,5.272601408664518985e-01,1.760294473464903575e+01,1.747805662255653303e+01
1.949983968277304136e+00,8.462997288253222283e-01,1.147744035846629984e+01,1.125612416708719010e+01
9.803130348923221327e-01,8.831120079548031576e-01,1.329830092172326772e+01,1.332815565542540348e+01
1.436788913950366731e-01,-8.826390420891447874e-01,9.895700456415655211e+00,9.939685180306454981e+00
1.649900130354328420e-01,6.556586346720858494e-01,4.272160832289381460e+01,4.279324370113607756e+01
1.560310514802731863e+00,5.394623838238099545e-02,1.255420015691600355e+01,1.258569969404132216e+01
1.798557970621126323e+00,-8.668321417967428388e-02,1.250504462451483612e+01,1.230690466816286488e+01
1.920056207366802825e+00,4.114582319075150707e-01,1.194537311997968310e+01,1.198394585881144003e+01
1.536657642291372472e-01,5.371330017679774027e-01,3.874962353092531941e+01,3.886299514340353056e+01
5.119152860942917105e-01,5.584042718952517692e-01,2.011989446021358674e+01,2.027824518815562982e+01
1.660381280731001219e+00,3.979021110759539681e-02,1.247748367062219366e+01,1.238360245950483041e+01
1.648096497061948495e+00,-1.070312292934587628e-01,1.260517933383054334e+01,1.251692416792710816e+01
1.650068160383602045e+00,-7.607042077297709870e-01,1.274030501424212147e+01,1.267171315133674092e+01
3.525126164320422362e-01,1.064072562209459338e-01,1.943947091371631331e+01,1.937630411962150134e+01
1.528676372080400192e+00,-1.785128071245918324e-01,1.272934638429620335e+01,1.256791076855045475e+01
1.482590524960571310e+00,5.147803867679221490e-01,1.214965820126311513e+01,1.208178242948610581e+01
1.809279555269080797e+00,-3.026804878384259379e-01,1.266427996661696120e+01,1.282327458033255851e+01
8.971852405761483462e-01,6.706753544265255940e-01,1.429160107353433062e+01,1.418600728464963368e+01
1.301466292163945493e+00,9.785196908515658709e-01,1.177674095888390049e+01,1.158995291027630792e+01
4.106816540058590426e-01,-1.783148283587405736e-01,1.564255942628056673e+01,1.561510077516497219e+01
1.491307476670617360e+00,-1.064095359406806995e-01,1.272882489478751111e+01,1.267831175742161598e+01
4.331182714061075634e-02,-1.649447768431557826e-01,1.952096647720159694e+01,1.958904616812872845e+01
1.716080410064283690e+00,-7.333101290698411656e-01,1.278145821043004915e+01,1.270710561410685990e+01
1.350083461023220854e+00,7.334062112185453230e-01,1.207515715072856644e+01,1.205697624007951951e+01
6.347835868125361047e-01,-6.669764014750565462e-01,1.197931841421112864e+01,1.189514299103436912e+01
4.077392659425279065e-01,-1.233301288651271754e-01,1.618966760467964860e+01,1.609209654746536344e+01
9.490787079323957931e-01,-3.298221520966826414e-01,1.317696641021983694e+01,1.321380749225160933e+01
1.485574103152461189e+00,4.527681285641877995e-01,1.222574263273609674e+01,1.223776563336350165e+01
1.856210072397299404e+00,-1.130325241395970792e-01,1.250357660507680890e+01,1.249792095259460112e+01
1.928058309448346774e+00,-5.954983925828623015e-01,1.281135609629457761e+01,1.286292077106579335e+01
1.085697644400066331e+00,-4.826797423106712337e-01,1.277856791070537845e+01,1.269554870897496102e+01
6.023414039427785749e-01,-2.078349299638602155e-01,1.444842114352389473e+01,1.445004027141595060e+01
2.578002097497230638e-01,-2.920984050543820043e-01,1.535667666471942994e+01,1.537680524200648513e+01
1.458674110324902573e+00,-7.415395055000639779e-02,1.274651279281525618e+01,1.286453492097022355e+01
1.195527114933372381e+00,-8.976349063834172526e-01,1.209707513071874807e+01,1.190713944642981836e+01
4.462992013554344384e-01,9.411242988301815604e-01,2.352856040922119263e+01,2.349285492411621235e+01
1.075189366076276132e+00,-9.376179042826677801e-01,1.179567026417770848e+01,1.184014519503708840e+01
7.923547479168966401e-01,1.669580932412055851e-01,1.493111793236396778e+01,1.487275170813492764e+01
1.590301688837939986e+00,6.212746714009322879e-01,1.187514343348101598e+01,1.188375479263259749e+01
1.773966160750708732e-01,1.498323950103861435e-01,2.424134674924682287e+01,2.430953433019240251e+01
3.909259689939046933e-01,3.077731961853089615e-01,2.116132468784460485e+01,2.120881380805276351e+01
3.684979947397752920e-01,-7.194026026908018068e-01,1.139628191596119855e+01,1.122291992724261434e+01
9.656821463096676439e-01,2.065030152098368266e-01,1.397268331626787763e+01,1.385126288345593792e+01
6.644830571436756150e-01,8.629302038880839465e-01,1.703290118669326958e+01,1.674951559711910676e+01
1.189243972435552799e+00,7.595065362815740517e-01,1.248591197670018893e+01,1.255073975765862748e+01
9.767582252882182070e-01,-7.843013140082866208e-02,1.362518281696717537e+01,1.364572722721458220e+01
6.904800992893533884e-01,7.683851117037645562e-01,1.667410304938906407e+01,1.680840121357041284e+01
1.373160221583305640e+00,-9.699092007123897297e-01,1.227035123490255231e+01,1.227494263733666280e+01
1.150109738962221684e+00,6.319430534407157740e-01,1.283837203351873413e+01,1.272313104970349151e+01
2.590226282722044027e-01,-1.750961496744620760e-01,1.683316289721918579e+01,1.694002898086175080e+01
7.596913688021356137e-01,5.728460079228687718e-01,1.574967279914792151e+01,1.561675145288116973e+01
1.214175795586765583e+00,8.169847458421681807e-01,1.230161153001139240e+01,1.230068388412808389e+01
1.248144429789987964e+00,2.121774352426539778e-01,1.295624062018414513e+01,1.293482454047392949e+01
9.245952325247680514e-01,3.779004392913345445e-01,1.425771281764912501e+01,1.433494867038188758e+01
3.811823969973509585e-01,-7.281244603194503284e-01,1.135524811393682754e+01,1.144589138753103263e+01
1.660988978842716568e+00,5.461988818222844877e-01,1.191072244080031162e+01,1.186759457709808352e+01
1.059281314658135464e+00,-9.828444906632201050e-01,1.165754498103996362e+01,1.158342402964961693e+01
1.283494835669209078e+00,1.573324507380655657e-01,1.290566010747716952e+01,1.290004256379980063e+01
1.732080388422239325e+00,-3.702181173439966777e-02,1.249692067549975327e+01,1.243830987408554201e+01
1.013805649721753466e-01,-7.241071492054551584e-02,2.068675842069028192e+01,2.078151533882799029e+01
2.494935021372563511e-01,-3.300500551181737574e-01,1.495339869819654410e+01,1.499071096314230367e+01
1.463761540062093580e+00,-7.467840330252495384e-02,1.274134097239819141e+01,1.288068019439399592e+01
2.134850681721100762e-01,-1.602424925972483205e-01,1.748539004243472661e+01,1.774672176461320205e+01
2.054222325326346757e-02,1.520526834552493600e-01,3.042677965884461955e+01,3.033934714677187472e+01
1.955559416290278740e+00,-3.129257024260778675e-01,1.263792438951919195e+01,1.257698330155732158e+01
1.031221473138024813e-01,2.693692842914083840e-01,3.111690714530200452e+01,3.116441661664119422e+01
1.722783548590106406e+00,-1.783093449157662214e-01,1.261313969733783402e+01,1.265296380670599596e+01
1.961197405237971481e+00,3.819553019033943286e-01,1.196845637075430169e+01,1.193320133823016604e+01
7.865360452752164777e-01,5.563224537241671097e-01,1.544098723529226547e+01,1.526817592416034763e+01
1.245491976252204980e+00,-3.415227675676466568e-01,1.290844083224319760e+01,1.316328155186199034e+01
2.360418456946392352e-01,-2.974247437852746145e-01,1.541719961219771662e+01,1.542514589501966071e+01
1.993546486842472598e+00,9.716417227302649451e-01,1.136215703566508495e+01,1.124423918219535956e+01
1.790448393228720070e+00,4.631760530401971554e-01,1.193206396265245317e+01,1.169036093566015744e+01
5.912040579747961377e-01,5.030885388439747530e-01,1.818278312204009950e+01,1.832308038315030885e+01
1.579803287359045905e-01,-5.329525544784097235e-02,2.010814340056056437e+01,2.014076982182578490e+01
1.553988331623922470e+00,8.727089948827511101e-01,1.156427069812910879e+01,1.156411866304629932e+01
1.999036261535599435e+00,-2.052962090263843464e-01,1.254146286794449061e+01,1.243650430733393897e+01
3.037097855045086114e-01,-1.445237247106403444e-01,1.682847646807575970e+01,1.681750161140301003e+01
1.789173650105093438e+00,2.458207514950168093e-01,1.218021266515762058e+01,1.214048530706804918e+01
1.725195179500567333e+00,2.575637345104442311e-02,1.244471182785917485e+01,1.219291216180637782e+01
