dP,R,mu,L,Q,Q_noisy
6.016209782941235608e+04,1.708160382269317476e-02,8.341101479738857434e-04,8.004980389455880196e-01,1.850420642966381646e-01,1.859577788894990757e-01
1.753391411804376912e+04,1.578374632180542733e-02,2.115914975356602765e-03,1.330978278319819630e+00,9.480126426734269973e-02,9.626076814120734793e-02
5.218354907282102795e+04,8.903761966853062509e-03,3.853719959978111568e-03,7.564623019853016217e-01,4.627855448786126480e-02,4.695719218757071767e-02
1.310151122619768648e+04,8.242295084153635626e-03,1.909277775043709789e-03,1.049320547349654076e+00,1.023271833085664592e-02,9.117421559586502688e-03
9.600906137687432056e+04,1.911695908678657727e-02,3.767106258208776943e-03,1.456038007181809313e+00,5.710737030486600085e-01,5.702055260862074482e-01
1.415397082653593134e+04,1.481971935059264028e-02,3.089111566501451071e-03,1.048225540430601344e+00,6.055568374590854924e-02,5.988873879188381932e-02
2.872380469321887358e+04,8.925420002377889434e-03,4.816953670587468053e-03,1.233003041039707703e+00,1.368331866249220333e-02,1.362237363076497856e-02
2.645996843472328692e+04,5.044220525124079937e-03,2.747452358370664795e-03,1.292253072223451760e+00,2.615666271490014495e-03,2.184451389257933192e-03
8.751295492415486660e+04,1.030020493353075300e-02,5.758333017202418771e-04,1.831971550534909232e+00,1.333520440043114708e-01,1.329976389583296392e-01
9.169041858602708089e+04,1.415798354592962688e-02,8.142875791670605747e-04,1.085240638512408040e+00,2.314494325666184849e-01,2.305225706977062916e-01
7.534450709699069557e+04,1.813532253571994643e-02,3.129514113217992180e-03,1.947638285550767234e+00,3.734835746438548987e-01,3.744284959208580843e-01
8.680923549406454549e+04,1.012741452704675992e-02,2.501372896470793403e-03,1.179273599178445764e+00,1.072508365840913053e-01,1.080980182628870218e-01
3.343925677056587301e+04,1.405174049209496553e-02,4.149006213484355415e-03,9.501995132184515302e-01,1.111697312453971687e-01,1.121201328157824667e-01
9.058415679982899746e+04,1.864394070066034692e-02,3.810097316936048722e-03,1.646067410123021713e+00,4.920118393746579777e-01,4.919274775927213184e-01
1.910272032036483142e+04,1.857917148914028233e-02,4.151607781642236913e-03,1.172817502750249874e+00,1.342443243882381620e-01,1.346952028297255244e-01
3.784544083320982463e+04,1.779324026321453533e-02,3.187515987134329279e-03,9.299030002574081299e-01,3.510709886599704399e-01,3.501559841152129260e-01
8.732985739985147666e+04,1.464778371842411289e-02,4.259289299623722838e-03,7.377728968888290773e-01,3.619712155404476994e-01,3.609555427115180293e-01
7.217984092873688496e+04,1.403804118921775715e-02,2.735028171601012071e-03,6.902572215752498241e-01,3.506440383208598299e-01,3.500964483773018054e-01
9.401053472176812647e+04,1.573698408741831464e-02,1.681018150327322908e-03,1.701050240940423786e+00,3.965350877595308354e-01,3.971162721077938218e-01
8.638202532730872917e+04,1.114211822071026897e-02,2.154752400687870266e-03,7.248046597066439833e-01,2.319851369089520055e-01,2.318327278812569447e-01
2.899881542562478353e+04,1.624629462277702927e-02,5.902424256321463268e-04,1.099112249815810127e+00,2.447197525673137364e-01,2.435742938409613534e-01
4.766161543305360101e+04,5.357001662176340794e-03,2.398970722151377161e-03,1.333331972407740373e+00,5.132494252904293459e-03,5.222469865007421143e-03
9.900190170005189430e+04,1.900197570031761027e-02,3.187084161072460675e-03,1.635560515437864293e+00,5.701690306857192247e-01,5.705888833754899636e-01
7.326894370565513964e+04,1.575784350051919608e-02,4.268102500362868507e-03,1.664600454233132076e+00,2.192459331902364972e-01,2.194062617664830073e-01
8.145150062031933339e+04,5.174668161099626150e-03,1.662391770300842252e-03,1.985213290489784121e+00,6.414241757376961707e-03,5.745201679916792266e-03
1.745516063539789320e+04,1.564321035296222656e-02,2.049718080477628754e-03,7.269692556668947425e-01,1.664875295944218958e-01,1.665496127307117546e-01
9.583762580883546616e+04,1.368857691652036745e-02,2.302191500028522367e-03,8.662543252881319544e-01,3.501729676830910298e-01,3.497490727801756960e-01
5.954006965554788621e+04,1.424336965911831079e-02,1.077688553260795074e-03,7.084389620498163787e-01,2.938050310345201588e-01,2.934772404158653147e-01
2.382395775684530963e+04,1.474145454523565976e-02,3.892229178122136053e-03,6.456988866678617933e-01,1.440939531051721179e-01,1.440022601211695397e-01
6.163050877672128991e+04,6.860216560303691175e-03,2.242413003815326919e-03,5.992780838524900400e-01,3.860598344416376476e-02,3.935735504252401568e-02
9.238487506190428394e+04,5.602568643885987541e-03,4.618622040574808449e-03,7.847229541608903292e-01,1.458817366252013366e-02,1.641146250902141349e-02
5.900343398599764623e+04,8.168103081104261670e-03,1.078508414989954884e-03,7.260699030238586538e-01,8.693320312113199388e-02,8.848994727747999667e-02
9.938091504215062014e+04,6.214754473173982052e-03,3.097129624972484903e-03,1.146878465783219392e+00,1.884438471371726806e-02,1.947112795282231190e-02
9.347785726436477853e+04,8.244806584164817570e-03,8.842778846482888047e-04,1.368713683851686236e+00,8.559352249685718561e-02,8.519193836277014209e-02
5.474546420568062604e+04,1.586409269870709543e-02,4.574240216611838092e-03,1.064270637613895509e+00,2.470602252594402415e-01,2.467501983543483879e-01
9.703746726726416091e+04,1.000516470799071508e-02,7.162828841061009890e-04,5.560778475033616441e-01,1.273830529852477134e-01,1.271160350664373717e-01
7.905982946250560053e+04,1.361159631659435501e-02,3.811187010759936947e-03,1.894455396981962858e+00,1.313176844389884190e-01,1.324687252543809701e-01
3.292811394700920209e+04,8.850916820066997287e-03,5.469435936785515618e-04,5.852097226377288575e-01,9.575412216118597830e-02,9.298880279706467356e-02
1.886411895410575380e+04,1.802244523407801891e-02,2.424503058514814249e-03,7.122196044630908496e-01,2.758138181344548245e-01,2.760716198919928033e-01
1.245092219792180913e+04,6.046478294091072771e-03,1.446820340219767860e-03,8.121942019564613036e-01,4.985390131440567765e-03,2.992900701604473898e-03
5.693053852046714019e+04,1.326884510237127945e-02,1.385138068758322988e-03,8.356841539481731918e-01,2.898242830343892296e-01,2.898204128545470715e-01
7.794648565605258045e+04,1.314930915710681159e-02,3.322387922308396319e-03,8.431661784684051364e-01,2.647429332436900817e-01,2.660674782171416064e-01
2.176856805247567536e+04,1.672226982998072792e-02,2.888815206692790360e-03,1.898219358954138292e+00,8.432978263384596773e-02,8.341884162387572244e-02
2.817273133618481370e+04,1.820216970628430950e-02,3.059753969401429047e-03,9.446641117791798603e-01,2.855961665696656326e-01,2.833132988095337090e-01
9.764431421579814923e+04,1.613092733949776647e-02,3.610811823486296743e-03,1.842842310078377510e+00,3.184333913038826513e-01,3.197305119917948080e-01
8.263044840206958179e+04,6.696723925477158362e-03,1.779363953455972329e-03,8.176173784252085408e-01,4.090116179766817295e-02,4.240698419567988375e-02
3.909390177463278815e+04,1.647479785144748132e-02,2.555723962865688852e-03,1.258840729614987275e+00,2.346042054408657151e-01,2.351027824984347758e-01
9.483996590401077992e+04,1.215331873395694012e-02,2.455391444921888305e-03,1.891260505710630868e+00,1.408869764365477950e-01,1.421422447299740821e-01
5.296413394726619299e+04,8.888445735459941238e-03,3.956943489933593787e-03,6.661386246397555944e-01,5.292095214135358883e-02,5.211846236112700759e-02
3.285405137087900221e+04,1.642840262033440010e-02,2.302017404289201895e-03,1.198773488291724254e+00,2.154602728145823265e-01,2.166328878063781271e-01
4.105074968908843584e+04,1.698705596014359748e-02,1.152669055716902058e-03,1.109023716141573690e+00,3.724878666418470208e-01,3.741884908416326927e-01
3.449539160913844535e+04,1.229666401828618735e-02,1.917420040791076438e-03,8.996863760082874917e-01,1.209499513313536667e-01,1.215901302622114655e-01
7.255928731091131340e+04,1.753792726770794785e-02,3.083455256730918779e-03,1.348514945937208109e+00,4.362759623070786019e-01,4.365570264920260457e-01
4.364758546762826154e+04,1.734385306972864235e-02,4.259970775799298143e-03,1.790129381844121070e+00,1.606075935391040876e-01,1.618908818779558612e-01
6.200304822897347913e+04,1.658402497050261853e-02,8.493847416603371057e-04,1.512657702546883698e+00,3.381680632318918023e-01,3.393000107796522169e-01
6.583294620366024901e+04,1.522701974942505462e-02,2.293682921160996452e-03,1.954403536593814827e+00,2.106045300755163274e-01,2.098557026866030295e-01
5.540593310954586923e+04,1.356006390579680629e-02,5.851883581967846741e-04,7.921356233708132244e-01,1.902170226393649632e-01,1.915770492880032316e-01
5.074208691133145476e+04,1.256737549910444396e-02,1.556904534764375590e-03,8.892506707471972138e-01,2.161789580752785933e-01,2.169235777584938574e-01
4.170488879588599957e+04,1.206229967335008778e-02,1.728164464303480995e-03,1.174635958516033307e+00,1.113358991735261955e-01,1.114945939650886925e-01
3.102544361309102169e+04,1.076046168740616045e-02,4.404084172750071142e-03,1.440732191327687595e+00,2.494437373458476687e-02,2.624809262710411234e-02
1.849185972276375833e+04,9.586263896003721988e-03,1.941781569934165246e-03,7.777461304892818728e-01,2.918827304642037171e-02,3.011372554264570359e-02
7.293024467875502887e+04,7.756318870122498252e-03,3.481386505818744904e-03,1.202597110059323349e+00,2.611142294061141386e-02,2.685735745579860556e-02
1.143222692632328108e+04,6.583172418734782941e-03,1.655261517582150418e-03,1.838570953313943601e+00,3.132028106613102703e-03,2.624179908862199397e-03
7.600776800124457804e+04,6.822922837874671048e-03,3.266200262021291302e-03,1.057424287160956489e+00,2.048154911818888396e-02,2.131502373815579929e-02
7.786268513979874842e+04,1.857409051741861980e-02,9.194801167960301759e-04,5.805543352287054759e-01,4.276017754080064896e-03,3.167503341778065817e-03
8.254399270368349971e+04,1.858915602591224361e-02,1.386221781321215606e-03,1.605679159597205752e+00,4.803672954985527266e-01,4.802408463757812385e-01
6.774787922870874172e+04,1.218632919757011920e-02,2.900760352425498564e-03,1.935488218350296830e+00,8.430793236452219230e-02,8.261467108753654809e-02
9.571198367524470086e+04,1.882606922336705832e-02,4.440598333883794338e-03,1.691723846616279170e+00,4.856584838831293216e-01,4.839540919835237931e-01
4.441974070286212373e+04,1.732771928631024125e-02,4.434221029488972371e-03,1.550879500801741528e+00,1.861720039012277061e-01,1.866150600045516084e-01
5.129473521106300905e+04,1.205249500984000542e-02,4.578685370176563754e-03,6.813880097408540060e-01,1.367394802609909477e-01,1.366574735614319025e-01
3.601005109211368836e+04,1.914970146305699367e-02,1.005537422600641037e-03,7.349539429701421600e-01,3.649510994330327773e-01,3.650358538342783343e-01
1.092242571465087713e+04,9.981793800651037746e-03,1.307352237640189985e-03,1.682506345161183692e+00,1.453339564046619327e-02,1.512534561721497542e-02
4.940476381972832314e+04,1.383419600158487459e-02,6.378904667534584811e-04,1.290056865857486468e+00,2.215158439984966643e-01,2.218658276862941203e-01
5.490904195927277033e+04,1.943218883840844638e-02,1.206579959754727673e-03,1.587759651461778887e+00,4.748148293057622982e-01,4.739284449542601751e-01
5.175098203809321421e+04,8.499283071160327468e-03,2.859044687101650137e-03,7.472616761045980383e-01,4.691994127131831477e-02,4.699337305407896154e-02
1.327062026063727171e+04,1.750916672020151263e-02,5.779716195644347358e-04,1.876699240538569624e+00,1.565989556602177812e-01,1.565318854522920189e-01
2.439937587824780348e+04,1.057848199518833694e-02,2.415044091602832829e-03,1.571173894692338591e+00,2.496483185544760841e-02,2.444486144664667626e-02
3.458358468165928207e+04,1.053450623672692876e-02,3.623372416941127161e-03,5.521570854582338317e-01,7.890365682066802222e-02,7.877910838090744494e-02
4.684542986246440705e+04,1.756916416514531926e-02,1.316332878898819093e-03,1.112828933720757973e+00,4.261461031842815328e-01,4.257806871601852450e-01
2.847756917840201277e+04,9.619708319776723582e-03,9.121874190554579362e-04,1.921362566001858507e+00,3.247022105858853730e-02,3.182111222094632930e-02
4.277460682700006146e+04,1.097190365498583453e-02,6.597702198358535754e-04,6.170783639120814845e-01,1.796018548137516824e-01,1.792675942452546523e-01
3.585758824785834440e+04,1.167323371813706878e-02,4.491588129539121968e-03,9.538144026442423318e-01,5.757732258047575102e-02,5.781230485307198991e-02
1.975552870468900801e+04,9.085423425208773163e-03,4.877886552188433547e-03,1.614872852432330808e+00,8.912288112357863445e-03,1.097551344821327823e-02
8.886606784101108497e+04,5.251045359749084013e-03,2.712885677994224080e-03,1.523361075746235915e+00,7.197766669522880252e-03,6.380784221524266400e-03
6.470541117565648165e+04,1.970261535170388101e-02,3.032940136356556283e-03,1.435354398321761593e+00,5.367980739641818877e-01,5.373199913236107461e-01
9.850454849811847089e+04,5.181537141687807269e-03,2.844340335601210339e-03,1.037407022962401504e+00,1.124170410458889824e-02,9.780375350913360008e-03
6.430198593393038027e+04,1.198686342344317327e-02,1.165505134140189898e-03,1.202052062768910412e+00,1.979219894539727409e-01,1.995120142764749416e-01
6.536570032299492595e+04,1.367023134904360449e-02,1.528060263723112497e-03,8.090958882619525561e-01,3.268361451717902710e-01,3.265027698434534997e-01
4.275035818919989106e+04,1.260077991313521620e-02,3.791883973749012645e-03,1.239463876730870773e+00,7.746174742166259120e-02,7.760062308013136734e-02
8.245096311052569945e+04,1.127065325018795916e-02,3.302653378779755403e-03,1.542456482626489933e+00,9.427708444505121521e-02,9.555450362750426974e-02
5.163203016510669840e+04,5.454595358184908399e-03,3.067834328724110618e-03,1.043999979981080628e+00,6.393578213943221233e-03,7.381255356883366370e-03
8.410111825203057379e+04,1.483427925195339100e-02,4.092319438434318876e-03,6.420575164237337651e-01,3.769823293919186691e-01,3.754904700113291249e-01
5.204690922910996596e+04,5.895838191617563430e-03,2.638198449831494121e-03,1.031713771505728960e+00,9.177023719004230584e-03,9.732216588881128019e-03
7.652488794526326819e+04,1.018528151446807840e-02,5.402734909294211072e-04,9.583964926162231723e-01,1.560524424746392580e-01,1.558250501975640412e-01
6.962411863141166396e+04,6.309598794975109642e-03,3.053148949304703742e-03,7.831689581743292994e-01,2.010641333438388870e-02,2.072553688292922899e-02
4.569628340553522867e+04,1.197090415841529573e-02,2.065590797073281470e-03,1.845155643219668740e+00,6.664121674601719558e-02,6.679360113371901608e-02
1.819614838000038435e+04,1.953357591065460822e-02,3.015577259668794034e-03,1.909082912350164474e+00,1.200622821878370300e-01,1.207983214611234035e-01
3.094218240576034077e+04,8.362233190179230169e-03,1.971301093147873485e-03,1.442708248487582834e+00,1.657649344922585560e-02,1.686844908773635354e-02
4.965008527832441177e+04,1.241365776900790231e-02,1.279249839128968232e-03,1.009966339804386326e+00,1.968616272265665545e-01,1.967217728949408329e-01
5.273618510000908282e+04,1.261725723461150882e-02,2.021032405166859995e-03,1.937470983015363135e+00,9.084425160734582727e-02,9.202123059622156764e-02
2.934337598202408481e+04,1.970279016984584700e-02,6.108134567609185654e-04,1.564470498295995160e+00,3.074977342205444386e-01,3.059536876406958039e-01
3.350071901419672940e+04,1.727245274070590350e-02,9.256616888248828069e-04,1.047776202410022783e+00,3.453139862432779705e-01,3.448809261648681512e-01
3.916600033047760371e+04,1.308170572319548516e-02,4.589023740000168147e-03,8.625786091286342661e-01,1.069045606985976060e-01,1.059489616872403006e-01
5.929037996793152706e+04,1.201726772214616566e-02,3.855329351513315638e-03,6.830327179503932200e-01,1.722256132150408459e-01,1.720817416725536897e-01
1.804699530896894430e+04,1.958440413220144047e-02,4.352940191424917171e-03,1.778690197049114685e+00,1.011535397573479766e-01,1.007235970269520081e-01
4.662229147306284722e+04,1.995085097929515799e-02,1.371069937037485082e-03,1.852213749815927901e+00,4.456359106807370463e-01,4.454878626853833179e-01
