theta,g,rho_air,a,a_noisy
9.806012102731247460e-01,1.150340838187272929e+01,6.410824209454422107e-01,7.922544477397407192e+00,7.792177562558034509e+00
1.031006258290297906e+00,4.978622075233460009e+00,9.621526791077265051e-01,3.685610060174243863e+00,3.769795341892086871e+00
2.355988091718082822e-01,8.540445901992731237e+00,1.421939175654268972e+00,6.886008270035797185e-01,6.653879812463436849e-01
1.138956357467644009e+00,8.822623182868754910e+00,1.115991640065758350e+00,6.703890509010948406e+00,6.756344300813310610e+00
1.189832023231429448e+00,1.180461980132533206e+01,8.537677506977169317e-01,9.233907982495900058e+00,9.228365615670201194e+00
4.525504657528207630e-01,1.036837020402499654e+01,6.679671880662096939e-01,2.807858615667614188e+00,2.779383456787664741e+00
1.365611818861190763e+00,8.816577247494691960e+00,1.388004053495785595e+00,7.318961497476098366e+00,7.316227048150721224e+00
5.387694025734801606e-01,9.639566128949514479e+00,1.068518209839390387e+00,3.277526462597829315e+00,3.436078792215125688e+00
4.348185641741868501e-01,3.348557824904881297e+00,7.570098606177295686e-01,9.902373047343420165e-01,1.068746488740792699e+00
3.058249613423101865e-01,8.093242783761745329e+00,1.056660952726229175e+00,1.156452036612562129e+00,1.139568965542671286e+00
1.350907804311431093e+00,1.245612675024268334e+01,1.447964057222062451e+00,9.594146833772610350e+00,9.605875524952407929e+00
1.379858961796979644e+00,1.150536885262120990e+01,1.442930116672146656e+00,9.117138679147224423e+00,9.173518549631511476e+00
1.118370288955898406e+00,5.339096259098877972e+00,1.047108570437453867e+00,4.188676827980107653e+00,4.218024834558200098e+00
4.902068485792467900e-01,5.184030844263492810e+00,1.045659366612437413e+00,1.664780594818616510e+00,1.669337722209778274e+00
3.422119645313763114e-01,1.227126607894170007e+01,1.063746950180338713e+00,1.968349405189928625e+00,1.959302821585917620e+00
1.160924316149865909e+00,8.621423776591203847e+00,9.929581849696941243e-01,6.737163240862567015e+00,6.683754877841550091e+00
1.165462644854720731e+00,6.370418545837715385e+00,1.492997850920636749e+00,4.942419004271078720e+00,4.980218623847107118e+00
9.992189342157385967e-01,8.079919271938653225e+00,9.323853184719841369e-01,5.651256312211680566e+00,5.706584391409998958e+00
1.183672301527244480e-01,1.166329066520618518e+01,1.470077704247667594e+00,-2.087275492074502914e-01,-9.703957355045966793e-02
2.167013574046914859e-01,1.139501696883571213e+01,6.133700714854465330e-01,6.490345292095964780e-01,6.220267224359479208e-01
8.426959658634320949e-01,1.092515415515468469e+01,1.273990839602871628e+00,6.096663925940992712e+00,6.129415586837049901e+00
1.513439435491133744e-01,1.335891795722928777e+01,8.020602739393942748e-01,-1.480816645285232269e-02,-1.618241917659896459e-02
1.163302525728959758e+00,1.121336696115971598e+01,1.427568706837234913e+00,8.071496638687744252e+00,8.134494966151670781e+00
1.371093251109297473e+00,1.365266131742994915e+01,1.264212935849705399e+00,1.069793489242381668e+01,1.069322984264382193e+01
1.370852303786865178e+00,1.122743037541590638e+01,1.370528889358153313e+00,8.998727525891890622e+00,8.966579765520130252e+00
1.178539991268369391e+00,3.418112668293775247e+00,8.223828362566667494e-01,2.878626246805773281e+00,2.794400233118419230e+00
1.502158437526245893e-01,8.754738267589392109e+00,5.409155071055052888e-01,1.563032253469163191e-01,1.922282120276849748e-01
2.474741125406893505e-01,1.234838646284279129e+01,1.230941454815914549e+00,9.370753312601238783e-01,9.453021193746169448e-01
1.372569388239262889e+00,1.291006507258370029e+01,8.394899006222468207e-01,1.091846309461985953e+01,1.097482276423954595e+01
8.047868744601943680e-01,5.433053281277011592e+00,1.156333552174156454e+00,3.122687048625640394e+00,3.095370549166957641e+00
2.458384978595101467e-01,3.492535726725114031e+00,6.503398206509746204e-01,4.578784606965565773e-01,5.876894166119246421e-01
1.062383051503607151e-01,1.160904644479576220e+01,8.482612658546496709e-01,-2.785670059431542001e-01,-3.137578548663282896e-01
2.498471073619806249e-01,1.135602190677348666e+01,1.033697108378842877e+00,9.345118215276819740e-01,9.603561516494335537e-01
1.242176631935836495e+00,3.978091075249291730e+00,1.194767677712517795e+00,3.398710239840212477e+00,3.419648786255255590e+00
4.891405516732417746e-01,1.353781627406416987e+01,1.195635149149130605e+00,3.825047427579123749e+00,3.880416061707764097e+00
1.069707852212100851e+00,7.720002658237598681e+00,7.101862058479707640e-01,5.845351890798660577e+00,5.837283296162162571e+00
1.318576237754714775e+00,9.928437671705129475e+00,1.052337269961985289e+00,8.254504507106339872e+00,8.208857380231673773e+00
5.613696653313280382e-01,4.611064388081967280e+00,6.163705992653558674e-01,1.811175821645021333e+00,1.761960714356435753e+00
1.310763373803643717e+00,1.096446623769415396e+01,5.909442315584149119e-01,9.491419777996705776e+00,9.532276894419414504e+00
1.246892581495953944e+00,1.133183891881505367e+01,1.192196741367028689e+00,8.797084788044495340e+00,8.802457781252886804e+00
2.581031162277755975e-01,8.448061979455385284e+00,1.000059136763216561e+00,8.566400887168512668e-01,8.739495357317408342e-01
2.661815066174532118e-01,9.308604480973095008e+00,1.209026686026221542e+00,9.552681186970182203e-01,9.146323664099378359e-01
1.271597536690836305e+00,1.012531786758519559e+01,1.103283807657821081e+00,8.173014241606054497e+00,8.180074114290546206e+00
1.189350816733563354e+00,1.116557921781720353e+01,8.589129432586311008e-01,8.778529202805771092e+00,8.789483654812205060e+00
1.171749271946014748e+00,8.458401786442593107e+00,8.977366437477494188e-01,6.723902159254429023e+00,6.754735435078619510e+00
9.669120901062788764e-01,4.968413198110158469e+00,5.712914888407902847e-01,3.540178283944511062e+00,3.467097583979710240e+00
1.345449412642483633e+00,1.146009547266936757e+01,1.267989149851522113e+00,9.189790327538473136e+00,9.151430457560762122e+00
6.483254182349992290e-01,1.090041018567496600e+01,7.396987190102469745e-01,4.787717533537755088e+00,4.874177688984005385e+00
1.164337159906742691e+00,8.701633695511642230e+00,1.020995659731244398e+00,6.790626663416558628e+00,6.770979097334160812e+00
1.106687611862299248e+00,4.908859485917069776e+00,1.009517585867232059e+00,3.846279986996430367e+00,3.842083689043637396e+00
6.671239840303954116e-01,4.464446273157001599e+00,5.837549544302066407e-01,2.164428728985464900e+00,2.144509510446110490e+00
4.794956750402913359e-01,9.397171848054650667e+00,9.344282300173739619e-01,2.745612284309849382e+00,2.670776251495047937e+00
2.493662074683154484e-01,5.372644605371359461e+00,1.398465322995856797e+00,6.127239556655252883e-01,5.589379481131542260e-01
1.338770175046942956e+00,3.408497814899992040e+00,1.422049890960876528e+00,3.044093861494434616e+00,3.062629036804425553e+00
1.164942929721626719e+00,6.737777736539103834e+00,7.618845992696672287e-01,5.474292157321354324e+00,5.440687994209572054e+00
1.066032577199431897e+00,8.074139831483837071e+00,8.922066915517339325e-01,5.989346792395142671e+00,6.090703543040410395e+00
4.269183627598963637e-01,1.263937131153557303e+01,1.103703507712726184e+00,2.955910865265016785e+00,2.881001726429962773e+00
1.166142215414812888e+00,8.295733698771339704e+00,9.285104543235273011e-01,6.564076433915182918e+00,6.466958786925913749e+00
3.551034060366864420e-01,5.857284416759583223e+00,1.126661512245968444e+00,1.164046248436346742e+00,1.144447878585230560e+00
9.258802784420065990e-01,5.816336855101861048e+00,6.491825148958246805e-01,3.937503724092585866e+00,3.877026208666467078e+00
3.107725407877400814e-01,6.053410413405325485e+00,9.859786610025815801e-01,9.720838794818089657e-01,1.041117029600223010e+00
6.885189383027312537e-01,1.240732170488358754e+01,8.493177296594665027e-01,5.734337944403019804e+00,5.713026779606741101e+00
8.943897414337184104e-01,1.415776234150851920e+01,1.011814041426490896e+00,8.339182866538989103e+00,8.365000615137557105e+00
1.034899913778338787e+00,1.004177884752625616e+01,1.038739239332074238e+00,7.025301273509876765e+00,6.954373741714066526e+00
1.292661647235852307e+00,9.049111341180804402e+00,1.157555300108127128e+00,7.435268873738110074e+00,7.468303915547162219e+00
1.345184061509311801e+00,5.694703085714602153e+00,1.070213925120457432e+00,5.023459081064750364e+00,5.055138233195592967e+00
1.088709492584560845e+00,1.295834631760736499e+01,1.169612559433860888e+00,8.968838497379206132e+00,9.030507273494755793e+00
1.584575615023094686e-01,9.886415694160351819e+00,8.052778699711899968e-01,1.740806446103240201e-01,1.847352353463437846e-01
6.031643064291559719e-01,4.215720258110046359e+00,1.279913337891113612e+00,1.784134065369985978e+00,1.809610981357250292e+00
1.044263478228351527e+00,1.005992935143006761e+01,8.226116174717799101e-01,7.253430298144943222e+00,7.261404206800189165e+00
1.228731742032814100e+00,7.903271329276819301e+00,7.227670005079260829e-01,6.625157398437843348e+00,6.670988367263963603e+00
1.290880370392396836e-01,8.564169502500027065e+00,8.318395175464801117e-01,3.128053210834980113e-02,1.024243376125258745e-02
6.193406211728268440e-01,7.189860551857592874e+00,6.609281609211917763e-01,3.078983031713677931e+00,3.105793459879926388e+00
1.315872489693043823e+00,5.200241791300062033e+00,1.015838839472513744e+00,4.571673365842356063e+00,4.542779661769313471e+00
1.305902414680724988e+00,1.146410930793828342e+01,5.799441100908658830e-01,9.884448719019404805e+00,9.919326624183485208e+00
1.249388595827294557e+00,1.483352939396461956e+01,1.299326525996980397e+00,1.076038245011413608e+01,1.074606815875359977e+01
2.990721256907806769e-01,3.382166983766898394e+00,1.198177557057650500e+00,5.968736886515138007e-01,5.639157218282085937e-01
5.186224148500631070e-01,1.036627307177986168e+01,6.689137556575618371e-01,3.426334210114988732e+00,3.391925457424733725e+00
1.306360115370871045e+00,8.429484324614817226e+00,6.377492952652001890e-01,7.369528375035164558e+00,7.442591363216744860e+00
1.295815139777258596e+00,1.046703184491449790e+01,1.282766200158740100e+00,8.326437921210754212e+00,8.248040507923384723e+00
1.352810891680310323e+00,1.125796873399841935e+01,5.409492937520922196e-01,9.959648966585419316e+00,9.885008990996031031e+00
1.009922625651939354e+00,3.097625341305591196e+00,7.930202656008923379e-01,2.321710250387605701e+00,2.353055450427327333e+00
1.023140125881406792e+00,1.315163027661527018e+01,1.301594871203783477e+00,8.470918817419532232e+00,8.420608290348171820e+00
4.279090063906605401e-01,5.330763532254828796e+00,5.565769604932193637e-01,1.442740706685228691e+00,1.418918176307957246e+00
1.023409072663205244e+00,1.281740576004703591e+01,1.442549146720126130e+00,8.129253322824165906e+00,8.104062492024374009e+00
4.421456240893649747e-01,1.371857653272992827e+01,1.216727221673013615e+00,3.317575009074948067e+00,3.431041034107857879e+00
1.194642371110353318e+00,1.362470030279120081e+01,6.838131837046166339e-01,1.077732733759734884e+01,1.074316219009370776e+01
8.863735433816675169e-01,1.123075988775819312e+01,7.061158613854926491e-01,6.989734943489169794e+00,6.953117513010959705e+00
4.685573844018920964e-01,1.139697324526121491e+01,6.304628287375267925e-01,3.239511990320401047e+00,3.219545836569374320e+00
2.931171386515941668e-01,1.494755673458309708e+01,1.292546058410486420e+00,1.626427169641286419e+00,1.637523150803656513e+00
2.616801402952941835e-01,3.344595435080479628e+00,1.415877442460438562e+00,4.834461364029663533e-01,5.080142943282175416e-01
2.990209723108442352e-01,1.312400349396616939e+01,1.466066092445195590e+00,1.517572067851233886e+00,1.443571005438980093e+00
1.290989449688799251e+00,1.042334346813210644e+01,6.925749780486823992e-01,8.871259830012627745e+00,8.893186311047294623e+00
5.793849917915672165e-01,1.440350542861529171e+01,1.357087226023191651e+00,4.982917540346433860e+00,5.080227333469092166e+00
8.370474108858405593e-01,1.398697585687373923e+01,1.063916086387827864e+00,7.677959127794538929e+00,7.588258402817675830e+00
2.911242575304109903e-01,4.086941461870173598e+00,5.607757888476287977e-01,6.693755218520651695e-01,6.978588858459432442e-01
1.265724701834102461e+00,1.018516625796760877e+01,7.246299119558790025e-01,8.549154612993332236e+00,8.587324204362698055e+00
1.389602742287772807e+00,8.319734008819651194e+00,6.444861344572140327e-01,7.520362688199621282e+00,7.527803361267779714e+00
7.691737357703701816e-01,6.317693266531440699e+00,1.226952107623606736e+00,3.405970267040641986e+00,3.395892821817823037e+00
1.334985128047964098e+00,5.088600914331710356e+00,1.252040405020190317e+00,4.457672523714141022e+00,4.339630086586418578e+00
1.361147761268970635e+00,4.062400939254851906e+00,1.361129070144196707e+00,3.630456852833672698e+00,3.690172084186746915e+00
9.783517193375455001e-01,4.257608941677954562e+00,6.436516306838651058e-01,3.075433888806613503e+00,3.058933876798671125e+00
2.858122923975252028e-01,8.680052288710532693e+00,1.328844750599957658e+00,1.051351873260014669e+00,1.040762444067045545e+00
9.581624457617972102e-01,5.755654137664025782e+00,1.101351575972413510e+00,3.926587255162941936e+00,3.987680339148493847e+00
3.371587002531896138e-01,5.240539815594182471e+00,7.248375249953520338e-01,1.001813918387308711e+00,8.845116504478358621e-01
1.263774300229379977e+00,1.205982984037444439e+01,9.491194826014716091e-01,9.667332095677352299e+00,9.663641473425665041e+00
1.259134255240047295e+00,3.426713446984751332e+00,5.203503510874515348e-01,3.048362288210343163e+00,3.077884497044200529e+00
3.347104383101532354e-01,1.428861101100524422e+01,1.464248897852028275e+00,2.052614879581343033e+00,2.088337170587564184e+00
5.598401109242455709e-01,6.322249231271734438e+00,9.675112971179818944e-01,2.367383294041179198e+00,2.397568361705771256e+00
9.885826961797687940e-01,3.171301878825516951e+00,8.465435692331310102e-01,2.326921543279266480e+00,2.428636455821620022e+00
4.121104912445977542e-01,5.054853970405773111e+00,1.053842872329564750e+00,1.288688512594121205e+00,1.302626415227591261e+00
1.195500883977134388e+00,9.825115744803401441e+00,1.390568884558704310e+00,7.406149738283323458e+00,7.456847462498101820e+00
7.596875826050732972e-01,1.236004773447891303e+01,1.208566635785341958e+00,6.130252042101732357e+00,6.168660795671203623e+00
9.413058109144337715e-01,8.597746603259340148e+00,7.009315624794892896e-01,5.778450299568524073e+00,5.704217925508308973e+00
6.915280185120488143e-01,1.165804169943627144e+01,7.986093381451500051e-01,5.474256570176519787e+00,5.435694828012842095e+00
1.150643867460798164e+00,1.421716772366311154e+01,6.591991046528388187e-01,1.094091023780141825e+01,1.104493838873156797e+01
1.128867005257264688e+00,9.832451931748707352e+00,9.970698632827592611e-01,7.424586043048137185e+00,7.410886528150770758e+00
1.145509239689832537e+00,1.127492175311069822e+01,1.366360758107458384e+00,8.083534813551334963e+00,8.080125336688407600e+00
5.747148534646341345e-01,9.197955932928248757e+00,5.714731868567926032e-01,3.547393393169123499e+00,3.481469725982432539e+00
5.649845353763599531e-01,3.016584545124938455e+00,1.473275523771708118e+00,1.225218427400150079e+00,1.208005103575923611e+00
4.154398759321510370e-01,1.248343191651845885e+01,1.339653703145110786e+00,2.738396933667496924e+00,2.672680572906859453e+00
1.269377116722308685e+00,8.549521881143245849e+00,7.244008672893991196e-01,7.281832388325579331e+00,7.251333615623672735e+00
2.527448936328279272e-01,4.459002352311888018e+00,8.523391659233719997e-01,5.655473295805986123e-01,5.931822617094264505e-01
5.619198641664709948e-01,1.218159808949540590e+01,1.093022885379950848e+00,4.268814384567569675e+00,4.227215197978988037e+00
1.443256492502906219e-01,4.091595341898933924e+00,6.859539175892424012e-01,1.676568874820105748e-01,1.368783212589989029e-01
9.525824015373158815e-01,9.968089860108239719e+00,1.281622009961087549e+00,6.327496163155561959e+00,6.394354453961452300e+00
1.347615945960066730e+00,1.080746014055979920e+01,1.060262501790281142e+00,8.989656763697492892e+00,9.013136962342542802e+00
7.964600076838325160e-01,9.343591774844886899e+00,1.197595953699804205e+00,5.052678532396322808e+00,5.078443510547390183e+00
