c,p,I_signal,b,lambda,lambda_noisy
8.565964784251725916e+00,1.201822940628449465e-01,5.160019116654838811e+00,2.333493849228389205e+00,1.945487649948440811e-01,1.867732998718494852e-01
1.741103329550433543e+01,1.783144194956933770e-01,2.414269833932448428e+00,9.765910145083078753e-01,4.304840159418269474e-01,4.346065336326691564e-01
6.138568603573667737e+00,2.684130914951384228e-01,6.125687675080549788e+00,2.545687912668515018e-01,2.976807615456111278e-01,2.830812751924224879e-01
2.313400838936414061e+01,2.277848159090658797e-01,8.855534065778185138e+00,5.813772317671606071e-01,5.699613689113948167e-01,5.746256621479528537e-01
2.798031477936169864e+01,1.759803271463032670e-02,7.718307511012653777e+00,2.364897781034888791e+00,1.469873376430470557e-01,1.376765601365393110e-01
1.544222035604518872e+01,2.448715389407589704e-01,1.557176905742085893e-03,2.436795559353728269e+00,3.242252646055918675e-01,3.260979832186386984e-01
1.602204006691986393e+01,1.898035801721082994e-01,1.315152872974711951e-01,1.645731654983744630e+00,3.991086963811975585e-01,3.963712498735506018e-01
2.242039879581941619e+01,2.795660745950299120e-01,8.740066374145234462e+00,4.510639808095423753e+00,3.356602414448349725e-01,3.379783500625146431e-01
2.691684224057697250e+01,1.605504142445389748e-01,4.918443999898225449e+00,2.624412196452380108e+00,4.364437375925064866e-01,4.400487537887688427e-01
3.668977812066289701e+00,5.222596381821825035e-02,8.624112656338899896e+00,4.392681468050898097e+00,5.191416707655539808e-02,5.136171616853797695e-02
2.285303676462726230e+01,6.622245116447031399e-02,7.931148147283884953e+00,1.520909044327291015e+00,3.187253127791819796e-01,3.181826909115381685e-01
2.696882350224986880e+01,2.834840227452214978e-01,9.414177284444331661e+00,3.669609647571854261e+00,4.093293927098335949e-01,3.944613738800599179e-01
7.045262604854997335e+00,1.561760392309625295e-02,8.336820869475452866e+00,1.070282835613094452e+00,3.804238600074369425e-02,1.906321684331380856e-02
9.557390503257463976e+00,4.002571043751626534e-02,8.041626337688331461e+00,4.076496343119906385e+00,1.047745293734025918e-01,1.173904200104473328e-01
1.464718990823651801e+01,2.220534623380801265e-01,9.029852482120906743e+00,1.786718582052226889e-01,4.757735908113268075e-01,4.815134277474658053e-01
1.825629746083674831e+01,2.943442890626489783e-01,7.754661347765403612e+00,3.690009640194460871e+00,3.248549727868614845e-01,3.100634786860828052e-01
1.427997769583247667e+01,2.003100881147848542e-03,2.974500703271298008e+00,1.818446363882944006e+00,1.153216853821108050e-02,3.062420733365826819e-02
1.762439923001462816e+01,1.866299663786711860e-01,7.791128074948442617e+00,9.210132952199867606e-01,4.383344942973850245e-01,4.311905368400678618e-01
1.225740848346192102e+01,2.453199491746503313e-01,8.022870649069491211e-01,9.907302807620338436e-01,3.791708938506828108e-01,3.842805194961514403e-01
1.323089001021821076e+01,1.773052422532845063e-01,7.050210963389467622e+00,7.418913882064087639e-01,3.687827985935770991e-01,3.730351076934569354e-01
1.000886302580191867e+01,1.592257782936254695e-01,7.501613841521235670e+00,1.571206310038021359e+00,2.627738619982716295e-01,2.638594221707147303e-01
1.996199407507383228e+01,2.249627237466418905e-01,3.439611495603622782e+00,3.094400263326330780e+00,3.514639706452541978e-01,3.575486697513445278e-01
2.819735536568090950e+01,7.327193809794747825e-02,2.168515294128229520e+00,2.793576585096022136e+00,4.349482860038367260e-01,4.212090799689700016e-01
2.958649389379091588e+01,9.963158744823792656e-02,9.269755041915265892e+00,1.757346764845354459e+00,4.490380694442696052e-01,4.486766632091696572e-01
1.208610067298470092e+01,2.425118397822672578e-01,2.868578388502513121e+00,4.803063566984413058e+00,2.007163173619193608e-01,1.981757703387518610e-01
2.298728882687899322e+00,1.364336582651483054e-01,1.014326836833812084e-01,3.785620274086916481e+00,7.045526421881287416e-02,7.133089644263444773e-02
1.939916728676296032e+01,7.288245269475579491e-02,1.231791939989068663e-01,4.832571968952303898e+00,3.595950129903857651e-01,3.568532426699688731e-01
2.865195096587728685e+01,2.337040501785624669e-01,7.680589598996076184e+00,4.643738241243852372e+00,3.798055348017711497e-01,3.733849021475393881e-01
2.863248398686165785e+01,8.526387331303788078e-03,3.295751084648173901e+00,2.714371831959712544e+00,8.838623630228407968e-02,8.107458466862033086e-02
2.091252264699012997e+01,1.240268153316925470e-01,1.692235395354214633e+00,4.629589747552220302e+00,3.600853849799361961e-01,3.689321409186321343e-01
1.186257009281308505e+01,7.464994118152352975e-02,2.370874811510159663e+00,3.898390015419698873e+00,2.110780289430690959e-01,2.025980129195702750e-01
3.413382780065173705e+00,2.371973639267153655e-01,7.996317054262567225e+00,4.608144996201309240e+00,7.443448827700677173e-02,7.805909131957969316e-02
1.439533288990430115e+01,1.302656712362384728e-01,6.434868519978275359e+00,3.994339640833857175e+00,2.487164090014093720e-01,2.522152247228417465e-01
1.999541510588221271e+01,2.222694351179570760e-01,3.547921600670125297e+00,7.548475079090510853e-01,4.938868882736411892e-01,4.929078933800805085e-01
2.195611076889802149e+01,1.531869541268659485e-01,8.652352268190075080e+00,4.798397184217090050e+00,3.203060040056249780e-01,3.245397065635655665e-01
2.018884021624038283e+01,1.309786703803713925e-01,8.341075584748503857e+00,1.315360096360933095e+00,4.024923223841926911e-01,4.079131980861093743e-01
2.381471365486877545e+01,2.695978858617516516e-01,4.129785330499593954e+00,2.199781597697735513e+00,4.405614415997073929e-01,4.352398880698439276e-01
4.267644618330651340e+00,9.275500008458742451e-02,2.146629349398831987e-01,4.326152963357795755e+00,1.088923713047356967e-01,1.122540249593734912e-01
1.601359428475234736e+01,2.147214133802207991e-01,7.936744156684049756e+00,1.783909006445485446e+00,3.832602189375463597e-01,4.023157508614372269e-01
1.409822554596933486e+01,1.814256197935212034e-01,9.209355743992611920e+00,7.963310113951099778e-01,3.883422710241063447e-01,3.776331784576806294e-01
1.553322957536797588e+01,1.724676719382808032e-01,8.555837128541069703e+00,1.107462031010127301e+00,3.870654362781242863e-01,3.840413469220780307e-01
1.451282497307045816e+01,1.131818844037384142e-01,2.849659614802060315e+00,4.413439813803454292e+00,2.546820038323165947e-01,2.470127075449506659e-01
1.853567708368888844e+01,7.887961033209411887e-02,8.323253578719647550e+00,4.903308962386568659e+00,2.476101032039331185e-01,2.674602164097812373e-01
4.091609824853166266e+00,8.432587389694194691e-02,6.400639290398693504e+00,1.393387531516371292e+00,9.367648699177252847e-02,7.964861221410728109e-02
1.308776187895269061e+00,8.001106624580152371e-03,6.160058276536705790e+00,1.215093867201202382e+00,3.860899443891596325e-03,3.931735862675207749e-03
1.366387636864280886e+01,2.455095272348760682e-01,1.776373946656870650e+00,1.526537322395789431e+00,3.641577031094220818e-01,3.734490961187194036e-01
1.806856286045564630e+01,3.723432331642881343e-02,5.095004313034720234e+00,3.127288956274456577e+00,1.824641145959559063e-01,1.737821193957715671e-01
1.330122956959952063e+01,2.350696348747484676e-01,4.022471734364264861e+00,2.372653097933619559e+00,3.079960240841513319e-01,3.066359013183099225e-01
1.592712842492676550e+01,2.956948669631022653e-01,7.627911638430954433e+00,7.931977292912090194e-01,4.903176885491111747e-01,4.831979999511213930e-01
1.262576239046879145e+01,5.700080465413802713e-03,2.335980454844165166e+00,4.969619143787281423e+00,2.937103446519834238e-02,1.596673981656495170e-02
2.456988553224303473e+01,1.097451199649009113e-01,4.651904482598024693e+00,1.959791543522915180e-01,4.689116628124222474e-01,4.682012480694123790e-01
2.449465123094270780e+01,5.123568162479252841e-02,8.050096914120214109e+00,2.519859272006679696e+00,2.788411822027316300e-01,2.837731329046327411e-01
5.380750988798467027e+00,1.212540510955011780e-01,9.625403631980448793e+00,2.254056939290616679e+00,1.337712949144873598e-01,1.297871315757296029e-01
1.909002067505711508e+01,8.810587815197334915e-02,6.402747366947679986e+00,2.691905150327033702e+00,3.014515893564782001e-01,3.030827747328713739e-01
1.617374792235130343e+01,4.747991067672435728e-02,1.263694025439456858e+00,4.269326684979480646e+00,2.437910729335773241e-01,2.506140497536866740e-01
2.624620005932278399e+00,3.417391109460094639e-02,8.275059959876269744e+00,2.755971278477706843e+00,2.888823840774637150e-02,4.081211384068689912e-02
3.554145583839749101e+00,5.188732958532506906e-02,7.949484888779629443e+00,2.328072778006701427e+00,5.490696041547747652e-02,4.256135175330109932e-02
2.460888610245340402e+01,2.290017413177903582e-01,6.997069841130504564e+00,1.249010094852442965e-01,6.225812401564917442e-01,6.286937819468709776e-01
2.176161127377175930e+01,2.266615948180292495e-01,2.750960355113551969e-01,1.249930028845287922e+00,4.905192004546025109e-01,4.843066696527150161e-01
5.576781644109400027e+00,2.745432540844783276e-01,9.407732573279915300e+00,2.258000530015216167e+00,1.819547144400406880e-01,1.631138192224749761e-01
1.801723268228596808e+01,3.410946165499230843e-03,9.377046807442098952e+00,8.426188850146015819e-01,2.189379939929174401e-02,1.411398309840586861e-02
2.691398483199465375e+01,1.874250341454326008e-01,1.900984144766518780e+00,1.166847219391025092e+00,5.496561637685389856e-01,5.560553701193282627e-01
1.617290664169129499e+01,1.470827853231878313e-01,9.084067914577165226e+00,3.893325572698963732e+00,2.811157314448804456e-01,2.841783242244998453e-01
1.843636960796101931e+01,9.406519556340231514e-02,4.231547884079535748e+00,2.857605717179634741e+00,3.063821487814954447e-01,2.954163151450561187e-01
2.063246586093771739e+01,2.192832932710862548e-01,7.565067538704428607e-01,1.949216388216740148e-01,5.675938029025777709e-01,5.836358268854523468e-01
1.635492997528203318e+01,1.603686419387988504e-01,2.335442491639685425e+00,2.762594340915061064e+00,3.346915561378372428e-01,3.387110834982403618e-01
2.649986933070378825e+01,6.408387779213015056e-02,6.431917157418903130e+00,1.402250980819869097e+00,3.522597906692762626e-01,3.515683455622118370e-01
8.403672398814009625e+00,1.765816130070580470e-01,9.693835009059322161e+00,2.004668230836934129e+00,2.283869328182348557e-01,2.229673400879430278e-01
7.544549257332509029e+00,2.111895659669198178e-01,9.627551818833492092e+00,4.658129669680622698e+00,1.489861443018802301e-01,1.531510270568908760e-01
3.925189067041052748e+00,2.857348884074796258e-01,4.740142842644019083e+00,4.576417006395799847e-01,2.129765946612947325e-01,2.090990208026247965e-01
1.388778212251122213e+01,1.156386288312597627e-01,3.465732056523643578e+00,4.300785720344826757e+00,2.416904517313880618e-01,2.530141601113797267e-01
1.047194115437864070e+01,1.837907564837886754e-01,6.646252205147024306e+00,3.755168508572978681e+00,2.123894691025201564e-01,2.155155465850774332e-01
1.549450734787487249e+01,2.362122226021292903e-01,2.573453635311577781e+00,4.994459225564191307e+00,2.349177718396448789e-01,2.410541362938967425e-01
6.064913137130382381e+00,2.445396036116468108e-01,3.688776768259496297e+00,3.539069003196128271e+00,1.459555179934263480e-01,1.428976023622883507e-01
1.493782105127917781e+01,8.103723497259428254e-02,5.856004293158703078e+00,3.883570761417467931e+00,2.280363920927117594e-01,2.132865493857387384e-01
1.538697381527712693e+01,5.697098177068654623e-02,7.312527197568789994e+00,1.257461301497559969e+00,2.202733154198647514e-01,2.255332020397796400e-01
9.864308743491369214e+00,2.460533971220275548e-02,5.683407444886170445e+00,4.560566882324977200e+00,7.546677349684587088e-02,6.539494374892744488e-02
2.432492100079212349e+01,1.624076593872463836e-01,1.045813351667712610e-01,4.414720383896674427e+00,4.136127267249992134e-01,4.125507657197509115e-01
1.565436695271169398e+01,2.340991739287212325e-01,5.965854046461473104e+00,2.926383940731410060e+00,3.192729518786943110e-01,3.191312618013968927e-01
1.824365410997454262e+01,6.505775473906966200e-02,9.636907042864681472e+00,2.981547009423869632e+00,2.485459700807208516e-01,2.407552206086611690e-01
2.861497711020239265e+01,1.131077471596313860e-02,3.065277827616830209e-01,8.256153974109037286e-01,1.464424876550404764e-01,1.553087697141870838e-01
2.643169238232945162e+01,7.162549075541929655e-02,4.184327608058416637e+00,2.742205429596169974e+00,3.614758785917951966e-01,3.472310246325071015e-01
1.970422009785205830e+01,1.063607443595178392e-01,1.796763135163470526e-01,4.832956598055932140e+00,3.811189437939892510e-01,3.959845387223435709e-01
1.153804473508597939e+00,1.651502093405689542e-01,3.967550305871886174e+00,7.146880551430778716e-01,5.113387079315229178e-02,4.524395417733948627e-02
1.968447740225320430e+01,1.585135869327452748e-02,2.198563751074134043e+00,9.222265365458004460e-02,1.210356595743810881e-01,1.306387126981180258e-01
9.842769533461527942e+00,2.327338474939716628e-01,8.154951186730197144e-01,3.014672021191266538e+00,2.367646068689882310e-01,2.496488227463022902e-01
8.163415518611422783e+00,5.402760578349469212e-02,7.639783633634102955e+00,2.438106011570996934e+00,1.193973679588083703e-01,1.108038061623672077e-01
1.855250548413976475e+01,2.980369647781410114e-01,3.352735854498234414e-01,8.297344330816974756e-01,4.704436036695607282e-01,4.631115278717082839e-01
6.107498646198576964e+00,1.763164342823033554e-02,7.996953127103049397e+00,2.332904607438784250e+00,3.655832950514566887e-02,4.592120287780103449e-02
2.234232017719089569e+01,2.413291125624260902e-01,6.865012924494187985e+00,3.847413581970326568e+00,3.547381951830866909e-01,3.565968168376877356e-01
2.351416792402267930e+01,2.613331069637420123e-01,8.670801487975497324e+00,4.815815520644487258e+00,3.352052323687788604e-01,3.360255765703522024e-01
4.997152634303858143e+00,4.587334451354524271e-03,4.097716277953711295e-01,3.492999936128107219e+00,1.122279276908825715e-02,-6.996518546710892017e-03
5.407024255100727039e+00,6.986294594002903646e-02,2.643638075505712948e+00,3.848279122022701504e+00,1.028949838966331243e-01,8.653957231343521739e-02
2.783326725950025704e+01,2.146696892363463838e-01,5.200446993090722891e+00,1.955162146113474275e+00,4.924374963862850896e-01,4.977852611259351856e-01
1.885817209937870720e+00,2.987485759734377910e-01,4.793283440029626696e+00,2.496712520178893335e+00,7.041972181626390825e-02,8.470206773930341604e-02
2.414544237103043400e+01,1.834791497983561670e-01,2.228130020314067483e-01,3.514117637413668227e+00,4.247466683676308641e-01,4.176889923316059461e-01
2.266053961480610823e+01,2.660462272030883479e-01,4.751965449044680767e+00,4.762597822961257776e+00,3.096844300662262017e-01,3.010746407814038350e-01
2.139534887267432239e+01,2.042395968076184676e-01,3.425335077272251283e+00,1.719378403939875177e+00,4.383513652945622008e-01,4.404334093396691241e-01
1.980269303130492986e+00,1.573931224206808477e-01,8.945989444280302294e+00,2.567047453016307879e-01,8.441131517079604463e-02,8.903013934289098763e-02
2.831302312649962261e+01,2.162393828669165741e-01,2.623035863058716721e+00,1.227033043145812075e+00,5.481858177610833271e-01,5.537821872773488474e-01
6.958583608207581150e+00,2.036507499995658943e-01,4.965618094474821831e-01,4.890466893537886328e+00,1.488402442816495475e-01,1.444604423039221042e-01
2.631142609977879232e+01,7.843239997515376316e-02,1.761646155701319660e+00,2.849482490397561740e+00,4.412467407898067462e-01,4.218974858169254327e-01
1.552144930511834531e+01,1.071968567383097398e-01,3.024278086908314123e+00,8.449697297975777843e-01,3.423486237790936415e-01,3.568514282689878581e-01
1.044373189314224248e+01,2.622107400565257818e-01,2.669058040811792765e+00,2.897671612219023363e+00,2.415890049488058633e-01,2.366509444701308806e-01
6.070190905581017482e+00,7.732900253267269153e-02,5.665583539650269174e+00,2.672899614625465770e+00,1.160383136321642694e-01,1.285329774165314132e-01
1.332824683661644638e+00,6.591043936482271492e-02,2.654489251425522500e+00,4.259152558073412642e+00,2.623488329731012147e-02,6.446523971132423619e-03
