m,r,omega,theta_tilt,F,F_noisy
2.423164213736034966e+00,6.736596749737706613e-01,7.363300482210907383e+00,2.295453994884341931e-01,2.086657191845544332e+02,2.072440961442690650e+02
3.436695228788979595e+00,1.687693055417749610e+00,3.868112251829676218e+00,1.027975526708256648e+00,1.623202187946901631e+02,1.625235461167388280e+02
6.319761248369198947e-01,1.050024193497765435e+00,5.996618317127752285e+00,1.124549661060626260e+00,5.277583435521745514e+01,5.068124396724333280e+01
8.600807984551983587e-01,2.397721273919987128e-01,1.307617117186974376e+01,9.593678340913103231e-01,8.447969063224057606e+01,8.448498149461153162e+01
1.780212660328257313e+00,1.075768933646875647e+00,3.185735312565325827e+00,3.110715607417348094e-01,3.927129353008299972e+01,3.914917570615169495e+01
1.974720097747808767e+00,6.827418463720481556e-01,1.853978734717527743e+01,1.064615712152433114e+00,1.221717613007177988e+03,1.221739931716681212e+03
2.875156289896927397e+00,9.854750439393700212e-01,3.461798181970593635e+00,1.768807882017450206e-01,7.341288586254188431e+01,7.397944104699246282e+01
1.931614558117421332e+00,7.719972113954332027e-01,5.585449320463926171e+00,2.588434748721786804e-01,1.078241042118741575e+02,1.084029924447211926e+02
1.542107822963272090e+00,4.588578568321752260e-01,4.670380485016454308e+00,1.027523477323894818e+00,2.425192756924111848e+01,2.617575309273130557e+01
4.780302254346597834e+00,5.690203356358396469e-01,6.103105836260100503e+00,4.910991208564788879e-01,2.202511879385641862e+02,2.186986958628065736e+02
1.097139976852540721e+00,9.153123693521096893e-01,1.004203533511528867e+01,9.452302098238275496e-01,2.322312923568008500e+02,2.336593530120146056e+02
2.761375054813019148e+00,9.131543978543321671e-01,1.953834127789624731e+01,2.913380474979703760e-01,4.292119956911815279e+03,4.292438945491416234e+03
1.506505842092633163e+00,1.676625184000526403e+00,1.724251231542198681e+01,9.759428885918427499e-01,2.114098079728822086e+03,2.113271391927999503e+03
4.153364007951587666e+00,1.207294157961302350e+00,9.446184741344310964e+00,4.723247209217638076e-01,1.040829894684465444e+03,1.038858219904402631e+03
3.286028277899287087e+00,1.272048435609018258e+00,8.562704849918608474e+00,7.027880897660825354e-01,6.462009831707707690e+02,6.490920975528616736e+02
3.292231015605976197e+00,1.406329878017244184e+00,1.371713365700400367e+01,8.796610451946951237e-01,2.971415126682876689e+03,2.971891702814043128e+03
2.459483039024748408e+00,7.942043621431655875e-01,1.303308455932823939e+01,6.997739781386803637e-01,7.666534837260880977e+02,7.656337276446436135e+02
2.562306865067553119e+00,1.046308417234270260e+00,1.542842826957209823e+01,3.823939262545191786e-01,1.827711741591591590e+03,1.827859331383335984e+03
4.964833272708903067e+00,7.717930377853479129e-01,8.027180427434128518e+00,1.142360591361952338e+00,5.206113492931101518e+02,5.206248608593231211e+02
2.411724814635521241e+00,9.183426819812865460e-01,4.351296928527625951e+00,2.074058440016423588e-01,9.403914485104679954e+01,9.300824024197845574e+01
3.458602435795782082e+00,9.872325180791492460e-01,1.860395908012429800e+01,1.020893396246278728e+00,6.786359488963676085e+03,6.783634096886147745e+03
8.967712028809922131e-01,7.488058242576800527e-01,1.255879106316011740e+00,8.159546630839294989e-01,-4.150610353853924295e+00,-3.842756247461998065e+00
2.860625371513456194e+00,1.252412737761415595e+00,1.283973874952130778e+00,2.377209222796799193e-01,5.978303145528227169e+00,5.661000737084775913e+00
3.901197007310080789e+00,1.634744676750750747e+00,9.063393357228720859e+00,1.009909749406800117e+00,1.209910415537505514e+03,1.209357751186935502e+03
2.609821883714386281e+00,8.237246635303878683e-01,1.055554192667815805e+01,4.723484004333236008e-01,5.332199542931044789e+02,5.351742106001547654e+02
3.772925880036587465e+00,3.702251793614829145e-01,2.290764370227029723e+00,2.963971930543883859e-01,5.588448251747862194e+00,2.997642584419638823e+00
3.489173022804054280e+00,5.143615158706199564e-01,1.219325415640470922e+01,8.976256350648452731e-01,6.372377984421825659e+02,6.353562266811404697e+02
9.945043579160032232e-01,1.786025290179766412e+00,6.013838979395507600e+00,4.384057711966085069e-01,1.477105419254347396e+02,1.480348118618294393e+02
2.647092873649405931e+00,1.812804121260602086e+00,5.857415822947809048e+00,8.142453111369976071e-01,3.302316921084402566e+02,3.318870387553214982e+02
6.404063706524470989e-01,1.037706420201240709e+00,1.214951134099209717e+01,5.344069228787806658e-01,2.286849867073379983e+02,2.299012647104903522e+02
9.092431015761106572e-01,4.175411850812907888e-01,1.574154234479215830e+01,5.674595493784039268e-01,2.276371822053467042e+02,2.290829035909740128e+02
3.529521407697145285e+00,1.614863361847841183e+00,8.059480841904402837e+00,5.497255798158756646e-01,7.801763200733400936e+02,7.758337714687443167e+02
1.489407031215830957e+00,1.288628384087941336e+00,1.553400647492859221e+01,1.129728625281630761e+00,1.062201222869213780e+03,1.063190319679051754e+03
7.278795463606455574e-01,1.452267536124556280e+00,1.476425607738464763e+01,2.216025158523248217e-01,4.846079215362939294e+02,4.854404305752802316e+02
2.607798766211559371e+00,1.284249130584238507e+00,1.575796748652994905e+00,1.047627687873904367e+00,-4.191634341539593578e+00,-2.832586571229685823e+00
3.641956120361231619e+00,1.034586414075594485e+00,2.360077437683475665e+00,5.028093829119433256e-01,2.959933548180232421e+01,2.824833811663389938e+01
1.760856877241768759e+00,1.516094012225962739e+00,1.361246168129103395e+01,1.596154683374318983e-01,1.149907657481380966e+03,1.150924704535215142e+03
1.357702498605046770e+00,1.982232965835417193e+00,1.299045808363976651e+00,1.197608791856836552e+00,-2.718918151129510186e+00,-7.272354714337778692e-01
1.538589412153418046e+00,1.963205532831447941e+00,2.429921671094578350e+00,6.234838486595192242e-01,3.093950999303213223e+01,3.412384095343256263e+01
6.039002033150699944e-01,4.249752419610848264e-01,6.346963401872836918e+00,2.413809970886234280e-01,2.415596030227162672e+01,2.466823437580513456e+01
6.878276261898880195e-01,2.632798819131595969e-01,7.490296538466933995e+00,2.009887662241091055e-01,2.420776984314329638e+01,2.159156204090892928e+01
2.580943076309315742e+00,4.864515434520261250e-01,1.732988975286221134e+01,2.018824068283014417e-01,1.022536219478239332e+03,1.022657596615419493e+03
1.469290933439312496e+00,5.882301452680958054e-01,1.595207673219714906e+01,9.440608482934867984e-01,5.016629356437676961e+02,5.029505081536088937e+02
2.425909734185453637e+00,1.888830565555233987e+00,1.002319201602913346e+01,3.330954626437179766e-01,1.016238756401842011e+03,1.017267428347968007e+03
4.609658509364480850e+00,8.581537941024461880e-01,4.416293496023214971e+00,9.395497789607180072e-01,1.414136652754179408e+02,1.452120942336718485e+02
4.119072497026805557e+00,1.253691336299768366e+00,1.897515545976728557e+00,7.103117201048116947e-01,1.434136843712178511e+01,1.395993153765485140e+01
4.220273077246293525e+00,1.934943936513458196e+00,1.452178007465652421e+01,3.548442308154904357e-01,1.379637892332946103e+04,1.379438257715356667e+04
4.680606274034454728e+00,1.238123624241874943e+00,7.347839404396064644e+00,5.231574718353632081e-01,6.563228774132816170e+02,6.550816579892247091e+02
3.501396301891867235e+00,8.026291390674835657e-01,3.069206711872634052e+00,7.072601095512478508e-01,3.836766938705029872e+01,3.968219101583069630e+01
2.469670432616373645e+00,1.670159648877661107e+00,1.713420097106168427e+01,1.043445384944062138e+00,5.758399056070957158e+03,5.756832015257866260e+03
8.300112117024696090e-01,9.296554974159825235e-01,1.970709857474736282e+01,6.853166575336601118e-01,6.471457881015380735e+02,6.451037469810680705e+02
3.747678688345514875e+00,4.749435696190283940e-01,1.199358368737834368e+01,4.967409794957639013e-01,6.271377849681994121e+02,6.255025169665980229e+02
1.000305699379412161e+00,1.519910549046927128e+00,1.589736440158366015e+00,1.184162779936452914e+00,-7.909403697518757603e-01,1.615730621700631531e+00
1.865239915449683927e+00,1.525881371441898393e+00,6.696453737952135832e+00,2.643590180535742018e-01,2.803341169096751173e+02,2.808222890176855344e+02
1.762738785998540614e+00,9.569101365971599549e-01,7.189756249047301928e+00,4.951667049950985167e-01,1.992172992655134180e+02,1.985711016363849524e+02
4.720341130802708562e+00,1.144481852346885153e+00,1.401610240316664857e+01,9.629467585591735546e-01,4.913157605962005618e+03,4.914855029445654509e+03
4.399787791491787559e+00,1.485613886778520687e+00,1.623922790736415678e+01,2.127148055774050750e-01,1.564832347926810507e+04,1.564970079195370454e+04
1.645669410500595120e+00,1.653845854025195905e+00,3.189662907145461634e+00,1.039301960793048707e+00,4.929295855118065361e+01,4.738665408905659149e+01
2.186397635576841303e+00,7.944818402999243023e-01,1.725527569708312114e+01,1.143108802471065610e+00,1.387169527942668992e+03,1.388831977989259030e+03
2.648068236758139626e+00,1.892955524261686229e+00,8.559698499304424502e+00,6.388671938381055293e-01,7.635145248570473768e+02,7.640165528049629984e+02
7.147302361270847504e-01,1.826881674518911591e+00,1.416376293159952171e+00,1.023872810999295169e+00,-3.768326128886747561e-01,-4.430220504429211559e+00
5.865373120637953352e-01,1.517310244650349249e+00,7.666043772673360124e+00,3.831293094251307929e-01,1.253590100396237688e+02,1.230364576182559233e+02
3.060945024202496256e+00,6.721326543248730134e-01,3.401905347994192308e+00,2.913617081147078514e-01,4.667975349484220970e+01,4.721761312909312380e+01
2.751067157350252756e+00,3.382061927482139518e-01,9.506991556577355951e+00,9.977657087840215988e-01,1.937183947055393105e+02,1.947019258384807188e+02
3.332586464549710747e+00,8.880811771854937309e-01,6.043935366173847967e+00,1.174485509066943267e+00,2.197835150202881778e+02,2.192397076709718817e+02
4.452870480053960023e+00,1.459274830132782919e+00,1.356683204869209725e+01,7.018839778210735902e-01,5.932266760796230301e+03,5.930318286642333078e+03
1.122487449896186762e+00,3.545742780387838300e-01,1.086988196007495588e+01,2.347351554267648743e-01,1.180946349929834724e+02,1.186100185319449167e+02
4.531913424254408795e+00,1.599481158818531368e+00,1.690109033840090547e+01,1.588245048919856017e-01,2.612010826382310916e+04,2.611651788849536388e+04
1.443232548350447342e+00,1.178009623364791647e+00,6.977682793180344234e+00,4.254102886870118061e-01,1.901363278057938828e+02,1.912627211025443614e+02
4.652055428872820642e+00,1.481268935857770641e+00,9.585292347048659067e+00,9.989790429714888731e-01,1.643936605972889083e+03,1.643665746761030960e+03
1.213704541683659599e+00,1.227896791572881341e+00,3.553164960172572329e+00,4.694034326005304125e-01,3.826171648784450952e+01,3.823612690097301225e+01
2.297674141147447724e+00,7.820485751441905720e-01,1.866934706696615365e+01,3.237297699907181747e-01,1.923777961081377953e+03,1.922519756452111096e+03
3.813985600895486439e+00,1.698522638379495575e+00,1.265197541909565793e+01,9.662431542591118916e-01,4.039603133404712935e+03,4.041272483191222818e+03
1.400917816912871317e+00,5.292963957912849571e-01,3.895141594286649855e+00,5.113891074022755001e-01,1.977963796928509765e+01,1.520601165883105743e+01
1.027275193219499450e+00,4.937310952187413671e-01,1.425104834727789793e+01,1.047159563276951255e+00,2.429285819126829438e+02,2.412461510550736818e+02
1.709301090483938301e+00,1.781213581836467830e+00,2.859277685075237940e+00,1.047208500498447492e+00,4.171661013436703058e+01,4.289360238698695582e+01
2.013949514527648255e+00,1.563161629579932432e+00,2.563323697431664883e+00,4.975854742089896865e-01,3.691793611612265380e+01,3.556219032770589905e+01
4.486656109805375436e+00,1.810787899519781696e+00,3.602155631348303633e+00,8.258242053666305926e-01,1.924274529946513042e+02,1.953526214374156780e+02
1.628332963664139488e+00,1.484961213420748827e+00,1.170301905081568172e+00,7.788766235257943427e-01,-4.197949385703295455e+00,-3.320411325434096117e+00
3.568426872911776293e+00,2.718672590087882202e-01,6.996017760627318616e+00,5.779385844548087237e-01,1.033092293458290669e+02,1.018395875137491799e+02
4.256875712238713305e+00,1.306383009266912865e+00,1.968429700468352905e+01,9.728541145996890682e-01,3.315114470470092056e+04,3.315337857179888670e+04
5.600776810396466132e-01,4.019570970559321887e-01,4.195620154108860689e+00,7.320628659458486842e-01,5.708104469325709474e+00,5.573972227051507744e+00
1.731932753996187735e+00,7.871931106696747893e-01,1.813583830963825250e+01,1.186682259030787723e+00,1.119249001821160164e+03,1.120450775833247690e+03
4.562269954067758704e+00,4.646834332151683622e-01,9.495395700243243198e+00,1.151100766695306143e+00,4.299647334090087725e+02,4.288018381456013230e+02
3.117689498901103473e+00,1.395783392977206328e+00,1.818809599099326846e+01,2.208180425309995698e-01,9.685134445795769352e+03,9.684006061427246095e+03
1.261907117544309731e+00,1.608089438883665734e+00,6.472301901633724874e+00,7.929287074270511271e-01,1.892236990556725686e+02,1.906881126872097241e+02
2.719267407541866799e+00,6.621688438362036688e-01,1.768864621390975955e+01,8.366666611476661908e-01,1.695290760079658867e+03,1.695554031053676908e+03
2.300943981171472252e+00,6.232633513104774980e-01,1.137038334020258112e+00,8.878447146970904758e-01,-1.357016663584402316e+01,-1.499745135062860690e+01
4.259398969633089393e+00,8.656252055068922591e-01,5.743222104053758770e+00,1.726865527399611688e-01,2.699548731865512536e+02,2.682871559419850769e+02
4.066744245718429518e+00,1.387060006380977928e+00,1.574820433619883886e+01,2.636707930744398576e-01,9.031808612350308977e+03,9.033164318653103692e+03
1.958800732416414059e+00,1.526291761995576035e+00,2.534174839539780955e+00,1.612958381751401216e-01,3.990529924098352410e+01,4.345842457071919540e+01
4.923791134172216033e+00,6.119930993681569342e-01,7.250255825994260661e+00,5.854626144641056351e-01,3.449325301495784970e+02,3.433538465022905939e+02
7.150481905184773446e-01,4.172241709121518594e-01,7.013808370408708193e+00,1.022913128208918776e+00,3.068507670705850643e+01,3.210826585879829054e+01
4.593432891515619509e+00,7.332742506214406930e-01,6.935458248473084453e+00,8.553892089806957033e-01,3.373594669523719176e+02,3.316979319788433713e+02
9.377016477096514757e-01,7.660135756656629713e-01,1.811973016630629374e+01,1.109261218626704792e+00,5.153586133059955046e+02,5.127035572275273125e+02
2.994237133720199395e+00,1.949423293702539306e+00,1.177253456343069615e+01,7.646371618566137895e-01,2.372632115532439457e+03,2.374054228366511779e+03
2.385059591360479736e+00,1.351864798488200181e+00,1.843333072630372715e+00,3.754158878578869318e-01,1.534087742706826774e+01,1.856763343054808857e+01
4.205394181933112208e+00,7.384451152035558241e-01,1.420420594105361367e+00,2.134366231708202388e-01,4.718983958460011507e+00,4.932488023022711054e+00
2.662277725364507575e+00,1.735923552133010528e+00,6.852522484425240812e+00,5.862251809746839015e-01,4.398245267121459392e+02,4.409935451101786157e+02
1.766353662110700551e+00,1.512892597371033876e+00,6.299762370842405979e+00,1.708142712924145545e-01,2.382423078198474400e+02,2.388473399062666829e+02
3.707667286412674734e+00,1.427999948703932320e+00,1.589310870145561871e+01,1.071404847886282097e+00,7.892673119368998414e+03,7.894759337318573671e+03
2.219076047387344097e+00,1.396019051730234217e+00,1.366243461411735538e+01,1.369813240988936309e-01,1.463854708910741238e+03,1.461808807575943092e+03
2.413297073148632066e+00,1.344708059436952485e+00,6.606597930965516952e+00,1.105876747271126836e+00,2.925928992368704371e+02,2.939450553393580208e+02
4.173124361363484525e+00,3.564790636682502178e-01,2.372014249389794660e+00,7.778503039584185874e-01,-9.901734447065091871e+00,-1.066258464112305404e+01
2.102923208312200476e+00,1.039981852732323020e+00,1.232628634674038537e+01,7.120505382172880315e-01,7.357192324768481058e+02,7.351468321444331195e+02
2.885219702331025982e+00,8.426337648350010756e-01,1.734967384612887287e+01,8.203838877749384251e-01,2.495620465092478753e+03,2.495708845543051211e+03
4.139343784657611991e+00,3.480835477809549050e-01,4.002119614280759130e+00,8.358682148641090048e-01,2.516386760378428988e+01,2.485629517281401490e+01
