N,D,U,Q,L,L_noisy
3.182149237076443704e+00,2.537053775598803611e+02,1.664523943192822841e+01,1.035757781074548856e+00,6.432369497767568944e+00,6.417293936255285658e+00
7.673292699254093741e+00,7.156677647468333703e+01,1.353229085736784576e+01,1.096962382437566053e+00,5.435979286988916748e+00,5.427297869038090639e+00
6.971693303342096470e+00,1.317144270771325978e+02,4.629631136752684029e+01,1.741729313599065243e+00,4.876027806001603793e+00,4.872235032756173645e+00
1.276661923425727929e+00,2.686199965934824974e+01,2.138037091207090956e+00,1.154336841818134118e+00,1.211290029671217994e+01,1.212054432031868600e+01
2.417973566141627284e+00,1.749087908550843338e+02,4.049477278099829824e+00,1.741852085410351858e+00,9.045860988806925462e+00,9.029012328100836982e+00
5.074081665059894108e-01,6.000425027545994539e+01,1.088419760333578701e+01,1.073981390176413253e+00,9.861791866356297120e+00,9.848144737167547902e+00
1.193032710062304380e+00,1.273190843137140291e+02,1.087427159761998219e+00,1.722679131011745080e+00,1.726131577095133451e+01,1.726352641858980164e+01
6.939208549112985125e+00,2.375215226293163795e+01,6.425209512868615747e+00,1.482619681030901582e+00,6.392248556925792968e+00,6.381774713618916905e+00
1.035713742821960937e+00,3.845744620591879084e+02,6.067369743500023560e+01,1.231784463282044939e+00,7.518086342484170181e+00,7.521455864630830490e+00
6.958791548189859899e-01,4.922455570258433255e+01,3.039847872441070820e+01,1.153041976644943567e+00,8.295802021766460754e+00,8.291700275591004754e+00
2.071498501570713024e+00,3.913932471238145467e+02,1.547970552103213038e+01,1.129018543615111447e+00,7.162174098810353051e+00,7.154671244909568628e+00
8.514085780549554006e-01,3.381337179869629495e+01,4.687591488744924106e+01,1.787286465680396397e+00,7.806834280090067857e+00,7.793518583423100665e+00
1.549352732022927781e-01,1.215779111026800052e+02,2.553946171135272536e+01,1.105420054646813810e+00,1.260926326179955304e+01,1.260833848367558296e+01
5.726384609481934840e-01,2.586231456312405612e+02,1.889749734349662091e+01,1.362970251741526972e+00,9.332295561728225053e+00,9.325023150959486529e+00
1.869415943849457584e-01,5.206143278869384261e+01,1.255128986055203910e+01,1.921611806453870974e+00,1.252998825440275255e+01,1.252387290672725939e+01
6.749123302117775225e+00,1.765842791424344114e+02,1.596150695024734167e+00,1.140247225646424223e+00,1.161970398464605658e+01,1.161334495001516487e+01
3.032247094361775197e+00,1.863981957040568460e+01,9.603807085951476807e+00,1.639332971971016795e+00,6.798311890852748007e+00,6.800188677836487727e+00
7.561726949982260360e-01,1.741677414466063567e+02,5.664585654734015918e+01,1.316908736696824622e+00,8.000085261318384156e+00,8.001577557782333372e+00
1.385331773810911937e-01,1.843393329873437096e+02,2.467937457525837885e+01,1.197609410168235744e+00,1.311908010942237546e+01,1.310195089742599173e+01
1.682890941845654187e-01,2.560143684216728133e+01,5.921850284652076191e+00,1.989628921494539515e+00,1.397989009541390182e+01,1.397828519714643924e+01
3.348352745632254823e-01,3.026683100992417863e+01,5.022523857998572083e+01,1.897732670182821435e+00,9.982117424059012478e+00,9.986104752504772364e+00
1.118333630370007770e+00,1.384275031044511195e+02,1.249938679200472258e+01,1.191897397179409790e+00,8.222371778768994943e+00,8.232766396550706745e+00
1.630618969381202599e-01,6.191684283618783269e+01,1.046915294847558853e+00,1.912720283998869064e+00,2.300346394779934300e+01,2.301129671736497073e+01
5.318228958938964190e-01,7.125698905168130182e+01,8.309864970006520934e+01,1.313675716129235393e+00,8.559963692562417847e+00,8.562059130612988511e+00
2.302363475593924846e-01,1.998582612451330363e+02,8.166021808089533707e+00,1.861709526810744197e+00,1.274635369768207838e+01,1.273492920229359271e+01
1.614875242349676776e-01,1.788471351096772466e+01,4.617942354577755282e+01,1.355751556879176922e+00,1.222512826031330668e+01,1.221742886249703552e+01
1.743537152422615921e-01,5.511864755111420067e+01,6.624289390058001459e+01,1.131193076133369280e+00,1.168437356276733929e+01,1.169351905131449954e+01
1.742427096103346118e-01,3.967074393852875147e+01,1.876064227586849542e+00,1.929763648381586982e+00,1.814753038497512350e+01,1.814050872307268136e+01
4.601167317783569466e+00,2.079500488926635455e+02,3.636028434080689919e+01,1.301673692880866096e+00,5.478970533863725123e+00,5.489233180006006130e+00
2.291963584591787118e-01,1.383939853908826194e+02,1.755030659631090018e+01,1.880626126368337481e+00,1.172090211796293602e+01,1.173364179299004384e+01
1.670676453999715705e-01,1.056135136961006182e+01,5.793810868420177229e+01,1.989766457011238554e+00,1.246148552717177793e+01,1.245086376729197752e+01
4.588341264527500130e+00,8.957646075217222403e+01,4.375165084686073236e+00,1.775707028454852843e+00,7.910022662241156688e+00,7.914428808849841346e+00
8.356454507170649748e+00,2.862162528515541737e+01,1.862019765773317070e+00,1.398635619139653619e+00,1.035546352277718007e+01,1.035434279129171564e+01
2.940733155120004216e+00,3.246570310014435989e+01,2.850436927971610146e+01,1.101584108269882734e+00,5.914710395482457805e+00,5.934987431947870817e+00
1.399344919344331639e-01,1.193972385879018283e+01,1.163651260978738833e+00,1.445772056481251511e+00,2.221026624207211952e+01,2.221864670166053557e+01
1.864039757229232763e-01,5.273390148510747366e+01,2.537944219484868213e+01,1.812209544104520287e+00,1.193951445858179738e+01,1.193440986461480691e+01
1.954553620149025450e-01,5.620603895967438746e+01,4.817411935434206072e+01,1.429830459022331191e+00,1.144356766675191395e+01,1.144764075140207993e+01
1.569049545088830599e-01,1.419705208881425840e+01,2.954467718004280208e+00,1.590740349075530968e+00,1.610756835798008169e+01,1.609839152060368761e+01
9.143040277613346811e-01,2.474460935126843424e+02,2.735136695624643899e+00,1.409523864413080751e+00,1.197815542800533528e+01,1.197664060277079479e+01
1.293705908457065401e-01,7.754101815081844506e+01,1.702649623319455907e+00,1.011354684365020740e+00,1.980078215557081478e+01,1.980283204974701050e+01
3.888979365236020058e+00,1.452172487984690576e+02,4.252030563913358208e+01,1.344389336790041689e+00,5.532776378891146152e+00,5.534270092096038596e+00
6.629522025986632761e-01,2.753381382556444379e+01,4.557223422924662870e+00,1.686463468229388862e+00,1.071966168855035129e+01,1.072273937384339781e+01
2.457814331787453455e-01,2.050926389212574747e+02,1.984559922333092752e+00,1.071938344470735327e+00,1.672975564821030403e+01,1.672068624491965494e+01
1.534802321528774549e-01,1.245680430008252593e+01,1.602503322432231414e+01,1.229271394768695735e+00,1.298724606630986145e+01,1.296871326867694130e+01
1.374968841321032587e+00,3.114965608006312792e+01,1.045233241634206722e+00,1.770275839163064191e+00,1.723287110645499709e+01,1.722924195859197738e+01
3.598856228510873834e+00,2.532672154340717441e+01,4.756903217826667252e+00,1.567677316480338590e+00,7.745424220105308066e+00,7.736500648320236984e+00
1.463912219295262496e+00,1.059564205238489052e+02,1.885043015144890255e+00,1.914752730133565173e+00,1.285423118416361099e+01,1.284722934281619189e+01
2.987037613425133631e-01,7.929016013096904203e+01,2.177438505219409848e+01,1.193950306254282445e+00,1.060965343682278039e+01,1.063102679702326725e+01
4.034647905351465447e+00,5.347219222552534035e+01,3.960108117657733118e+01,1.331965167063290156e+00,5.417255490381008620e+00,5.428884370240314006e+00
1.068851932847242781e+00,1.598822399673917403e+02,2.273038443099623329e+00,1.822625579875421842e+00,1.250544290188360819e+01,1.250369839029989727e+01
1.480968106763238312e+00,1.598421025141340976e+02,1.905807618235801026e+00,1.625855669194264053e+00,1.275854219092989084e+01,1.274420783623617481e+01
6.538276370312793517e+00,2.102994438613919499e+02,3.183219381315171859e+01,1.697430784345696608e+00,5.203569390450542897e+00,5.190587432592324468e+00
2.241843646031447701e+00,3.166791449826790199e+02,5.739704815918677383e+01,1.112054220660300574e+00,6.252538549639231391e+00,6.256150510392299857e+00
1.711268932467767956e-01,3.913887703660860780e+02,4.189498048356404070e+01,1.928784807510668831e+00,1.225248582366515038e+01,1.226317931182717658e+01
2.448790502114522649e+00,1.100270398190108523e+01,5.148756390346000522e+00,1.483147869624851900e+00,8.100512550434450176e+00,8.097627401121490820e+00
3.808797915057993699e-01,2.488023007318685700e+02,1.799848685090665645e+00,1.768362683817711778e+00,1.616162107029407125e+01,1.616297206697838007e+01
3.802054054126346561e+00,3.362809777071661301e+02,1.117133947863621968e+00,1.604200028453873994e+00,1.519572044914086462e+01,1.519826850646258443e+01
1.332896486396470515e+00,3.876592758593341870e+01,1.190450545757027800e+00,1.979906847580926499e+00,1.614103173317459650e+01,1.615169366508776605e+01
1.206059635716258516e+00,1.480330858995520487e+02,2.289311541316938481e+00,1.339948049573438826e+00,1.213564601420295830e+01,1.211684130070472243e+01
1.917377961164480338e-01,3.005241381248976040e+01,2.017775255378115418e+00,1.068296693545409237e+00,1.723833320466352603e+01,1.723989272750530688e+01
1.133037252565001901e-01,1.349004289878920204e+01,1.710611263383666980e+01,1.492401108827511980e+00,1.413726981014567841e+01,1.414132511954237081e+01
8.904988884667599081e+00,5.479986157666836988e+01,1.261428316784622305e+00,1.563418851386795705e+00,1.305016822592099146e+01,1.305966914689522973e+01
1.150047899992006767e-01,1.064124830346851880e+01,4.150271651712395737e+01,1.572920085087256448e+00,1.374612992147890367e+01,1.375009130140928626e+01
1.269445010467868951e-01,1.691747416712737007e+01,1.788608389275757204e+01,1.033495379973490724e+00,1.348346640328222357e+01,1.347245943435467375e+01
8.261087029592012465e-01,3.640663403442936215e+02,6.906548187432724717e+01,1.082446474395063696e+00,7.873775803893379610e+00,7.867970268146025958e+00
7.495042436576595080e+00,3.449714121604067145e+02,5.764720418862142282e+01,1.034886130972547225e+00,4.858941378170903214e+00,4.843699552236908623e+00
1.210262816369845229e+00,1.857799897138108065e+02,9.838708642541435623e+00,1.479418812504972980e+00,8.450111160244784259e+00,8.452043185008164983e+00
9.648725394389883192e+00,1.267274458667031567e+01,1.189504780245976612e+01,1.513932858669378101e+00,5.384026046528172849e+00,5.385949646871879715e+00
2.703222987405012212e+00,2.923217961057670422e+01,7.152704078472459059e+01,1.678897744365429823e+00,5.819717264561683479e+00,5.824835580757308229e+00
4.378632651363519201e+00,2.953226386588400487e+02,2.078652785466229780e+00,1.269395756888240134e+00,1.067575804830954667e+01,1.066605932844055360e+01
4.351301537553651677e+00,1.208228452444141823e+02,4.477013373746225433e+00,1.877260043837629011e+00,7.979628201154965517e+00,7.968225894330592141e+00
7.691526583294507446e+00,3.388868960732687583e+02,1.076040460503039586e+00,1.606755723499591948e+00,1.471798382484323753e+01,1.473323981041169084e+01
8.666684214994043955e+00,1.429304165262315678e+02,7.377817005417054474e+01,1.073590716445673277e+00,4.504672944359492170e+00,4.506494765366197974e+00
4.521670465687066542e-01,1.016354228484863675e+01,4.739078249302474788e+00,1.994081087099986327e+00,1.171859905842853067e+01,1.173605909264323977e+01
2.610307917912945364e+00,9.161504336945120031e+01,4.339545218553043426e+00,1.856621088490972848e+00,8.668828244222295254e+00,8.673222685707626667e+00
1.039463686639331419e+00,1.015671897774754768e+02,7.945920130065495357e+01,1.636402910274972644e+00,7.234949025875834216e+00,7.220331954326947965e+00
9.068276001162683286e+00,1.820751604047425474e+02,1.131365406171332744e+00,1.148381160107720955e+00,1.395144731829563867e+01,1.395950148612178410e+01
1.522644649520177529e+00,5.669416462683713576e+01,3.678214219206159097e+00,1.759838907789534668e+00,9.863096849853816295e+00,9.875448153155096165e+00
6.310449869417688040e-01,1.226692207379355324e+02,5.488475876983840607e+01,1.058378746171533713e+00,8.327730769712896830e+00,8.323223535353646341e+00
1.168183615898400335e-01,1.164085041723064791e+02,7.938105309407931465e+00,1.599761548388027865e+00,1.501765190320068122e+01,1.499840531670524157e+01
2.870087413408875854e+00,2.894114388181097297e+01,6.081850365798816682e+01,1.044937697079531214e+00,5.690039757301459389e+00,5.696692171053099329e+00
1.060069518579297154e-01,1.902294115361126501e+02,1.701320449764769371e+00,1.312811041874043960e+00,2.076160662568253912e+01,2.076020309996362201e+01
1.981869385789401639e+00,2.496827775799961202e+01,1.460310005399248379e+00,1.628294127505849564e+00,1.371419379067452482e+01,1.371696972072469300e+01
3.388248704145395696e-01,3.608698545835302696e+01,1.275300420713193272e+00,1.076793080623164478e+00,1.857324488408621832e+01,1.854637976479083505e+01
2.244794680596819081e+00,1.279392225411240780e+01,2.084696591136530053e+00,1.721528979678342175e+00,1.124396340862837462e+01,1.124853465925535367e+01
9.630298874519160890e+00,4.580821761596945407e+02,2.190308909472781007e+00,1.723339820464624639e+00,9.704527580494186623e+00,9.677022422426203363e+00
4.977285073620284495e-01,3.429902595728849519e+02,5.325048773728842377e+01,1.048270509637187153e+00,9.051162782285718578e+00,9.042488718935665304e+00
1.301244040215945974e+00,2.641731945104052315e+01,7.015401275451404572e+00,1.236535838841437585e+00,8.455796403201418343e+00,8.464655417340718913e+00
1.296171057197801790e+00,3.254427762904720680e+02,9.319061737283739433e+01,1.377222349850350192e+00,6.938653483949305034e+00,6.920408712420041297e+00
2.117134145988580074e-01,1.107689941421050008e+02,1.181203526298634365e+01,1.337927444927139220e+00,1.230804719139299586e+01,1.228940916432163277e+01
2.990996625177592794e+00,1.124459394044361744e+02,3.819026084671387267e+00,1.775931207774104514e+00,8.853579689916744044e+00,8.849081899983220367e+00
2.547609068237940644e+00,4.268091812011633692e+02,1.779826172564216336e+01,1.764852054197285636e+00,6.863459968456118609e+00,6.879926569242803325e+00
3.489702444141904003e+00,3.768076455488839827e+01,2.246369573911181305e+01,1.077432333450293100e+00,5.823806544705544042e+00,5.839963067436407584e+00
2.764574420495139462e-01,8.703469679533075976e+01,3.687622518649338588e+01,1.828606434456459429e+00,1.055382887319087537e+01,1.054774604794354609e+01
1.366057591404813976e-01,4.656807895892886791e+02,5.994934031366948801e+00,1.093011908398501042e+00,1.504776643112442613e+01,1.505776165840167380e+01
6.129889500735516972e-01,9.725744725167231763e+01,5.053160671978363183e+01,1.186655443803129373e+00,8.400912822527036639e+00,8.406701983844483195e+00
1.715822721319366639e-01,2.682279152012693402e+01,1.034676460886215388e+01,1.604905686839795731e+00,1.297867475497973899e+01,1.298128457150557757e+01
3.577061373800467514e-01,1.449458482508958639e+02,1.602743286244075138e+00,1.914624479457265771e+00,1.704388538335392766e+01,1.704742926578817475e+01
1.081282776020345004e-01,3.960387938581425260e+02,5.709373195877948604e+01,1.861946185113508623e+00,1.371947799317118921e+01,1.371221690488790657e+01
6.375259159422290711e-01,7.715678635612140113e+01,6.392617470466062102e+00,1.122585005950313075e+00,1.020783405786153608e+01,1.021583449845286395e+01
5.264473668055336120e-01,1.155514545634823378e+02,2.016020250220224597e+01,1.917858979870663116e+00,9.335010591258338764e+00,9.345610272681879493e+00
4.492221030674572457e-01,3.255829650087144955e+01,4.426405789638736366e+01,1.840855136502332456e+00,9.243339642989383265e+00,9.270338753310761959e+00
5.903636873730876422e-01,5.111607034890838719e+01,1.195599462510685029e+01,1.089650098099376851e+00,9.373183269437822318e+00,9.382335230558728867e+00
1.203630962451981562e-01,1.742923396327469163e+02,1.315918906049424919e+01,1.675568673720885471e+00,1.427360026094353351e+01,1.424905306360230384e+01
7.412274550255509853e-01,1.831098173229217423e+02,5.916525499937873889e+01,1.296439013025784792e+00,8.030842456728500167e+00,8.018771438755422309e+00
2.029687752648092314e+00,8.987156369900040431e+01,1.540574738810679456e+01,1.799860962701529621e+00,6.984395388886741607e+00,6.987696435589776378e+00
