A,B,P,Q,J_net
4.242866742143943881e+00,8.673393483802694703e+00,9.800229315990770518e-01,7.588245236336645050e+00,3.129325682363166550e-01
7.499634269035754919e+00,3.765567129532927826e+00,2.783490785672413814e+00,7.078549553215187640e-01,4.011243193985103983e-01
5.021884850626666008e+00,3.235493458867287342e-01,2.961428876789082842e-01,3.966735153451470541e+00,3.642688504929940396e-02
3.670922049945102739e+00,9.396096749977944640e+00,5.437912093586725781e+00,3.095323354580109765e+00,2.077691599621937779e-01
8.902419201300412865e+00,7.762182802615394728e+00,8.649372591863141224e+00,6.309793093449441947e+00,1.700752254144362319e-01
8.734082935448022056e+00,9.844193626876815983e+00,9.327430967224640268e-01,2.998796833814629803e+00,5.138221138870420202e-01
3.887037591598632602e+00,7.364834274854366925e+00,8.041999406751759949e+00,7.998689454283381295e+00,-1.961082107914341108e-02
1.037163661367714873e+00,5.769839105067870122e+00,5.149813060358629180e+00,4.754207855187865484e+00,-8.645866058011547617e-02
3.494377096977463903e+00,6.040980957398005557e+00,9.964005668647045511e+00,8.010067927153748935e-01,1.868307049631596772e-01
1.947515443604662000e+00,4.432233828231088246e+00,8.793741411904687055e+00,4.782334642954926274e+00,-1.233691469550407677e-01
7.474235271267590797e+00,6.872661501370495252e+00,8.455866949173762137e+00,6.246210015274834326e+00,1.204289878806640568e-01
6.421743103191849045e+00,7.652949140813309015e+00,8.655406161513170105e+00,7.532344815367051361e+00,7.424755326897973517e-02
5.100919724184876713e+00,7.888797581787538427e+00,7.153542418839559325e+00,2.275808360385655149e+00,2.439019765893467862e-01
2.621075817513230932e-01,9.988767583831036134e+00,9.847809743718991982e+00,3.790586801802009909e+00,-1.193164303846196983e-01
9.664313298336448810e+00,8.321551669018518282e+00,3.567089983684804677e-01,1.240010305160189757e-01,5.975662134527223168e-01
2.333286452711636760e-01,6.163439811611679531e+00,4.460758287316852311e+00,6.398476363134883549e+00,-1.824466588497865860e-01
5.321750239043678832e+00,4.458799621541698066e+00,9.376549511991226993e+00,3.184425159585058118e-01,2.829619326878887731e-01
4.373279307775544744e+00,2.264892757030286141e+00,2.622966430719431585e+00,1.702357530003517638e+00,2.025575622561339717e-01
2.692753195557606283e+00,4.252484190562408894e-01,1.807280967714075093e+00,1.210532301090017304e+00,3.665442357193403854e-03
8.910971206012964885e+00,6.797942403611892281e+00,8.793883492612762254e+00,7.808277773332812366e+00,1.039949653891228259e-01
3.496298954473881171e+00,7.738003342788636552e+00,2.883577334066380171e+00,6.678112665502514034e+00,1.653970153804542320e-01
5.694564582207715553e+00,1.246579155271526629e+00,2.637734613176269338e+00,1.850710073726565597e+00,1.221901485551202121e-01
1.392569750708817278e+00,7.140793990041615302e+00,7.375317227236413586e+00,2.089942625596343806e+00,2.704024607595528762e-02
6.191457527345558542e-01,8.831636816359646147e+00,2.530853036489590480e+00,9.983548679016170269e+00,-8.566638849851972159e-02
8.418231571612464492e+00,3.501193590242295262e+00,9.929606183792445862e+00,6.241470046181898823e+00,-8.371993716943162273e-03
1.375805144854912010e+00,6.008519707030822055e+00,1.565262445632560617e-01,3.777512740507252165e+00,2.503110274639001598e-01
1.439010026345504567e+00,7.576444301259662062e+00,4.845058121553298847e+00,9.785946341804131476e-01,1.366505338822727733e-01
6.602710119780453191e+00,9.186239462753132301e+00,6.345265067440448714e-01,3.948946528848322313e+00,4.711387635085480530e-01
2.227526730927949838e+00,6.848347477746327350e+00,8.218333642173728748e+00,9.757569727377971347e+00,-1.436881481071700384e-01
7.830645686795259408e+00,2.719169527422557575e+00,2.774612779099297377e+00,7.445678288262041811e+00,9.931622934675277126e-02
8.391128534999500177e-01,8.935589105834919721e+00,9.807048443032469365e+00,3.983544257425003288e+00,-9.067811327984280634e-02
4.087017368760687552e-01,9.871220043033686053e+00,4.816769802435987735e+00,9.554289100273161139e-01,2.505588309096627025e-02
3.854865574796524363e+00,1.280403409521677860e+00,6.590552416045443174e+00,8.280726438144264678e-01,6.675431794734855429e-02
8.682907562524363243e+00,3.443824292435588852e+00,9.827986517725268101e+00,9.391533449306825432e+00,-7.073523355674100899e-02
1.431192775403266504e+00,6.018362801849002963e+00,7.232909951207135535e+00,3.224760722875630314e+00,-3.692266304181242992e-02
1.523605364550986441e-01,9.137711111776833928e-01,9.026664463451190556e+00,1.561370612293723870e+00,-2.206804931170786577e-01
4.872647677983615644e+00,5.937099042062174092e+00,6.476250711113380909e+00,7.835539872724242905e+00,2.281412188478515457e-02
4.543979273409571640e+00,8.139836893702803167e+00,6.208047807492951264e+00,4.332501995542108908e+00,1.674203255925290068e-01
4.435871418589745652e+00,7.188336152654290601e+00,5.859513136172964209e+00,4.520361416470209726e+00,1.471037679329300629e-01
2.375523789465155300e+00,2.122114335908551475e+00,2.974038880543194097e+00,5.145526552350372818e+00,-5.767753409012505578e-02
7.131789094371715265e+00,2.230232406467997919e+00,2.838115098746521348e+00,5.289944687646096710e+00,1.016748807342124361e-01
8.531425103773919716e+00,7.277557679662305823e+00,9.353698107668151351e+00,8.790130427932110635e+00,7.602236905618996177e-02
4.593696708045110100e+00,1.268286769920875967e+00,1.518049165548789103e+00,9.336259493536726239e+00,-1.949035509223683363e-02
9.266494333692067542e+00,4.248841124606300035e+00,5.782170386495029568e+00,7.301161499517883069e-01,3.686589666638181439e-01
7.195228157776830891e+00,8.301104592226259626e+00,6.204241550290261031e+00,6.456387399081233269e+00,1.964786161627330718e-01
8.601523650095992402e-01,6.620253114122578442e-01,5.505469825777407067e+00,8.936166123360607116e+00,-3.308370697365748403e-01
9.410332719858905293e+00,8.476276675175441255e+00,1.739538949860148564e+00,9.576477539398130290e+00,3.383352078006785502e-01
3.989609557093178438e+00,6.358507971830080763e+00,1.687743908448016139e+00,4.719818560652721651e+00,2.772241516000981676e-01
6.319829180943643543e+00,9.557294609223307980e-01,3.828706176052704357e+00,7.629748743550548440e-01,1.337463539350451924e-01
1.837199600310267966e+00,1.574045368731312289e+00,2.057032267224051747e+00,8.549481709737953850e+00,-1.279051560231357632e-01
5.260255825142786890e+00,3.345738224799242655e+00,6.489590669449514237e+00,9.175966463617719171e+00,-8.385797329635875930e-02
2.282713550041306938e+00,3.952157981169505785e+00,3.883865778703710081e+00,4.171326695800048334e-01,2.380547382501050357e-01
6.582546162936453449e+00,1.741151099055490370e+00,1.188413040397506171e+00,7.881226083711970531e+00,8.981598827472803137e-02
3.128022575273385009e+00,9.556808407954948237e+00,8.771047966508170646e+00,1.599528433540395200e+00,1.725222847184284536e-01
9.968546869233000152e+00,2.059185236921640350e+00,2.805594508704421841e+00,5.360375815791282861e+00,1.214655999764610861e-01
1.178036962094950235e+00,9.082750679655532622e+00,9.959017169716902762e-01,4.355209341682005686e+00,1.536754939463582936e-01
5.683670434772898794e+00,1.739191873990509007e+00,2.420840951509960259e+00,5.647316378997994768e+00,4.672144726081635391e-02
1.917327678619181519e+00,8.602187483869091267e+00,1.594318980824078746e+00,7.886461107442250373e+00,1.275493467958832561e-01
3.024873754862165587e+00,2.696010517570944565e+00,3.574501561664752192e+00,5.562360801430914492e+00,-2.956848554306033480e-02
8.617576267609392104e+00,1.728485112464400508e+00,3.710125439737695707e+00,8.368030291028867751e+00,-5.060250679933786001e-03
5.062631559482625221e+00,2.156480534210980959e+00,2.632104150006128407e+00,3.349905586324471329e+00,1.268534550450478582e-01
9.812155319993537406e-01,6.302372542689520074e+00,9.616598022628028986e+00,3.265367790029106709e-01,6.974766259927533962e-02
7.313260202261621323e+00,3.554952204662543469e+00,5.854705443210838078e-01,5.476824224977001165e+00,2.995939197817050204e-01
4.496579085096022332e+00,6.397037677476800965e+00,3.815300739244775308e+00,9.803895714016364948e+00,7.283347810000181943e-02
9.185879371979223107e-01,3.141655530942522034e+00,8.983543874589846823e+00,3.169853891034926097e+00,-1.712627343854127016e-01
4.897114453356205210e+00,9.227865895390083395e+00,1.710950553245970118e+00,7.922415140742952389e+00,2.896369668025726707e-01
4.510726007699812357e+00,8.176833209460641072e+00,2.419099421905662073e+00,7.420366553152163425e-01,4.257051484112746031e-01
5.879497843758572095e+00,6.911869051315883361e+00,6.529914904866942926e+00,1.006878840580575529e+00,3.379049051268016024e-01
4.400341123764479612e+00,6.283753706340391432e+00,7.648210633315922102e+00,4.033504763695871631e+00,9.661901169757254604e-02
6.048926657679920993e+00,7.013728053968462994e+00,6.655768890596124976e+00,5.835525249173456608e-01,3.684552153940837127e-01
7.068013867832871888e+00,3.293937327616946575e+00,8.441546237469779612e+00,7.038832292425105663e+00,-4.005254660332872169e-02
9.895676225988587760e+00,2.563061536763775905e+00,8.325111064044669718e+00,1.977446938974071644e+00,1.602038776409563103e-01
5.620487607309501144e+00,5.438405703736004071e+00,4.909284803451813062e+00,2.082907676393724206e+00,2.788553698052764207e-01
4.462112317726931288e+00,5.984102848343924030e+00,6.932242294573209840e+00,8.855225861878540883e+00,-2.390661411540884532e-02
7.149259809439583613e+00,1.746543891258759196e+00,5.293215442742646992e+00,1.087653145223990370e+00,1.783760792566047026e-01
9.147204265577073556e+00,9.074598216585973987e+00,5.350617465150344643e-01,8.157947676693309447e+00,4.293935293688124766e-01
3.277810445520606963e-01,5.315924504299529119e+00,6.346346820144381340e+00,3.126575959422680739e+00,-1.346167836400126161e-01
4.569983661133992792e-01,8.563915280212560432e+00,9.057870015379906548e+00,9.734960281053018250e+00,-2.274608022328372947e-01
9.775500894525832152e+00,6.236695772496502421e+00,3.666424766711961603e+00,1.647869460981022272e+00,4.269708293170627611e-01
5.505484700897092409e+00,5.551762564468596395e-01,7.077787735356275256e+00,2.206474633763272575e+00,-9.662260118269919151e-02
6.125889280733717301e-01,5.191426501466227528e+00,8.919325550109515888e+00,2.813251169775464966e+00,-1.227707738921859637e-01
6.637692398540772309e+00,2.259020631466242879e+00,2.389583108881314644e+00,7.364548610406567164e+00,6.944396502504683599e-02
1.055623964211350296e+00,2.747026960899165093e+00,9.800450458823897204e-01,1.775784089777225683e+00,1.251779723841807135e-01
1.150823644921625588e+00,8.857387915109921295e+00,5.749449518841560636e-01,2.634745594078741870e+00,2.053782283925056906e-01
4.087058220017623533e+00,8.896709834759965574e+00,3.821030731648983991e+00,1.231798688398003799e-01,3.962050538021558710e-01
6.670655298351775286e+00,6.569867271753707882e+00,8.196581711377090684e+00,4.520783264905962717e+00,1.511456787767698484e-01
8.219193252882629253e+00,7.367543140210289998e+00,2.237852108113920657e+00,6.909222286894606269e-01,5.106651206079250160e-01
8.553307757043453918e+00,1.517354130129268786e+00,7.265809686362431741e+00,7.802886925923044892e+00,-1.026040343631435259e-01
3.929113709531113496e+00,7.070748361911304514e+00,9.058747553865348578e+00,1.977223449662305343e+00,1.599154650336234718e-01
9.803800756320764975e+00,6.221656323718825377e+00,5.268810308943985277e+00,5.700401162975405001e+00,2.415828579737610560e-01
1.480707863637362287e+00,7.087771272783062848e+00,8.642269480511982849e+00,4.871818238786897126e+00,-8.768091654174860194e-02
6.740065187522466417e+00,2.429790950311811581e+00,9.968579212474782736e+00,3.559078984320124484e+00,-1.239510887310508146e-02
2.393126634942093212e+00,1.187435884369627770e+00,5.739958112528896095e+00,4.474608475696772558e+00,-1.868862093766633647e-01
7.111500909969490358e+00,7.217662025757864086e+00,6.345950700499737529e+00,3.210756629724427658e+00,2.716613923961394561e-01
4.746465759574577170e+00,2.738637338794059684e+00,1.001250183416061645e+00,2.574061530632453909e+00,2.847658580468608314e-01
3.999022591174575814e-01,9.613988132309842172e+00,8.159156668998363671e+00,9.860508445556261492e+00,-2.102498636034161872e-01
5.421134600126867875e-01,4.875171111098327792e+00,8.403631451131005292e+00,8.484491304981506943e+00,-2.643859216188915728e-01
3.029437145510740059e+00,9.938457687233981375e+00,5.670045494861007285e+00,7.735905658626055725e+00,5.021526108668324800e-02
1.064420890353198423e+00,7.305780396746819783e+00,2.218143500623912523e+00,6.392910524955101259e+00,1.100703487222408176e-02
6.911948787947283179e+00,6.172174900780588169e-01,2.949313777915773649e+00,6.419720199647334091e+00,-7.044557223774984556e-02
4.661457312427197408e+00,9.382142821436639579e+00,4.518734495746435265e+00,8.861774514388228496e+00,1.347257028759990538e-01
6.475757948397351527e+00,9.109565212860909256e+00,6.673602803859273180e+00,7.560744220445737795e+00,1.533759568993453282e-01
6.699351629881610037e+00,4.264537322175801393e+00,4.818509901108913418e+00,8.590267826642826066e+00,5.356221867952549315e-02
5.702188763543014627e-01,3.263098250269105827e-01,8.991974351029996981e+00,4.924957010689341885e+00,-3.471808924319755851e-01
4.204390470080601183e+00,8.321780477576115942e+00,6.875799508266884352e+00,7.543845275712200760e+00,5.124618080135496384e-02
6.860543445358787906e+00,6.814170677469261861e+00,4.954913085213592083e+00,8.129827703221933488e-01,4.082000623601787503e-01
9.040844279868800015e+00,6.402365991231424580e+00,4.191220630392995972e+00,5.012785985195653105e+00,2.868575981313440937e-01
9.465387004284860240e+00,6.349120526884189708e+00,8.413512314608885490e+00,4.031920155673605066e+00,2.211497387218648580e-01
3.888798541340841908e+00,7.439781477308092583e+00,8.431459793132711766e+00,9.642156112705865922e+00,-5.720077394506579982e-02
5.805834636144974858e+00,5.593381440350267297e+00,4.175879133827132605e+00,4.496135452166673652e+00,2.097825796855079805e-01
9.346786643195068578e+00,1.701086434674611847e-01,9.843960498962632144e+00,3.463626606112275130e+00,-1.644238982535924654e-01
5.472629344251105366e-01,6.713433974188290243e+00,4.704200555259021144e+00,3.917351231427328440e+00,-8.533459915560245856e-02
9.764262426813852258e+00,5.326204008191792738e+00,5.398962474974976500e-01,4.537545581698244623e-01,5.308881773501921142e-01
4.602413876985273156e+00,6.933748596928086094e+00,4.325572445521404852e+00,9.492954735177474568e-01,3.518526849186037198e-01
8.508548128083265993e+00,9.580912034599155191e+00,3.774742548397356234e+00,1.782554952659776593e+00,4.559841861950756359e-01
1.761527746457137056e+00,4.961380080762529232e+00,6.960048959431153648e+00,8.347450488299235971e+00,-1.692051235091776851e-01
9.364849722355248929e+00,3.575407020210524256e-01,7.910345744876394747e+00,5.984548871807311876e+00,-1.661518804608089206e-01
7.767116336324440873e+00,5.376822664025743492e+00,8.329289481064183320e+00,8.277245120607865658e+00,3.409352440372917514e-02
6.563998932435236355e+00,2.701922182758562663e+00,2.704680855884899149e+00,4.949496228859706082e-01,3.563205591045821574e-01
1.813318363308027870e+00,5.063166072067058820e+00,9.565293386571946499e+00,1.663768686686119880e+00,1.616588915042195193e-02
4.438896364134053307e+00,9.285193717693108084e+00,4.875086489102200549e-01,1.305975847309476467e+00,4.827630372884539889e-01
5.898325655749509622e+00,7.380842719439204558e+00,8.587834928735777140e+00,4.926700979042569095e+00,1.259315047194958237e-01
4.079299610477090887e+00,1.387649212633221385e+00,2.211693819138326411e+00,7.296995772000173019e+00,-4.159706364155561081e-02
8.939415336436701054e+00,6.997769126743068391e+00,1.168798202635311867e+00,7.396068359694876193e-01,5.381581244848664403e-01
5.552791931550831173e+00,8.565781248702002415e+00,6.496275693930164685e+00,2.454071109415478791e+00,2.767708590192323737e-01
9.816275457565032392e-01,2.987264769971232359e-01,1.186796167238231225e+00,8.927246380797868142e+00,-1.783897863736606804e-01
