t,Pr,J,K,N,dPr_dt,dPr_dt_noisy
1.613122624524904936e+01,4.503202304203224871e-01,6.722888727794355812e-03,4.210809226031311109e-02,6.326974626453908401e-01,3.160966008790587478e-02,3.932421245706041457e-02
1.613922784556911338e+01,4.505748890564889586e-01,6.780883447108251166e-03,4.283381910006514581e-02,6.326581130514618012e-01,3.204167426098598198e-02,6.282350673337096236e-02
1.614722944588917741e+01,4.508329901194066403e-01,6.839928525894818472e-03,4.355448461778693020e-02,6.326188121355200700e-01,3.247008731013848598e-02,3.243580513472921895e-02
1.615523104620924144e+01,4.510945046819606064e-01,6.900017809016529592e-03,4.427003889979470169e-02,6.325795598464691860e-01,3.289487125342214352e-02,3.736293737082619498e-02
1.616323264652930547e+01,4.513594036012883448e-01,6.961145079919965790e-03,4.498043254616265058e-02,6.325403561328197810e-01,3.331599846162916490e-02,3.050003819722035478e-02
1.617123424684936950e+01,4.516276575237253565e-01,7.023304056692704529e-03,4.568561666568027313e-02,6.325012009426976833e-01,3.373344165447796084e-02,3.394136518400728969e-02
1.617923584716943353e+01,4.518992368329207143e-01,7.086488392659144077e-03,4.638554283280568735e-02,6.324620942238166066e-01,3.414717387845275787e-02,3.822742850529154551e-02
1.618723744748949755e+01,4.521741117095361973e-01,7.150691679542195769e-03,4.708016315249889672e-02,6.324230359235020194e-01,3.455716854172352637e-02,4.877092497624858219e-02
1.619523904780956158e+01,4.524522521345545334e-01,7.215907447539646538e-03,4.776943026349844690e-02,6.323840259886921444e-01,3.496339941576176447e-02,2.630865203451076759e-02
1.620324064812962561e+01,4.527336278892795107e-01,7.282129165324159777e-03,4.845329733832146740e-02,6.323450643659382919e-01,3.536584063521488325e-02,2.143195820226175691e-02
1.621124224844968964e+01,4.530182085553360327e-01,7.349350240043277943e-03,4.913171808326362994e-02,6.323061510014045261e-01,3.576446669778092502e-02,3.637543159460059766e-02
1.621924384876975367e+01,4.533059635146702293e-01,7.417564017319419958e-03,4.980464673839916229e-02,6.322672858408678875e-01,3.615925246408385058e-02,3.856955005174094592e-02
1.622724544908981770e+01,4.535968619495490683e-01,7.486763781249882073e-03,5.047203807758086219e-02,6.322284688297185040e-01,3.655017315754929136e-02,5.102241153398050233e-02
1.623524704940988173e+01,4.538908728425608552e-01,7.556942754406838735e-03,5.113384740844006959e-02,6.321896999129591466e-01,3.693720436428069021e-02,4.447487493755333116e-02
1.624324864972994575e+01,4.541879649766148441e-01,7.628094097837340853e-03,5.179003057238668745e-02,6.321509790352056735e-01,3.732032203293599720e-02,3.143925158692975619e-02
1.625125025005000978e+01,4.544881069427440523e-01,7.700210911180695866e-03,5.244054395040383815e-02,6.321123061406946908e-01,3.769950247748782290e-02,4.373108096390831978e-02
1.625925185037007381e+01,4.547912671709038457e-01,7.773286229986580038e-03,5.308534447934093459e-02,6.320736811733238536e-01,3.807472238432062228e-02,4.960114578272520336e-02
1.626725345069013784e+01,4.550974138486686971e-01,7.847313022287411358e-03,5.372438958965781997e-02,6.320351040765782580e-01,3.844595878088314517e-02,4.167357785457596192e-02
1.627525505101020187e+01,4.554065149849578775e-01,7.922284194355262710e-03,5.435763726535134538e-02,6.319965747935761824e-01,3.881318906707791755e-02,3.578061345971518536e-02
1.628325665133026590e+01,4.557185384229534564e-01,7.998192591325834974e-03,5.498504605458028743e-02,6.319580932670805229e-01,3.917639102055982259e-02,4.630838662827962970e-02
1.629125825165032992e+01,4.560334518401001347e-01,8.075030997198461361e-03,5.560657506966535518e-02,6.319196594394993483e-01,3.953554279660986825e-02,3.635066595953576757e-02
1.629925985197039395e+01,4.563512227481054118e-01,8.152792134836099602e-03,5.622218398708920400e-02,6.318812732528849008e-01,3.989062292800934356e-02,2.158032908646208628e-02
1.630726145229045798e+01,4.566718184929395297e-01,8.231468665965338896e-03,5.683183304749642173e-02,6.318429346489344844e-01,4.024161032491448131e-02,5.390940464992787645e-02
1.631526305261052201e+01,4.569952062548353622e-01,8.311053191176398167e-03,5.743548305569352863e-02,6.318046435689899099e-01,4.058848427473166903e-02,2.804493906218865143e-02
1.632326465293058604e+01,4.573213530482886924e-01,8.391538249923126067e-03,5.803309538064899131e-02,6.317663999540377162e-01,4.093122444199304155e-02,3.793207835389736382e-02
1.633126625325065007e+01,4.576502257220578795e-01,8.472916320522997508e-03,5.862463195549319495e-02,6.317282037447092824e-01,4.126981086823260786e-02,3.845149004144755162e-02
1.633926785357071410e+01,4.579817909591641367e-01,8.555179820157120599e-03,5.921005527751847797e-02,6.316900548812806049e-01,4.160422397186289145e-02,3.858741445653386670e-02
1.634726945389077812e+01,4.583160153055376718e-01,8.638321105625535248e-03,5.978932842354738736e-02,6.316519533037152634e-01,4.193444455489728218e-02,3.941640950342251148e-02
1.635527105421084215e+01,4.586528651487725705e-01,8.722332467161095573e-03,6.036241502883252924e-02,6.316138989516608682e-01,4.226045379162199356e-02,2.818074602905563941e-02
1.636327265453090618e+01,4.589923066785221439e-01,8.807206129258369348e-03,6.092927927281466260e-02,6.315758917643792270e-01,4.258223322343661355e-02,4.815600707868465669e-02
1.637127425485097021e+01,4.593343059539041762e-01,8.892934256714984248e-03,6.148988592440186862e-02,6.315379316808241716e-01,4.289976478059615711e-02,4.348301197849606392e-02
1.637927585517103424e+01,4.596788289044259068e-01,8.979508954690009967e-03,6.204420034253362026e-02,6.315000186396431126e-01,4.321303078234913636e-02,4.390846017746667662e-02
1.638727745549109827e+01,4.600258413299838089e-01,9.066922268703961688e-03,6.259218847618076842e-02,6.314621525791772605e-01,4.352201393681229963e-02,5.453709721590277448e-02
1.639527905581116229e+01,4.603753089008638111e-01,9.155166184638796611e-03,6.313381686434556272e-02,6.314243334374607386e-01,4.382669734084573138e-02,5.511359279785026100e-02
1.640328065613122632e+01,4.607271971577408531e-01,9.244232628737915694e-03,6.366905263606159604e-02,6.313865611522219146e-01,4.412706447992865294e-02,5.780230939826390413e-02
1.641128225645129035e+01,4.610814715116794971e-01,9.334113467606163644e-03,6.419786351039391548e-02,6.313488356608821794e-01,4.442309922803548000e-02,6.321144486150995223e-02
1.641928385677135438e+01,4.614380972441333717e-01,9.424800508209827191e-03,6.472021779643888362e-02,6.313111569005565027e-01,4.471478584751247681e-02,4.952752507398137938e-02
1.642728545709141841e+01,4.617970395069455614e-01,9.516285497876638549e-03,6.523608439332428954e-02,6.312735248080535433e-01,4.500210898895491696e-02,2.989994627225478485e-02
1.643528705741148244e+01,4.621582633223483283e-01,9.608560124295775426e-03,6.574543279020930719e-02,6.312359393198754276e-01,4.528505369108467432e-02,4.769234926977828498e-02
1.644328865773154646e+01,4.625217336209567764e-01,9.701616017778224785e-03,6.624823307959902541e-02,6.311984003722893588e-01,4.556360538523781395e-02,4.597173693830048508e-02
1.645129025805161049e+01,4.628874151969613604e-01,9.795444742346257755e-03,6.674445593169214819e-02,6.311609079012872048e-01,4.583774988352812968e-02,4.680640612371914783e-02
1.645929185837167452e+01,4.632552726889860306e-01,9.890037797806871742e-03,6.723407259687522175e-02,6.311234618425248799e-01,4.610747338221292402e-02,4.038261275826718344e-02
1.646729345869173855e+01,4.636252706438214743e-01,9.985386627307553734e-03,6.771705493558717592e-02,6.310860621314150487e-01,4.637276247405426599e-02,3.776302046619627734e-02
1.647529505901180258e+01,4.639973735165293101e-01,1.008148261734608669e-02,6.819337541836235916e-02,6.310487087031270148e-01,4.663360414821220157e-02,5.487686738950944831e-02
1.648329665933186661e+01,4.643715456704416433e-01,1.017831709777054436e-02,6.866300712583062182e-02,6.310114014925870540e-01,4.688998579012170626e-02,5.686852072158098126e-02
1.649129825965193064e+01,4.647477513771614555e-01,1.027588134177929644e-02,6.912592374871727452e-02,6.309741404344785254e-01,4.714189518137004709e-02,3.624301967673253938e-02
1.649929985997199466e+01,4.651259548165624924e-01,1.037416656592099820e-02,6.958209958784311588e-02,6.309369254632412050e-01,4.738932049957454706e-02,5.306435088637927178e-02
1.650730146029205869e+01,4.655061200767890983e-01,1.047316393009459917e-02,7.003150955412439094e-02,6.308997565130722851e-01,4.763225031826106431e-02,4.622134473580839092e-02
1.651530306061212272e+01,4.658882111542563820e-01,1.057286453754934311e-02,7.047412916857284659e-02,6.308626335179251532e-01,4.787067360674265165e-02,4.427160410042691591e-02
1.652330466093218675e+01,4.662721919536503279e-01,1.067325943488476279e-02,7.090993456229566227e-02,6.308255564115108349e-01,4.810457972999895165e-02,5.522553769227606796e-02
1.653130626125225078e+01,4.666580262879273522e-01,1.077433961205068354e-02,7.133890247649551930e-02,6.307885251272964400e-01,4.833395844855591095e-02,4.809785670263221069e-02
1.653930786157231481e+01,4.670456779068045683e-01,1.087609600549001819e-02,7.176101026722049581e-02,6.307515395985665574e-01,4.855879991851741462e-02,4.328984471724420940e-02
1.654730946189237883e+01,4.674351104850794081e-01,1.097851949200941667e-02,7.217623589512481286e-02,6.307145997584435726e-01,4.877909468615671679e-02,4.960570441927958374e-02
1.655531106221244286e+01,4.678262875602582360e-01,1.108160088292308582e-02,7.258455792048962296e-02,6.306777055397455589e-01,4.899483369088533657e-02,2.929132633794716625e-02
1.656331266253250689e+01,4.682191726149712574e-01,1.118533093737841128e-02,7.298595552616955751e-02,6.306408568751172838e-01,4.920600827137564665e-02,4.353820923404671389e-02
1.657131426285257092e+01,4.686137290792577459e-01,1.128970036267439893e-02,7.338040851810764820e-02,6.306040536970350940e-01,4.941261016553735730e-02,4.526234185835878443e-02
1.657931586317263495e+01,4.690099203305659326e-01,1.139469981426168184e-02,7.376789732533527155e-02,6.305672959378063602e-01,4.961463151039780667e-02,3.587089157297278230e-02
1.658731746349269898e+01,4.694077096937528948e-01,1.150031989574251332e-02,7.414840299997217665e-02,6.305305835295699213e-01,4.981206484198287543e-02,5.180860313432505970e-02
1.659531906381276301e+01,4.698070604410847229e-01,1.160655115887077038e-02,7.452190721722649902e-02,6.304939164042955291e-01,5.000490309519819987e-02,5.290770901293549017e-02
1.660332066413282703e+01,4.702079357922365199e-01,1.171338410355195377e-02,7.488839227539469123e-02,6.304572944937846257e-01,5.019313960371092620e-02,4.436946654443268967e-02
1.661132226445289106e+01,4.706102989142921800e-01,1.182080917784318792e-02,7.524784109586163394e-02,6.304207177296693443e-01,5.037676809983198528e-02,4.885934819978816901e-02
1.661932386477295509e+01,4.710141129217447209e-01,1.192881677795321581e-02,7.560023722310052485e-02,6.303841860434137301e-01,5.055578271439874205e-02,5.746070086018063156e-02
1.662732546509301912e+01,4.714193408764960069e-01,1.203739724824241276e-02,7.594556482467294811e-02,6.303476993663125194e-01,5.073017797665813761e-02,6.149194627705405203e-02
1.663532706541308315e+01,4.718259457961654357e-01,1.214654088264941964e-02,7.628380869102845130e-02,6.303112576295097913e-01,5.089994881319453296e-02,4.345390819730782922e-02
1.664332866573314718e+01,4.722338906992059604e-01,1.225623792999035871e-02,7.661495422900119201e-02,6.302748607641271983e-01,5.106509053921310520e-02,5.460085394617825161e-02
1.665133026605321120e+01,4.726431384912023748e-01,1.236647857235411568e-02,7.693898746271136957e-02,6.302385087010456965e-01,5.122559887034742326e-02,6.173325974662109694e-02
1.665933186637327523e+01,4.730536520440856707e-01,1.247725294280224370e-02,7.725589504351057513e-02,6.302022013710200099e-01,5.138146992090027176e-02,5.120543369091386243e-02
1.666733346669333926e+01,4.734653942170247709e-01,1.258855112938967076e-02,7.756566425060386349e-02,6.301659387047171546e-01,5.153270020203423035e-02,4.393172435378078777e-02
1.667533506701340329e+01,4.738783278564266954e-01,1.270036317516470316e-02,7.786828299104978091e-02,6.301297206327166611e-01,5.167928662165684889e-02,4.411622092135092377e-02
1.668333666733346732e+01,4.742924157959362841e-01,1.281267907816902030e-02,7.816373979976037889e-02,6.300935470855105747e-01,5.182122648430628059e-02,4.869246583219644098e-02
1.669133826765353135e+01,4.747076208564365296e-01,1.292548879143768509e-02,7.845202383950120040e-02,6.300574179935032326e-01,5.195851749103723438e-02,4.171180151243152057e-02
1.669933986797359537e+01,4.751239058460483555e-01,1.303878222299912834e-02,7.873312490089129367e-02,6.300213332870118199e-01,5.209115773930753091e-02,7.229182843736804698e-02
1.670734146829365940e+01,4.755412335601306717e-01,1.315254923587516611e-02,7.900703340240317063e-02,6.299852928962657028e-01,5.221914572286494305e-02,4.658320315482702284e-02
1.671534306861372343e+01,4.759595667812804853e-01,1.326677964808098582e-02,7.927374039036286235e-02,6.299492967514069841e-01,5.234248033163464708e-02,5.617967340951907085e-02
1.672334466893378746e+01,4.763788682793326790e-01,1.338146323262515321e-02,7.953323753894986359e-02,6.299133447824900589e-01,5.246116085160694442e-02,5.434084617877329298e-02
1.673134626925385149e+01,4.767991008113601215e-01,1.349658971750960883e-02,7.978551715019718826e-02,6.298774369194817258e-01,5.257518696472554542e-02,5.898516180265317432e-02
1.673934786957391552e+01,4.772202271541814422e-01,1.361214879282570019e-02,8.003057214461094249e-02,6.298415730923386802e-01,5.268455873962351460e-02,4.886338216878594737e-02
1.674734946989397955e+01,4.776422100839955442e-01,1.372813010309311028e-02,8.026839605727975613e-02,6.298057532310195050e-01,5.278927663110132007e-02,3.982447241195321425e-02
1.675535107021404357e+01,4.780650123170088195e-01,1.384452323515131256e-02,8.049898306174277374e-02,6.297699772653241324e-01,5.288934150097458070e-02,6.928651790589533677e-02
1.676335267053410760e+01,4.784885965948085795e-01,1.396131773941140450e-02,8.072232795537542804e-02,6.297342451250451667e-01,5.298475460023381600e-02,5.220956157742916159e-02
1.677135427085417163e+01,4.789129256860999995e-01,1.407850313026575394e-02,8.093842615899705939e-02,6.296985567399709938e-01,5.307551756851516117e-02,5.424549900720693901e-02
1.677935587117423566e+01,4.793379623867058403e-01,1.419606888608799383e-02,8.114727371687095736e-02,6.296629120398860024e-01,5.316163243399209259e-02,5.516523473954238616e-02
1.678735747149429969e+01,4.797636695195667822e-01,1.431400444923303615e-02,8.134886729670433303e-02,6.296273109545708069e-01,5.324310161326750029e-02,6.585989619508694770e-02
1.679535907181436372e+01,4.801900099347410911e-01,1.443229922603705626e-02,8.154320418964831896e-02,6.295917534138018024e-01,5.331992791126623915e-02,6.101060664816065210e-02
1.680336067213442774e+01,4.806169465094048965e-01,1.455094258681750331e-02,8.173028231029799695e-02,6.295562393473512763e-01,5.339211452112806872e-02,6.513275765691078911e-02
1.681136227245449177e+01,4.810444421478520249e-01,1.466992386587309335e-02,8.191010019669234254e-02,6.295207686849876305e-01,5.345966502410091914e-02,6.168799350829605455e-02
1.681936387277455580e+01,4.814724597814939999e-01,1.478923236148381795e-02,8.208265701031430828e-02,6.294853413564751587e-01,5.352258338943477467e-02,5.506105039438871640e-02
1.682736547309461983e+01,4.819009623688602084e-01,1.490885733591093554e-02,8.224795253609074042e-02,6.294499572915743801e-01,5.358087397427573062e-02,5.613356191367236542e-02
1.683536707341468386e+01,4.823299128958486448e-01,1.502878801546960255e-02,8.240598718226642416e-02,6.294146164200418170e-01,5.363454152345623754e-02,4.621689008390862663e-02
1.684336867373474789e+01,4.827592744268614511e-01,1.514901360475758886e-02,8.255676195077797652e-02,6.293793186717581145e-01,5.368359114564102280e-02,3.431202465414316671e-02
1.685137027405481192e+01,4.831890100225886830e-01,1.526952326135710448e-02,8.270027847060112958e-02,6.293440639766046951e-01,5.372802834242615400e-02,5.135034701625684761e-02
1.685937187437487594e+01,4.836190827539493253e-01,1.539030610127682143e-02,8.283653900470992759e-02,6.293088522644378902e-01,5.376785901121741013e-02,4.305454073585872343e-02
1.686737347469493997e+01,4.840494557581933588e-01,1.551135121559877629e-02,8.296554642532034951e-02,6.292736834651911915e-01,5.380308942394432248e-02,7.968948474935839965e-02
1.687537507501500400e+01,4.844800922389014275e-01,1.563264767047838760e-02,8.308730421389032283e-02,6.292385575088751404e-01,5.383372622695929005e-02,6.943794308038787888e-02
