t,S,E,I,R,dI_dt,dI_dt_noisy
6.022804560912182126e+01,3.449643885227802116e+02,1.525897744012302404e+01,1.869921626005202953e+01,6.210774177770447295e+02,-1.128208041360249103e+00,-4.554090709442780716e-01
6.025205041008201334e+01,3.448884497971420728e+02,1.523059520125627664e+01,1.867215095056555185e+01,6.212088040510360543e+02,-1.126783125175410571e+00,-1.116302410025744152e+00
6.027605521104220543e+01,3.448126356646299655e+02,1.520226420449776583e+01,1.864511983738814038e+01,6.213399802934840181e+02,-1.125359166090331042e+00,-1.381948181731748715e+00
6.030006001200239751e+01,3.447369459198043842e+02,1.517398437897405294e+01,1.861812289771556550e+01,6.214709468035059672e+02,-1.123936166817117055e+00,-3.167855486896286044e-01
6.032406481296258960e+01,3.446613803572651591e+02,1.514575565415768210e+01,1.859116010790917883e+01,6.216017038806678556e+02,-1.122514129784565551e+00,-6.178381939147792323e-01
6.034806961392278168e+01,3.445859387720407199e+02,1.511757795930523862e+01,1.856423144427296279e+01,6.217322518243810237e+02,-1.121093057442922536e+00,-1.071566962112457722e+00
6.037207441488297377e+01,3.445106209594891311e+02,1.508945122363332736e+01,1.853733688309282002e+01,6.218625909337846451e+02,-1.119672952242674935e+00,-5.964410281428619287e-01
6.039607921584316585e+01,3.444354267152982061e+02,1.506137537631856382e+01,1.851047640063658406e+01,6.219927215077465235e+02,-1.118253816634615427e+00,-1.192174725902752419e+00
6.042008401680335794e+01,3.443603558354855636e+02,1.503335034649757596e+01,1.848364997315400515e+01,6.221226438448627505e+02,-1.116835653069898182e+00,-9.150246947447144841e-01
6.044408881776355003e+01,3.442854081163985143e+02,1.500537606326700590e+01,1.845685757687676443e+01,6.222523582434575928e+02,-1.115418464000106580e+00,-1.818503125868827786e-01
6.046809361872374211e+01,3.442105833547142311e+02,1.497745245568351535e+01,1.843009918801845970e+01,6.223818650015837193e+02,-1.114002251877303173e+00,-5.607287623780535801e-01
6.049209841968393420e+01,3.441358813474394083e+02,1.494957945276377487e+01,1.840337478277462324e+01,6.225111644170220870e+02,-1.112587019154107848e+00,-1.224755687787576264e+00
6.051610322064412628e+01,3.440613018919107162e+02,1.492175698348446744e+01,1.837668433732270756e+01,6.226402567872820555e+02,-1.111172768283741563e+00,-7.389049996768117801e-01
6.054010802160431837e+01,3.439868447857944034e+02,1.489398497678229560e+01,1.835002782782208897e+01,6.227691424096011588e+02,-1.109759501720099850e+00,-4.926378177726450369e-01
6.056411282256451045e+01,3.439125098270865806e+02,1.486626336155397254e+01,1.832340523041406755e+01,6.228978215809453332e+02,-1.108347221917801662e+00,-1.139965841256457724e+00
6.058811762352470254e+01,3.438382968141129936e+02,1.483859206665622565e+01,1.829681652122186719e+01,6.230262945980088034e+02,-1.106935931332259981e+00,-1.287585469292135354e+00
6.061212242448489462e+01,3.437642055455291938e+02,1.481097102090579831e+01,1.827026167635064269e+01,6.231545617572141964e+02,-1.105525632419736670e+00,-1.383098373446017826e-01
6.063612722544508671e+01,3.436902358203205381e+02,1.478340015307944277e+01,1.824374067188747262e+01,6.232826233547124275e+02,-1.104116327637405526e+00,-1.221264523912784394e+00
6.066013202640527879e+01,3.436163874378019614e+02,1.475587939191393261e+01,1.821725348390134869e+01,6.234104796863827005e+02,-1.102708019443406684e+00,-1.730074392307049402e+00
6.068413682736547088e+01,3.435426601976183179e+02,1.472840866610604849e+01,1.819080008844320062e+01,6.235381310478323940e+02,-1.101300710296910568e+00,-9.952375425137675036e-01
6.070814162832566296e+01,3.434690538997440399e+02,1.470098790431259062e+01,1.816438046154587482e+01,6.236655777343974023e+02,-1.099894402658178061e+00,8.144299250641995336e-02
6.073214642928585505e+01,3.433955683444834790e+02,1.467361703515036986e+01,1.813799457922414859e+01,6.237928200411419084e+02,-1.098489098988618684e+00,-7.434688689609110224e-01
6.075615123024604713e+01,3.433222033324706217e+02,1.464629598719621306e+01,1.811164241747471948e+01,6.239198582628583836e+02,-1.097084801750847216e+00,-5.750761333115825824e-01
6.078015603120623922e+01,3.432489586646692032e+02,1.461902468898695950e+01,1.808532395227620881e+01,6.240466926940675876e+02,-1.095681513408745422e+00,-2.133440411743903642e+00
6.080416083216643131e+01,3.431758341423727074e+02,1.459180306901946089e+01,1.805903915958916883e+01,6.241733236290185687e+02,-1.094279236427524671e+00,-1.321117480624877549e+00
6.082816563312662339e+01,3.431028295672043669e+02,1.456463105575058847e+01,1.803278801535606490e+01,6.242997513616888909e+02,-1.092877973273774783e+00,-4.369571673375083343e-01
6.085217043408681548e+01,3.430299447411172196e+02,1.453750857759722415e+01,1.800657049550130040e+01,6.244259761857841795e+02,-1.091477726415531313e+00,-1.237834016469445464e+00
6.087617523504700756e+01,3.429571794663939386e+02,1.451043556293626047e+01,1.798038657593119183e+01,6.245519983947384617e+02,-1.090078498322332168e+00,-3.741711476827928040e-01
6.090018003600719965e+01,3.428845335456470593e+02,1.448341194010461130e+01,1.795423623253399015e+01,6.246778182817142806e+02,-1.088680291465272898e+00,-7.908671400532663043e-01
6.092418483696739173e+01,3.428120067818186953e+02,1.445643763739919940e+01,1.792811944117986300e+01,6.248034361396021268e+02,-1.087283108317067315e+00,-8.278249223418135960e-01
6.094818963792758382e+01,3.427395989781809362e+02,1.442951258307695994e+01,1.790203617772090894e+01,6.249288522610211203e+02,-1.085886951352106111e+00,-1.830866542705378297e-01
6.097219443888777590e+01,3.426673099383353929e+02,1.440263670535484941e+01,1.787598641799114674e+01,6.250540669383185559e+02,-1.084491823046510817e+00,-1.272712556637755954e+00
6.099619923984796799e+01,3.425951394662134817e+02,1.437580993240983140e+01,1.784997013780651898e+01,6.251790804635700169e+02,-1.083097725878196416e+00,-1.252714156748379049e+00
6.102020404080816007e+01,3.425230873660764814e+02,1.434903219237888550e+01,1.782398731296489558e+01,6.253038931285796025e+02,-1.081704662326926414e+00,-9.630118377541639907e-01
6.104420884176835216e+01,3.424511534422550199e+02,1.432230341374049942e+01,1.779803791892847897e+01,6.254285052250759236e+02,-1.080312634723188170e+00,-9.046979092310726278e-01
6.106821364272854424e+01,3.423793374990296456e+02,1.429562352547159776e+01,1.777212193030215559e+01,6.255529170451965228e+02,-1.078921645084557790e+00,-1.861118821824541580e+00
6.109221844368873633e+01,3.423076393411131448e+02,1.426899245635129887e+01,1.774623932160529804e+01,6.256771288809302405e+02,-1.077531695441785287e+00,-3.959038015297879909e-01
6.111622324464892841e+01,3.422360587735356035e+02,1.424241013514047083e+01,1.772039006734700806e+01,6.258011410239769248e+02,-1.076142787826115166e+00,-8.947274901789877832e-01
6.114022804560912050e+01,3.421645956016442369e+02,1.421587649058212577e+01,1.769457414202594947e+01,6.259249537657476594e+02,-1.074754924269214262e+00,-1.090392297012537259e+00
6.116423284656931258e+01,3.420932496311032764e+02,1.418939145140142166e+01,1.766879152013032694e+01,6.260485673973649909e+02,-1.073368106803224808e+00,-6.951941472648337506e-01
6.118823764752950467e+01,3.420220206678939689e+02,1.416295494630566232e+01,1.764304217613791081e+01,6.261719822096624739e+02,-1.071982337460816170e+00,-1.202269537623749551e+00
6.121224244848969676e+01,3.419509085183146340e+02,1.413656690398430626e+01,1.761732608451600512e+01,6.262951984931850120e+02,-1.070597618275225260e+00,-3.988042885485293398e-01
6.123624724944988884e+01,3.418799129889807773e+02,1.411022725310894721e+01,1.759164321972148315e+01,6.264182165381887444e+02,-1.069213951280322483e+00,-9.685047949975373882e-01
6.126025205041008093e+01,3.418090338868246931e+02,1.408393592233333536e+01,1.756599355620075542e+01,6.265410366346411593e+02,-1.067831338510645933e+00,-6.388551130675392820e-01
6.128425685137027301e+01,3.417382710190959756e+02,1.405769284029336497e+01,1.754037706838979105e+01,6.266636590722208666e+02,-1.066449782001463342e+00,-1.441225276307855241e+00
6.130826165233046510e+01,3.416676241933611777e+02,1.403149793560707437e+01,1.751479373071411061e+01,6.267860841403175982e+02,-1.065069283788813603e+00,-1.135847492282920035e+00
6.133226645329065718e+01,3.415970932175038683e+02,1.400535113687465305e+01,1.748924351758878259e+01,6.269083121280326623e+02,-1.063689845909560505e+00,-8.099162617637647443e-01
6.135627125425084927e+01,3.415266778997246888e+02,1.397925237267843634e+01,1.746372640341843407e+01,6.270303433241783750e+02,-1.062311470401443581e+00,-1.467670971610649300e+00
6.138027605521104135e+01,3.414563780485414100e+02,1.395320157158290364e+01,1.743824236259722937e+01,6.271521780172784020e+02,-1.060934159303117630e+00,-1.324005991698919971e+00
6.140428085617123344e+01,3.413861934727888183e+02,1.392719866213468372e+01,1.741279136950889850e+01,6.272738164955675302e+02,-1.059557914654218003e+00,-1.019453824706135547e+00
6.142828565713142552e+01,3.413161239816187162e+02,1.390124357286255297e+01,1.738737339852671937e+01,6.273952590469920096e+02,-1.058182738495393238e+00,-4.361412008827088016e-01
6.145229045809161050e+01,3.412461693844999786e+02,1.387533623227744073e+01,1.736198842401352493e+01,6.275165059592089847e+02,-1.056808632868365905e+00,-6.108820656533799909e-01
6.147629525905180259e+01,3.411763294912184961e+02,1.384947656887240264e+01,1.733663642032168184e+01,6.276375575195874035e+02,-1.055435599815974790e+00,-5.383480949118669701e-01
6.150030006001199467e+01,3.411066041118772887e+02,1.382366451112266148e+01,1.731131736179312597e+01,6.277584140152068812e+02,-1.054063641382222860e+00,-8.376378184501208635e-01
6.152430486097218676e+01,3.410369930568964492e+02,1.379789998748557878e+01,1.728603122275933757e+01,6.278790757328586096e+02,-1.052692759612331219e+00,-5.373992064253423351e-01
6.154830966193237884e+01,3.409674961370130291e+02,1.377218292640066899e+01,1.726077797754135190e+01,6.279995429590449021e+02,-1.051322956552781074e+00,-2.169721120897597499e-01
6.157231446289257093e+01,3.408981131632811525e+02,1.374651325628958531e+01,1.723555760044975571e+01,6.281198159799794212e+02,-1.049954234251369689e+00,-9.021337873004937613e-01
6.159631926385276302e+01,3.408288439470720732e+02,1.372089090555613389e+01,1.721037006578468365e+01,6.282398950815870649e+02,-1.048586594757247026e+00,-7.674780056801291384e-01
6.162032406481295510e+01,3.407596883000740604e+02,1.369531580258626491e+01,1.718521534783582538e+01,6.283597805495037392e+02,-1.047220040120976581e+00,-6.921820207129161240e-01
6.164432886577314719e+01,3.406906460342924561e+02,1.366978787574807797e+01,1.716009342088241496e+01,6.284794726690770403e+02,-1.045854572394569137e+00,-1.983866553851695969e+00
6.166833366673333927e+01,3.406217169620495042e+02,1.364430705339181493e+01,1.713500425919324854e+01,6.285989717253653453e+02,-1.044490193631545383e+00,-1.031906621105823874e+00
6.169233846769353136e+01,3.405529008959847488e+02,1.361887326384987063e+01,1.710994783702666666e+01,6.287182780031386073e+02,-1.043126905886970102e+00,-7.722943873160297290e-01
6.171634326865372344e+01,3.404841976490546358e+02,1.359348643543678214e+01,1.708492412863056487e+01,6.288373917868780154e+02,-1.041764711217507466e+00,-6.033717462124981168e-01
6.174034806961391553e+01,3.404156070345326839e+02,1.356814649644923776e+01,1.705993310824238307e+01,6.289563133607756527e+02,-1.040403611681463891e+00,-1.139920213149640205e+00
6.176435287057410761e+01,3.403471288660095411e+02,1.354285337516606624e+01,1.703497475008911977e+01,6.290750430087352925e+02,-1.039043609338837548e+00,-4.909134947095539214e-01
6.178835767153429970e+01,3.402787629572249557e+02,1.351760700008002303e+01,1.701004902819498099e+01,6.291935810145000687e+02,-1.037684706160009629e+00,-1.297634261888171547e+00
6.181236247249449178e+01,3.402105091217970312e+02,1.349240730028222401e+01,1.698515591574909323e+01,6.293119276621715699e+02,-1.036326903793621801e+00,-1.064949365059273401e+00
6.183636727345468387e+01,3.401423671737583732e+02,1.346725420472107970e+01,1.696029538579024631e+01,6.294300832357303079e+02,-1.034970203876864669e+00,-1.346199995002800298e-01
6.186037207441487595e+01,3.400743369274524639e+02,1.344214764233716508e+01,1.693546741135751432e+01,6.295480480188529100e+02,-1.033614608050049899e+00,-1.650513817541175321e+00
6.188437687537506804e+01,3.400064181975270117e+02,1.341708754207208898e+01,1.691067196548653229e+01,6.296658222949142782e+02,-1.032260117954088674e+00,-1.014480339574607148e+00
6.190838167633526012e+01,3.399386107989344623e+02,1.339207383286850295e+01,1.688590902120947135e+01,6.297834063469875900e+02,-1.030906735230525451e+00,-1.048568078805126369e+00
6.193238647729545221e+01,3.398709145469313739e+02,1.336710644367010126e+01,1.686117855155504586e+01,6.299008004578433884e+02,-1.029554461521577258e+00,-1.019649453246841642e+00
6.195639127825564429e+01,3.398033292570789285e+02,1.334218530342161024e+01,1.683648052954852403e+01,6.300180049099509461e+02,-1.028203298470186322e+00,-1.240884648149503722e+00
6.198039607921583638e+01,3.397358547452425341e+02,1.331731034106880251e+01,1.681181492821171730e+01,6.301350199854769016e+02,-1.026853247720046047e+00,-6.491322484983443886e-01
6.200440088017602847e+01,3.396684908275922226e+02,1.329248148555848807e+01,1.678718172056297675e+01,6.302518459662862824e+02,-1.025504310915649864e+00,-1.508406987989531656e+00
6.202840568113622055e+01,3.396012373206021948e+02,1.326769866583851254e+01,1.676258087961720733e+01,6.303684831339420498e+02,-1.024156489702330308e+00,-1.633523379162851175e+00
6.205241048209641264e+01,3.395340940410512758e+02,1.324296181085776780e+01,1.673801237838585365e+01,6.304849317697050992e+02,-1.022809785726294329e+00,-7.329635994939585064e-01
6.207641528305660472e+01,3.394670608060226300e+02,1.321827084956618137e+01,1.671347618987691064e+01,6.306011921545342602e+02,-1.021464200634670139e+00,-1.568549498775315243e+00
6.210042008401679681e+01,3.394001374329037617e+02,1.319362571091471992e+01,1.668897228709491287e+01,6.307172645690866375e+02,-1.020119736075542072e+00,-7.852223079254556648e-01
6.212442488497698889e+01,3.393333237393866284e+02,1.316902632385539107e+01,1.666450064304094525e+01,6.308331492937170424e+02,-1.018776393697988558e+00,-9.613994361091862118e-01
6.214842968593718098e+01,3.392666195434676979e+02,1.314447261734124339e+01,1.664006123071263943e+01,6.309488466084783340e+02,-1.017434175152130305e+00,-1.314396847602131491e+00
6.217243448689737306e+01,3.392000246634477207e+02,1.311996452032636107e+01,1.661565402310416673e+01,6.310643567931217603e+02,-1.016093082089158273e+00,-1.143664469840996789e+00
6.219643928785756515e+01,3.391335389179319009e+02,1.309550196176587100e+01,1.659127899320624877e+01,6.311796801270959349e+02,-1.014753116161381863e+00,-1.020445924686493200e+00
6.222044408881775723e+01,3.390671621258298956e+02,1.307108487061593927e+01,1.656693611400615040e+01,6.312948168895479739e+02,-1.013414279022262443e+00,-7.463981912756350034e-01
6.224444888977794932e+01,3.390008941063556449e+02,1.304671317583376933e+01,1.654262535848768678e+01,6.314097673593228137e+02,-1.012076572326457757e+00,-1.286363221040477622e+00
6.226845369073814140e+01,3.389347346790277129e+02,1.302238680637760559e+01,1.651834669963121272e+01,6.315245318149634386e+02,-1.010739997729854345e+00,-1.075249836068952858e+00
6.229245849169833349e+01,3.388686836636688895e+02,1.299810569120673343e+01,1.649410011041363333e+01,6.316391105347107668e+02,-1.009404556889610838e+00,-1.685826059881608163e+00
6.231646329265852557e+01,3.388027408804064180e+02,1.297386975928147734e+01,1.646988556380839341e+01,6.317535037965036508e+02,-1.008070251464192602e+00,-1.107122641013198239e+00
6.234046809361871766e+01,3.387369061496719951e+02,1.294967893956319749e+01,1.644570303278549162e+01,6.318677118779793318e+02,-1.006737083113417253e+00,-1.928396095390768394e+00
6.236447289457890975e+01,3.386711792922017707e+02,1.292553316101430028e+01,1.642155249031146269e+01,6.319817350564724165e+02,-1.005405053498483525e+00,-9.928368991946012745e-01
6.238847769553910183e+01,3.386055601290361210e+02,1.290143235259822596e+01,1.639743390934939526e+01,6.320955736090162418e+02,-1.004074164282018122e+00,-1.197423880831680609e+00
6.241248249649929392e+01,3.385400484815201025e+02,1.287737644327945574e+01,1.637334726285892117e+01,6.322092278123415099e+02,-1.002744417128109022e+00,7.585174434891905904e-02
6.243648729745948600e+01,3.384746441713029412e+02,1.285336536202351176e+01,1.634929252379621190e+01,6.323226979428773120e+02,-1.001415813702341229e+00,-3.278019097558999562e-01
