D,T,s,A,P,P_noisy
7.705715949632833128e-01,3.929110838760870905e+01,1.083338306342921609e+00,2.558071450391006252e+01,2.247129357622057455e-02,4.246174813071701415e-02
3.997890597025357540e+00,2.367785286838582692e+01,1.777672330572235726e+00,3.119932662818776947e+01,8.686409339577438882e-01,8.802192565926361123e-01
1.260638452051314085e+00,1.083634493006454314e+01,1.261103426679372586e+00,5.629434121038774919e+01,2.886310760963695099e-02,3.408274066131269930e-02
2.839955638743649313e+00,2.765557679731009699e+01,6.536479747525745232e-01,7.487746876743594271e+01,6.279837381764530324e-02,6.988613868614049207e-02
2.679994611348999189e-01,3.767620457067485518e+01,1.817441323848973056e+00,7.171677110681051204e+01,4.753177697320865036e-04,-1.404685879683176090e-02
4.082264327233216861e+00,2.136974814507524201e+01,1.104259038011435656e+00,2.735510035701879161e+01,5.834307458748266839e-01,5.994316270574829852e-01
3.670707040939116705e+00,2.539609948831843411e+01,1.478371167598989011e+00,7.507153879223979231e+01,5.668199940482816501e-01,5.880193568953625549e-01
3.329682527660569047e+00,1.276819203982461559e+01,1.734538418940376081e+00,7.045130819013994028e+01,4.765742574791124175e-01,5.305724781218702502e-01
3.917042201448659888e+00,1.726499634310944131e+01,1.308189283345587928e+00,2.537900588596261287e+01,5.982703103641633380e-01,6.165742326059749923e-01
4.984420879097232193e-01,2.949364824944984065e+01,1.339421844917945803e+00,6.053412042325313536e+01,3.256780320450625155e-03,-4.583761436200706196e-02
4.406259911087127890e+00,2.998565214188984385e+01,1.829050055482959625e+00,3.778634078154708931e+01,9.472664359398472733e-01,9.231243999936897815e-01
6.571774694185219978e+00,2.289048042834123819e+01,1.390762079261241624e+00,6.799165776209177636e+01,8.977942265368205055e-01,9.043963199428904920e-01
3.309683284787896973e+00,2.061252402397084182e+01,1.292061644892307681e+00,5.247951480716976391e+01,4.428374340110949881e-01,4.441388164289421514e-01
5.709943351719308779e+00,2.724629090614902438e+01,6.811709049003906724e-01,7.294086817761782982e+01,3.548438585163465886e-01,3.175556687486040808e-01
8.041173246852402201e+00,2.575573508324587024e+01,9.345614445159247108e-01,5.327290414444687627e+01,8.455381424949366398e-01,8.426588096663082394e-01
5.298515721277583523e+00,1.783766561194866540e+01,1.885390314379397747e+00,3.556213688321802380e+01,9.283523807768878644e-01,9.210980617286798067e-01
9.275933806868906117e+00,1.945403657449098711e+00,8.087522393556978439e-01,5.920997527849372943e+01,1.579648705934398878e-01,1.568792964154898384e-01
7.730411467940860426e+00,1.279399950808295650e+01,1.693057026326370229e+00,4.730972053878228678e+01,9.149464713211575839e-01,9.124011604663798680e-01
5.617830761235358850e+00,3.241216993900225418e+01,6.113700493246285728e-01,3.201992155782352256e+01,5.051387057431886429e-01,5.234529976004066443e-01
9.287305529848146612e-01,2.903774043669411142e+01,1.038638325118867556e+00,5.323913113279278519e+01,1.404996490099141848e-02,4.324004237828439623e-02
4.740190398010312833e+00,1.114978111381796033e+01,1.617906653326037114e+00,3.025849207941206487e+01,6.930970593451736272e-01,7.066698133393627401e-01
4.411662348817455559e-01,9.429967218799450990e+00,9.697592583479032191e-01,4.197282189398616481e+01,1.736141877083707818e-03,-2.056979354831914644e-02
9.560996751456174891e+00,3.770409362564510047e+01,1.589035419402925697e+00,5.824152028727237962e+01,9.983534485946625736e-01,9.809899093456108110e-01
5.569367909189524291e-01,2.653127031154086524e+01,1.363037188833816860e+00,4.192902161722405197e+01,8.036092951164031106e-03,-5.302806129330508295e-03
2.159618516254076415e+00,1.120609200618251222e+01,1.938984556862489272e+00,4.932012164158830103e+01,2.510708030923725076e-01,2.498519024578280123e-01
1.910596527819561574e+00,1.114973365322608378e+00,1.249150786123554902e+00,5.169012288893806328e+01,1.139695550411390368e-02,2.772657859472277622e-03
8.626425041657036275e+00,1.478053282717995742e+01,5.252777672400805731e-01,7.327886202139637817e+01,3.384495993671217118e-01,3.313614984474849701e-01
9.085946044462978932e+00,2.481075721941702739e+01,6.047625263890201719e-01,4.340962554049632161e+01,6.581163939762029180e-01,6.395791565979588311e-01
7.287895780668976364e+00,3.515183859287186152e+01,1.376504704405997259e+00,7.790553142203069115e+01,9.494914115465815652e-01,9.683898370866450556e-01
8.549015904347099237e+00,1.433127777032157546e+01,1.167124298823597695e+00,4.717094396713783055e+01,8.365125473912931042e-01,8.534561809672075450e-01
2.678318244762246447e+00,2.453452527944691397e+01,1.716335404494784722e+00,3.800798052873805943e+01,5.467924925991407559e-01,5.658005240068466613e-01
8.964257247981189280e+00,3.647424582171689877e+01,1.603365772312016269e+00,6.584269640492087206e+01,9.964708806010084130e-01,9.947836449622755595e-01
1.101299235240131624e+00,3.630584587176473832e+01,1.717202593880745587e+00,4.691270011000999318e+01,6.783153589697021868e-02,7.684910472671727111e-02
3.162998491653080446e+00,3.426242468435778932e+01,1.395838662378109607e+00,3.719612001029632609e+01,6.376972726936609437e-01,6.193971817985104433e-01
8.606284313983662670e+00,2.608423766790269838e+01,1.753096433207907534e+00,2.951091587555316309e+01,9.966856293732329064e-01,9.763721727946390594e-01
6.939782502161057742e+00,2.449890709196616712e+01,1.245009390533670546e+00,2.761028886300999119e+01,9.392261203413579951e-01,9.282743214701970613e-01
9.341158819394493662e+00,2.891615862728762210e+01,8.936727167757743118e-01,6.804200963761695675e+01,8.572438338166274985e-01,8.688675207818866708e-01
8.502022786003958998e+00,1.696950737384669949e+01,1.051584133562623480e+00,2.899218638826575756e+01,8.543554499806836899e-01,8.513072694267823648e-01
2.189869696818726119e+00,3.024036601922027501e+01,5.300808085440487094e-01,4.396448999263240864e+01,5.055515118483211445e-02,2.764597665778423599e-02
4.242777697635895962e+00,1.928204321658485432e+00,1.132990240717125507e+00,5.333327889630961494e+01,9.414141294317979192e-02,9.594092518524235946e-02
9.890209187005709168e+00,3.740513682082578839e+01,1.395694720357486762e+00,6.542242061751457527e+01,9.940906612771845952e-01,1.002487715072599039e+00
7.059583807622064278e+00,2.897039310134990586e+01,1.756034166787622475e+00,6.658401816932527595e+01,9.860435891933018171e-01,9.892501607182321299e-01
7.959665068235126206e+00,1.454137218859027358e+00,8.874639234336140214e-01,7.940853161959137196e+01,1.183121727970172232e-01,1.049313712478138344e-01
9.200676698937680920e-01,2.867234691770179111e+01,1.016572693492542978e+00,2.907877022667579325e+01,2.457360400652530696e-02,2.581526673232252198e-02
9.542138838971901293e+00,2.359029998295295982e+01,1.100730500009507340e+00,3.465017301152528262e+01,9.504936558499392785e-01,9.420157577916330460e-01
5.549407662110267481e+00,2.503276111370760759e+01,6.925628510869317189e-01,2.833755848199265159e+01,5.276256111514123770e-01,5.210697987783149410e-01
1.620635353252984467e+00,2.632778181761271341e+01,1.630743059374045290e+00,2.582795546671447084e+01,2.081473478839888092e-01,2.063134882039370788e-01
5.779355965439341603e+00,5.836563056789596970e+00,1.080804334605109052e+00,2.397112335409960338e+01,3.707597833607690907e-01,3.857872153279741090e-01
9.162336256809471280e+00,2.566678474103567087e+00,1.872874013524936210e+00,3.138891816643561228e+01,4.900775136174257973e-01,5.265432905474514147e-01
5.490377738459740975e+00,9.237068010871080759e+00,6.928361383299849185e-01,2.904279612095434260e+01,2.635270049141957838e-01,2.946618880411557284e-01
9.931900654636567793e+00,4.158361630252354502e+00,1.365709874990828077e+00,4.587513863132878100e+01,5.406960937161215952e-01,5.532309584982224582e-01
9.282564299080124925e+00,9.436497118828526709e+00,6.280926282160962382e-01,5.474854735406744766e+01,3.970420910011543958e-01,3.890104083194135809e-01
5.022001062624868339e+00,2.924664101663844917e+01,1.858080072203945887e+00,4.257082550455581327e+01,9.706625867736875524e-01,9.644620486718503694e-01
9.674121399399057353e+00,1.401342824077585902e+01,5.720942947020336566e-01,2.224311390013446399e+01,5.179725172312092951e-01,5.126321588550022401e-01
7.696581240875616459e+00,2.339015042314532522e+01,1.603729003586645607e+00,7.577821587927851965e+01,9.641306646208102071e-01,9.871514809286612291e-01
2.622092534171012623e+00,1.101238373217419309e+01,5.156478645595171661e-01,2.340838890550915607e+01,5.055702426886876655e-02,-4.749363013557300617e-03
1.075053084951632876e+00,3.485835760860285149e+01,1.141501019504937986e+00,2.848878417852363398e+01,4.803376713506524176e-02,5.318980228582467079e-02
3.696014417713990863e-01,3.720843564636789225e+00,8.156067800732558215e-01,3.248776807825845481e+01,4.706089748822694929e-04,-3.937917962183960785e-02
5.262359237251385657e+00,2.249899726616532902e+01,7.950460229194409312e-01,3.342736615792692589e+01,5.393166460170606413e-01,5.392392424202172574e-01
7.574113422165783760e+00,2.218820380847771290e+01,1.440795974102798693e+00,3.372664713873620457e+01,9.655359988960592332e-01,9.920268983650897265e-01
1.394542485772324314e+00,3.147790155794989531e+01,1.296271735564263228e+00,7.592877435816552634e+01,3.298798902864352733e-02,1.476916882923865956e-02
2.099000446980329837e+00,3.532564123633920872e+01,1.353251323133809692e+00,3.778656447116719619e+01,2.828326544815116250e-01,2.371752992788736525e-01
9.740874563737795810e+00,2.994041108269419382e+01,1.536937274495432160e+00,7.371369240313509863e+01,9.911714732006441375e-01,1.017113886958887603e+00
8.089349324227654847e+00,5.411482206240612491e+00,9.264546511519906602e-01,3.270469513700834341e+01,3.989851002733647567e-01,4.291015482335989728e-01
3.300329195209606326e+00,3.083447441376345566e+01,1.185241320955229494e+00,5.035362918459948389e+01,4.668255213575869256e-01,4.767970625089684167e-01
9.432396249441184821e+00,1.959862870828804304e+01,1.151797148307295959e+00,7.565042022842524716e+01,8.887198251869549148e-01,9.138251910554805457e-01
4.826054734199280993e+00,1.110995891219584841e+01,1.652314496644531117e+00,2.664554498559022377e+01,7.162180291815518629e-01,7.001682335770201826e-01
2.613945650796690501e+00,3.071384681286944129e+01,1.100672468096400625e+00,4.795093953166897194e+01,2.631901330366702707e-01,2.866424328725862836e-01
3.515582465799728329e+00,3.216634549637335283e+01,7.175563519056340489e-01,4.436094864566295115e+01,2.521482620597322866e-01,2.861607460554462801e-01
2.794493077005229420e+00,1.997132644754409014e+01,9.724733469303588063e-01,3.598745504033149700e+01,2.283716885160440579e-01,2.411752671331998943e-01
6.981521604200243480e+00,3.359861089604066819e+01,1.361151752243639379e+00,5.394059783748832615e+01,9.690360979746319714e-01,9.746573816735811802e-01
3.801234401439109067e+00,3.309401798129447059e+01,1.753323591933099168e+00,7.160517527376484281e+01,7.749079408733530183e-01,8.005737076503882665e-01
5.820335305187082753e+00,3.111846492330681002e+01,6.164615805534456872e-01,6.050630810187534792e+01,3.760255809623699319e-01,3.986645319175783908e-01
6.241624082402627671e+00,2.759025134850514505e+01,1.097894307053665308e+00,7.817614146375260020e+01,7.454107135644167936e-01,7.304341657861506132e-01
5.094652642050045088e+00,2.325616615507169982e+01,5.283961193989281657e-01,3.168542493483252542e+01,2.956611349365841912e-01,3.228616679093493369e-01
4.581629560246459398e+00,2.067517629767155185e+01,8.523015115881251713e-01,3.557002682988788678e+01,4.639333553019298062e-01,4.788257489662349209e-01
3.587537767547460898e+00,1.936197915071022990e+01,9.093881547678268618e-01,4.698543834064133051e+01,3.009638682118429553e-01,3.041377640430929508e-01
2.412798797440012244e+00,1.597720038725601910e+01,1.801361390916690342e+00,5.762928765310750379e+01,3.383980360138170163e-01,3.644724138642039257e-01
1.034104569504013638e+00,1.292428612960967804e+01,9.805938566447216509e-01,3.110984521957127669e+01,1.744926935458868122e-02,3.595831927909534653e-02
7.022326914663053365e+00,8.166429062318494303e+00,1.493795501939581438e+00,4.810388440237294105e+01,7.145632685779494953e-01,7.294819588816933154e-01
2.575449618955609754e-01,5.116248288710436576e+00,8.850871725273834478e-01,7.354283813255774760e+01,2.354298550231170850e-04,-9.921534099994949035e-03
7.360854480136902467e+00,5.739599378474145475e+00,1.422066754007097034e+00,4.229697148643825244e+01,5.881119381005359692e-01,6.047814304998743173e-01
7.564895365377862113e+00,3.629263534528841717e+01,6.398267055986767149e-01,2.322217340914821904e+01,7.795707429451556036e-01,7.574004546991156550e-01
8.079839197405185303e+00,3.633180566737183881e+01,7.954072604404052171e-01,6.422716638388823185e+01,7.735035467977071644e-01,7.709745643422774020e-01
6.452266715157960242e+00,1.968445591368231007e+01,1.300253450808499522e+00,7.741952873401186253e+01,8.125126771443058615e-01,7.786474516045929217e-01
9.528318204276917669e+00,3.694777998075434766e+01,1.813532777961264442e+00,6.766895386465117213e+01,9.991714279827597078e-01,9.650835899906485826e-01
3.886171477314833478e+00,3.305207014440663471e+01,1.811407009829657078e+00,6.203518003206966824e+01,8.510466241869976134e-01,8.599077462534756577e-01
4.642420873216931199e+00,1.933648702558401666e+01,1.859561790058854358e+00,2.725552038963415669e+01,9.068033698966658784e-01,9.051632359054848642e-01
2.961105620132506555e+00,3.778922380394818958e+01,6.685124742002137577e-01,2.939815771880568462e+01,2.184126566429426264e-01,2.201077446678538496e-01
2.014668286115963991e-01,1.395266388169270044e+01,7.691174125467299394e-01,6.730025380644735833e+01,1.779391787644080125e-04,1.201693871374005622e-02
4.434524020170115932e+00,2.396890960412067528e+01,5.459634889178195394e-01,5.160227463429946226e+01,1.964346058257679939e-01,2.034342795817171978e-01
5.039994615520004828e+00,3.852369097986196778e+01,7.355266532515758460e-01,6.351038605847115548e+01,3.920944452654739898e-01,3.743667582354311962e-01
4.692608024190253246e+00,1.009813598501685306e+01,1.286348229033883239e+00,2.989046704418392153e+01,5.226664676246537411e-01,5.241351032798666765e-01
4.597682286700999210e-01,3.352383347252393264e+01,5.259905398548115896e-01,7.506796962154278674e+01,2.682526650451544370e-04,-1.073151493469840997e-03
1.683931346607258517e+00,1.550405318748967609e+01,1.138348030534277466e+00,6.284695578769353830e+01,5.712236420939365011e-02,4.672295603337499326e-02
2.804194314982521696e+00,1.538971621549001334e+01,1.541124138980375591e+00,2.208628341832935504e+01,4.190670226084667327e-01,4.165760538132552981e-01
4.152997284871084105e+00,3.367982682937783068e+01,7.721109596329396307e-01,4.451315734883031894e+01,3.987079399524453560e-01,3.913996194705195997e-01
2.132532609624221642e+00,1.301124163141948031e+01,6.373958063518192496e-01,7.685450264007434384e+01,2.811074074448738358e-02,1.512856399164320964e-02
3.705206750970006624e+00,1.652694950296316634e+01,5.532567399452845702e-01,2.468313455648326027e+01,1.537083278470516845e-01,1.470231164771113319e-01
2.944334707264418149e+00,1.835040766715638227e+01,1.830529376513040596e+00,3.815257610576969682e+01,5.856847625032952642e-01,5.903844079552200697e-01
1.173108157515790895e+00,1.162210090554281017e+01,1.959295517396144604e+00,6.459491409729322697e+01,5.014927374394106963e-02,9.141378046104936539e-02
8.775267462511218142e+00,1.652717935347618905e+00,1.237628559331408029e+00,6.093444302984944017e+01,2.232081585842580207e-01,2.068685096242857402e-01
6.117595229322213335e+00,3.922679991443008873e+01,1.344313378785518598e+00,5.741417593287046373e+01,9.487716406855404294e-01,9.592099878741175978e-01
9.835500334793032096e+00,1.471996568388298066e+00,1.281446778533736675e+00,4.149628091849606193e+01,2.268933306878261336e-01,1.976667556143153481e-01
6.073218452732341177e+00,1.916584490095225135e+01,7.218350447133965453e-01,4.808208251075642181e+01,4.775088744399815788e-01,5.093093708900258143e-01
6.190227035529441757e+00,2.354260150751337477e+01,8.426867545743708110e-01,3.236383553047809869e+01,6.955371538752235239e-01,6.888696473084880978e-01
