C,Na,R,R_noisy
2.221549980213236708e+01,1.095173665958769504e+02,7.190335528581184299e+00,7.177880684605127293e+00
3.304679637851022278e+01,1.470355422141083750e+02,5.623439449566666859e+00,5.586897847157038299e+00
1.682185277425511316e+01,1.046384443721425157e+02,7.947745289672500490e+00,7.882834405908279329e+00
2.945090269718338760e+01,1.118501528265911134e+02,6.087504885964773571e+00,6.054078829115072224e+00
2.334086961894153589e+01,1.155905798300643710e+02,7.035715743901215014e+00,7.059213971160838597e+00
9.117383689141956182e+00,1.017889249344467828e+02,8.227861643789166735e+00,8.434184177374708824e+00
7.016502659289311339e+01,8.133890858532845414e+01,2.876450269740919552e+00,2.794752024941058011e+00
4.882311320516322439e+01,1.584139485424207123e+02,3.961625714223990791e+00,4.013817450166876633e+00
7.867901784000464716e+01,8.096819808900163196e+01,2.613982073576612386e+00,2.467849198209058681e+00
4.846675424163850465e+01,1.172632715916969346e+02,4.000820381665437964e+00,4.159822863915659141e+00
4.940636861864551577e+01,1.262412338615658882e+02,3.926243962536830612e+00,3.892906429703153481e+00
2.942948306712657214e+01,1.205374928700544785e+02,6.106657450491153938e+00,6.120545016338031274e+00
6.449835074763103648e+01,1.134434840010024459e+02,3.061061936668532546e+00,3.188803854913837998e+00
3.727495997917758785e+01,8.242450857698617028e+01,5.036580245315270155e+00,5.135347959609284807e+00
6.595598778929367256e+01,1.324494893437514236e+02,2.982626633278474770e+00,2.833440695219517913e+00
3.764143648571380396e+01,8.477780368862700300e+01,4.999699107840980261e+00,5.055218394828670192e+00
5.926365101831588333e+01,1.076548347438297526e+02,3.316081048967933764e+00,3.293341821260412861e+00
5.316797145774697242e+01,8.698452690653391528e+01,3.682965962286875339e+00,3.744878317141409507e+00
3.203171700822278467e+01,1.171781555115482405e+02,5.732719534038091425e+00,5.747957972808274363e+00
7.739931069000338226e+00,1.575124048568245598e+02,8.687908997599476990e+00,8.761512924928114288e+00
1.899892779175496926e+01,9.793191034762256209e+01,7.609105244875868479e+00,7.638300808726918412e+00
3.552424199585323095e+01,1.195395081013754748e+02,5.281822639156565913e+00,5.267837205993993521e+00
3.825029683834136307e+01,1.206253719179280495e+02,4.961746088066306015e+00,5.079443986953879886e+00
1.758664878412127663e+01,1.584148809058445408e+02,8.104153016785366148e+00,7.949748358800501791e+00
2.125896846254044448e+01,1.454530812837648170e+02,7.466090721224555082e+00,7.422784713383575372e+00
2.626330029192187965e+01,1.231024305237092449e+02,6.593439195229539251e+00,6.497879294093808156e+00
4.403983563833951109e+01,1.174254278514462158e+02,4.373432685686185373e+00,4.359045531437470089e+00
7.608179189589235669e+00,1.577834887050743475e+02,8.670727143387523483e+00,8.627732870347927019e+00
3.284969080120551155e+01,1.597378718895741940e+02,5.658766438256590092e+00,5.643961638721218144e+00
5.471282352762825951e+01,1.501265917277195570e+02,3.551188452334351098e+00,3.502144632499073040e+00
6.699366866146536381e+01,1.437404992815566516e+02,2.931361737347269347e+00,2.884401936626994623e+00
4.152315089957529892e+01,1.461292580459224553e+02,4.617067401074121946e+00,4.452662240080691447e+00
7.602336247279531278e+01,1.586434952952097888e+02,2.602415404417969036e+00,2.598648454471228941e+00
5.897239945483280366e+01,1.431656339648796461e+02,3.307291595228018632e+00,3.338122086180382642e+00
6.329772782490772443e+01,8.602683416218380330e+01,3.142675969326791829e+00,3.083040687354250409e+00
1.124334167626908609e+01,8.460123181270957105e+01,8.084708900746985449e+00,8.019015144577881671e+00
4.068300585666392521e+01,1.522475676853568700e+02,4.704570724811230953e+00,4.640113077886917736e+00
3.323511451444899567e+00,1.481212988326679465e+02,6.713566377552671938e+00,6.881470467904197363e+00
5.365417305426336725e+01,1.265492644065555794e+02,3.629718756346556496e+00,3.648520536601657316e+00
2.634810823669159419e+01,1.466958070568924200e+02,6.624951363828484041e+00,6.663725327833241785e+00
7.044432391773942470e+01,1.553884324807955863e+02,2.790472238118550052e+00,2.760431666261362160e+00
1.089783218061838177e+01,1.239527840467400921e+02,8.575416658062064101e+00,8.525422150386024356e+00
6.417069883887966952e+00,1.455214569495970807e+02,8.294507930470818025e+00,8.206649976492192522e+00
3.194003899039130445e+01,1.187228507857998068e+02,5.747319633575036946e+00,5.901532412638688108e+00
1.307972248764393086e+01,1.096067108687696106e+02,8.359568053323863879e+00,8.189525031064695426e+00
4.422047725618553216e+01,1.116558864463062832e+02,4.357014877552978227e+00,4.387011905662814293e+00
3.496989930229842258e+01,9.871698024241528913e+01,5.327968828351746566e+00,5.325564671488929314e+00
2.353993669924485665e+00,9.047384790404082366e+01,4.524503646818172520e+00,4.498941417219134209e+00
1.985252486832642660e+01,1.564958237782533956e+02,7.730626325345681948e+00,7.573985572534200905e+00
1.265929074923520581e+01,9.610047050100467914e+01,8.235966151002310554e+00,8.112463607929749188e+00
1.469533700982274027e+01,1.512335185550991241e+02,8.484362763046046751e+00,8.582529235298798298e+00
7.892488226013486496e+01,9.500274396426652856e+01,2.584410222416242853e+00,2.515036923845370698e+00
4.663122571677472905e+01,9.314318277742589203e+01,4.151275069607664570e+00,4.239184852564582329e+00
6.240257330892299592e+01,1.135174126094217826e+02,3.155860046513567774e+00,3.222832916058151032e+00
3.113344622355390356e+01,1.431883910321261055e+02,5.888219221119155300e+00,5.946157589730324489e+00
1.488053001056846014e+01,9.771509385402336534e+01,8.102320782061260829e+00,8.178469930926063114e+00
2.718532478259426099e+01,8.448722130751595216e+01,6.332741856886102916e+00,6.211715198646222014e+00
5.581784457210673622e+01,1.544932541100525327e+02,3.481187482643156805e+00,3.433781511160362232e+00
3.331401096687807950e+01,1.564164415694678496e+02,5.593099356662224686e+00,5.660959435645194660e+00
1.309664842735293044e+00,1.134678492930758438e+02,3.503370670497035544e+00,3.377134442433634476e+00
4.466228878000787716e+01,1.185895036286849802e+02,4.317264739312803634e+00,4.483724767012647661e+00
4.117415118151436104e+01,1.365086751720287737e+02,4.651917934266371013e+00,4.595954092188910600e+00
5.467044605358592690e+01,1.390925930382158526e+02,3.558966402579546884e+00,3.552535268822637704e+00
2.719604325239145748e+00,1.316250937208902201e+02,5.857961855047674860e+00,5.755449259259802552e+00
7.114828448494058932e+01,1.312563472125061992e+02,2.783785358291870793e+00,2.820366237466109816e+00
3.721117308340431862e+01,1.225814766292608766e+02,5.081732768804919864e+00,5.008352069003668916e+00
2.919765778764254094e+01,1.039286882973017896e+02,6.106825592852448636e+00,6.082575358618775851e+00
2.347614622125633232e+01,9.764748856937471544e+01,6.942705318851825069e+00,6.828832990238194789e+00
6.805734241033337639e+01,1.430982061450332594e+02,2.889335995204554308e+00,3.008511667799915301e+00
2.156926487946016735e+01,1.291450714469173420e+02,7.366505623851707263e+00,7.203242944831746541e+00
2.435482367115916347e+01,1.349768658812421904e+02,6.926652814741142805e+00,6.971764731781471269e+00
7.129869478345531775e+01,1.007298344722295553e+02,2.810180974938408571e+00,2.833887990480073782e+00
3.784885671905158944e+01,1.591498294355557164e+02,5.020637267716265839e+00,5.064417181729060857e+00
4.331012206597094405e+00,1.302528497259236246e+02,7.172654467597260108e+00,7.070589235498045966e+00
1.017737514499978246e+01,8.006836651346669953e+01,7.949276867788166001e+00,8.052650945756232304e+00
6.042548515681436072e+01,1.298729411018723852e+02,3.239786310938227665e+00,3.336225024703503017e+00
2.638921226778972695e+01,9.448006096394284725e+01,6.489708316338644423e+00,6.505666461414656432e+00
2.470817170587259071e+01,1.056607800087855651e+02,6.786105365914528065e+00,6.817371540734391111e+00
2.397245720719782724e+01,1.126571615206410542e+02,6.925588992038351321e+00,6.909853067952201222e+00
7.783130996437500926e+01,8.323636499226807928e+01,2.633196941471871444e+00,2.697501987250519040e+00
3.911954858287545278e+01,8.317930411859668993e+01,4.839834345043226627e+00,4.757714430384421433e+00
7.172240845098247064e+01,1.175464601787495411e+02,2.776708031198806381e+00,2.832193658312475826e+00
6.366445578462337807e+01,1.377888690795492153e+02,3.078751786125645928e+00,3.119384430849880818e+00
6.312480990879097220e+01,1.214249459044518034e+02,3.115728233290790961e+00,2.974725390200632091e+00
6.227491105650111081e+01,9.447506421388304432e+01,3.179846931498251372e+00,2.917441883573130390e+00
2.482387390054212162e+01,8.394876575732533297e+01,6.671947724078517439e+00,6.660224731032268863e+00
6.604291667752156059e+01,1.288311860368643238e+02,2.981861228089300209e+00,2.965705223034194482e+00
3.954493096915149408e+01,1.284638489126511445e+02,4.821954527483302222e+00,4.943759616468228479e+00
1.435736707649446942e+01,9.377196094381073976e+01,8.106093566389708016e+00,8.111853247020418323e+00
2.058322335862148833e+01,1.234443235802795868e+02,7.504633578938900484e+00,7.454853817400636018e+00
4.258343130485925343e+01,1.385702854736197764e+02,4.511050048641898513e+00,4.375070205654900235e+00
3.878088932798156918e+01,1.587566830454625517e+02,4.913260138164785573e+00,4.904433769934182230e+00
7.894935901663203026e+01,1.496827463914290206e+02,2.524141767699999761e+00,2.465757979542018585e+00
4.974714218384042397e+01,8.821611350075512803e+01,3.914022184722064424e+00,3.803750217082127349e+00
4.991608636534411403e+01,8.534232190789285255e+01,3.902838625470243183e+00,3.890796956904518655e+00
4.673172677996929814e+00,1.032269551457525267e+02,6.880442073080138776e+00,6.986140796328557556e+00
5.872056049795311594e+00,1.448455019369499155e+02,8.115202598346998641e+00,8.124478855319516413e+00
2.452397058957862441e+01,1.526543991528696438e+02,6.934496129343366455e+00,6.829589863953432705e+00
3.610176925494250355e+01,1.565204901949223313e+02,5.230524693726521512e+00,5.263251992955352954e+00
7.437183853475426076e+01,9.677875741518957398e+01,2.714338093270876939e+00,2.604531323259075659e+00
4.631830971085046933e+00,1.224255637264942322e+02,7.223626252396336156e+00,7.065858490128773539e+00
5.799443461971144842e+01,9.651265097898054535e+01,3.392675245075233548e+00,3.442100683768438696e+00
4.989709311305953321e+01,1.158838620700913538e+02,3.893286267698404135e+00,3.838251172442832981e+00
1.990873274997368014e+01,1.406736169862480494e+02,7.674576489416827130e+00,7.785933583196342767e+00
7.342759578507261153e+01,1.480142771711731200e+02,2.692430627056158432e+00,2.723532882681180212e+00
3.077979395603345836e+01,1.154561115987938820e+02,5.903921425224899266e+00,5.823279400793973437e+00
6.697072095053671603e+01,1.261334342505052035e+02,2.945987393383604491e+00,2.967917921988535657e+00
2.225218351216063439e+01,1.276602959361712806e+02,7.250620821232827140e+00,7.380172320646751771e+00
4.555595601693765673e+01,1.558229102982280665e+02,4.233765683310109829e+00,4.214894325345849069e+00
6.230875714474842653e+01,1.030521740892592106e+02,3.169720921391228519e+00,3.063607849274219586e+00
6.915862496724112418e+01,1.392929197999066844e+02,2.849806912764642153e+00,2.783661139480988478e+00
2.895051086980468469e+01,1.366002360904188606e+02,6.202755545822107308e+00,6.121449445990452709e+00
1.729405255104350658e+01,1.185514810354885071e+02,7.975794537605884749e+00,7.857695746128262826e+00
5.252293258668114362e+01,8.908284424203033325e+01,3.723316176627110785e+00,3.594067707846491100e+00
5.140942406544461107e+01,1.393978742609536994e+02,3.775511212743406730e+00,3.817749177722864484e+00
4.244909150790368457e+00,1.510687522423268092e+02,7.426219348829356193e+00,7.537164934830914653e+00
4.834695419602013544e+01,1.282797057302853148e+02,4.007082056386285451e+00,3.970893701495642691e+00
7.541414998838146744e+01,1.116061805799452458e+02,2.663553456651936102e+00,2.742211683873905237e+00
2.009424772722094232e+01,1.533315985746273782e+02,7.681773352140377931e+00,7.772593043119245593e+00
5.036678725960504011e+01,1.044190417148467986e+02,3.863560659304095424e+00,4.031956758569053889e+00
7.337390163209786920e+01,1.589176153773904048e+02,2.686350727545617101e+00,2.667715918306162060e+00
3.110976302210919897e+01,1.513902571746073136e+02,5.899116180533576781e+00,5.864174543301086118e+00
6.560158488404950106e+01,1.133940620141573561e+02,3.013837322873583524e+00,3.055961933725498625e+00
7.176427445541398242e+01,8.034410556339180687e+01,2.823052447471305904e+00,2.832810129210614924e+00
4.350187834296055378e+00,1.224287191407388065e+02,7.052424484872844346e+00,7.082628191901897630e+00
2.380266649234340193e+01,8.120984272632458101e+01,6.804020332319598907e+00,6.933676177919921635e+00
1.986912172912703411e+01,1.196384711321782390e+02,7.600862452174593109e+00,7.557935356108792746e+00
7.273959659621532126e+01,1.316708284546943730e+02,2.728718648977399575e+00,2.750372458731681569e+00
4.823879971101685982e+01,1.482454115217981325e+02,4.010348494153645582e+00,3.912224562731255073e+00
1.031691381101758509e+01,8.060957944375887507e+01,7.970214501005978391e+00,7.954270834993860895e+00
3.083644968334227698e+01,1.079855457762644164e+02,5.883123989520617769e+00,5.815793069058825537e+00
2.212220445738018526e+01,1.099046374485268984e+02,7.206581164306745002e+00,7.130826918981792772e+00
7.956966411485241508e+01,1.272250326282771340e+02,2.527358615074167147e+00,2.505387144237876118e+00
7.047694871071097111e+01,1.027312246881506468e+02,2.836554816128764145e+00,2.791899490730257671e+00
6.814394624709204606e+01,1.372103929344660855e+02,2.890384691204797463e+00,2.927542322070612713e+00
9.185930268553940792e+00,1.289067531583179402e+02,8.571812434464947117e+00,8.652195987393019649e+00
3.082765106637853236e+01,1.144154183221734229e+02,5.895499079990359270e+00,5.746262835039360972e+00
3.557001682639150175e+01,1.170552565729299630e+02,5.274184811816613916e+00,5.374520667792597628e+00
2.615907931754935234e+01,8.122427691481574641e+01,6.464082998018072956e+00,6.241447292483270459e+00
7.094612189546239733e+01,9.524763266673427609e+01,2.829369017000743725e+00,2.854114262203571339e+00
3.669535258530428479e+01,1.584159312807834112e+02,5.158171617407031562e+00,5.229201015127841856e+00
6.128691578984822286e+01,1.059169090451768369e+02,3.215753469190643976e+00,3.150682166665816020e+00
4.680672459737871804e+01,1.074876887269511769e+02,4.135231475429806736e+00,4.112321508606715526e+00
3.250791544914099518e+01,1.207788109541947676e+02,5.672548264140811369e+00,5.594371065218235017e+00
7.544916421236890436e+00,1.364000381791230154e+02,8.450693751348900662e+00,8.540168846628779065e+00
6.858134354774549024e+01,1.557553218311293790e+02,2.860156935729252670e+00,2.542940176559154164e+00
3.871399180607578216e+01,9.019127537539131367e+01,4.890020414342210131e+00,4.792899820726911564e+00
6.287061354925436163e+00,1.269213670310850119e+02,8.022692632183792583e+00,7.828993369533483460e+00
3.848392290053710951e+01,1.070152267819926237e+02,4.928292696972115472e+00,4.947132357535542369e+00
4.078146088675103087e+00,8.716150303504852559e+01,6.092654985975229032e+00,6.222576841513535406e+00
2.580925140048501021e+01,1.079365223852915108e+02,6.623631810275346865e+00,6.742789537414429546e+00
7.186189691625612852e+01,1.322400761803805835e+02,2.758045440396149406e+00,2.824860543154996684e+00
2.784062346114992081e+01,9.487827297752969002e+01,6.277836649963782101e+00,6.302659288383217984e+00
2.692813662179002421e+01,1.273745633640544526e+02,6.498476833884287984e+00,6.421870663906608989e+00
2.466295975635065929e+01,1.529687430207578416e+02,6.911885685107216126e+00,7.033726976937615838e+00
4.580608796047019382e+01,1.092266294296642428e+02,4.218373657912716901e+00,4.280705070774433629e+00
4.017017336384181192e+01,1.361163594538753614e+02,4.756702569081003418e+00,4.672271993413938951e+00
3.081705196413175685e+01,1.420748024982639208e+02,5.932779164762808755e+00,5.804822697292423506e+00
6.824411454547713163e+01,1.193746851735287180e+02,2.901721240508137178e+00,2.838853649096128251e+00
