T,C_S,k
3.014880490799124004e+02,3.440097853548419460e-01,9.578049534210215932e-02
3.539161350958885350e+02,8.141340190174154445e-01,1.325778907270946494e+00
3.470063577496539438e+02,3.114897477336228682e-01,4.577078805103949044e+00
3.278712620162629605e+02,6.036868875228974529e-01,3.394265210404367461e-01
3.615616036574081704e+02,9.513708821414103012e-01,1.650388584587258345e+00
3.721288366780930801e+02,3.085879481524963497e-01,2.385352870406530101e+01
3.670222460951504218e+02,3.850621651575317217e-01,1.199667758121715089e+01
3.906356098919919191e+02,3.433446116805715098e-01,5.777288933621358780e+01
3.465029028352322484e+02,1.257639969433456129e-01,1.826391193342912800e+01
3.712074826479390026e+02,6.264896016786212218e-01,6.582273840879447668e+00
3.179493016823897733e+02,6.622499877128448231e-01,1.269444002811052075e-01
3.652881846080875903e+02,6.574644308219516065e-01,4.160742482652197261e+00
3.132001319913085808e+02,4.951585603335270647e-01,1.439863420664094784e-01
3.795979433988097185e+02,3.953158610273497242e-01,2.449552420774355710e+01
3.811975634056491913e+02,1.961108883601035136e-01,8.261446947331624813e+01
3.139271505682570478e+02,5.982419399292021600e-01,1.085569784758161765e-01
3.924944989736873708e+02,8.676375245323580954e-02,4.293212622224478991e+02
3.489137180325301983e+02,6.702942738655875976e-01,1.344740595491354940e+00
3.913231972690704765e+02,5.762576072504229652e-01,2.469145794977598740e+01
3.865049398914737822e+02,8.092721883052400589e-02,3.431242205342481384e+02
3.353403650971676484e+02,2.104033229551265649e-01,3.758501649217336649e+00
3.728984072402552101e+02,8.110348927367078131e-01,4.552626174592290909e+00
3.881526979501169876e+02,1.897841456030063823e-01,1.270188953408716657e+02
3.998942142592422897e+02,1.243416070041616639e-01,4.073914994608797997e+02
3.253385856386184969e+02,2.610433928706670237e-01,1.216079663427153790e+00
3.788984757342699936e+02,2.788593637712750151e-01,4.198385357598881740e+01
3.387030526720672583e+02,9.651534074669213537e-01,3.257385127162992222e-01
3.068047214295146432e+02,4.651658759262266019e-01,9.136414044812261881e-02
3.280795655964807906e+02,2.998673937519717447e-01,1.195725457447008200e+00
3.159218368857034420e+02,7.733241925441208808e-01,8.002992771415320949e-02
3.722160310250147859e+02,4.879263589700654213e-01,1.094777618384735618e+01
3.545301528574472627e+02,5.794986913111173088e-01,2.582201087907294745e+00
3.151986184871195746e+02,6.633058263198621241e-01,1.001129797647124509e-01
3.604669970574990430e+02,1.394797675818262861e-01,3.949778988422557546e+01
3.160831006884999965e+02,8.113794394247786368e-01,7.415301317872863285e-02
3.572063336421348367e+02,9.498718336015919972e-01,1.240937823778411886e+00
3.343910585903369679e+02,1.827653869981387680e-01,4.376868424350593756e+00
3.758551027218111926e+02,7.220081284794040988e-01,6.747001379872740401e+00
3.493576659457665983e+02,9.730257635658985382e-01,6.927989173145310264e-01
3.823898364594069790e+02,6.724338662156682522e-01,1.129901364226348193e+01
3.351842783597459743e+02,5.366584512770624649e-01,7.421514600943122097e-01
3.404955955549096984e+02,2.904452590843265569e-01,3.234358855365667917e+00
3.273041459266480615e+02,9.935126998262279185e-01,1.279610984644308502e-01
3.693693333703050143e+02,8.940218381748703536e-01,3.053859984659362148e+00
3.927745528942380133e+02,7.929844746997998239e-01,1.504813194660906106e+01
3.070554924923879412e+02,1.435153612021119185e-01,6.770114680980324762e-01
3.583916533140593401e+02,2.371615266956487722e-01,1.548927974779429562e+01
3.533990797685187886e+02,4.993292559035807376e-01,3.126649725455772799e+00
3.842144409431326721e+02,2.184635899499623723e-01,8.313162517257664774e+01
3.476801043346183633e+02,6.287074306562271397e-01,1.386845940349357154e+00
3.630806160030589922e+02,1.967709600287189942e-01,2.801539518017958486e+01
3.298052847048475655e+02,6.792017848343215869e-01,3.181904250846919746e-01
3.616797580296931187e+02,2.688560836078451310e-01,1.563050225466994725e+01
3.820670895027770939e+02,1.229476248352555645e-01,1.659202764440306623e+02
3.118713815467077666e+02,4.888845408853849106e-01,1.312038908586314889e-01
3.671677183285371484e+02,8.244367240367210803e-01,3.091428535851122206e+00
3.117282878027050970e+02,7.334990610800994348e-01,6.139071264785389559e-02
3.780794482815491619e+02,6.855180602975633475e-01,8.471512570374125417e+00
3.521823492712335906e+02,2.543350941464113668e-01,9.162381886320130064e+00
3.607873364992040024e+02,6.842527978125735322e-01,2.892203144098403733e+00
3.398766069956581646e+02,6.805556325200325107e-02,2.575032063107523683e+01
3.481519324461549445e+02,9.439504912147567151e-01,6.739326194084137578e-01
3.177388494088318112e+02,8.963142802757206873e-01,7.078653860457889690e-02
3.819737477511625912e+02,1.719392531379530520e-01,1.045317378121373508e+02
3.246583490204253621e+02,9.165267528639362560e-01,1.204583413963922212e-01
3.602402721604044018e+02,2.425362083818895509e-01,1.684011850743588923e+01
3.685260129578961710e+02,5.409826738608984886e-01,7.258341732394049117e+00
3.295787611414448861e+02,1.798801831880038615e-01,3.109619340662303166e+00
3.120568167251270779e+02,7.273360037380024457e-01,6.419218900626903757e-02
3.158952400018167737e+02,7.825175492807362465e-01,7.809963932924376961e-02
3.142536927844003571e+02,7.159477084792792434e-01,8.006178359737205208e-02
3.477527446058500118e+02,1.970409471911458432e-01,1.018346396900796513e+01
3.343582662456874459e+02,4.238901892962322893e-01,1.064230651229594260e+00
3.147825161275233086e+02,7.763650820010001841e-01,7.203162580709383811e-02
3.892959648909290991e+02,4.040256725011295291e-01,4.089352555987824189e+01
3.256856458517897863e+02,1.602796149504343293e-01,2.743293685102494273e+00
3.000329389827310251e+02,5.628831844167342391e-01,3.444248775684347758e-02
3.315032728612653727e+02,6.376095023445366161e-01,4.082666935910269634e-01
3.257771024146682066e+02,9.251343599272998652e-01,1.295576837062103748e-01
3.396030298230954259e+02,2.086098370395877144e-01,5.219460701465322927e+00
3.236627810641112433e+02,9.821680036952943338e-01,9.745667506971562866e-02
3.338069659112919680e+02,1.177268274048575009e-01,8.093243438486386054e+00
3.556315931309933376e+02,5.866518034962432404e-01,2.720209255905887247e+00
3.067381997410033705e+02,6.272280299629682254e-01,5.257289690541796373e-02
3.068268528067689545e+02,3.856079603666039968e-01,1.280768215544512978e-01
3.254866390001843683e+02,7.322688891107562714e-01,1.962329407806390480e-01
3.440738394076570899e+02,2.896725585160684902e-01,4.204849879455673900e+00
3.527022121598585045e+02,9.746508681881905778e-01,8.709994100391652561e-01
3.304122066082857145e+02,1.380513767514356394e-01,4.968409095377241513e+00
3.028823595595626443e+02,3.869347026220298913e-01,8.864406784356772262e-02
3.885525969141134510e+02,1.684044742071583167e-01,1.539042342957616825e+02
3.285120468914457206e+02,4.685638471246204584e-01,5.657772802109218846e-01
3.500636511211376956e+02,9.467231169624802378e-01,7.663927617837771322e-01
3.096613691569854154e+02,9.605047610663426383e-01,3.076873115544996595e-02
3.142822003153274864e+02,2.825906294065871904e-01,4.248681360388374406e-01
3.674144414269649133e+02,1.775184667457664345e-01,4.278866406274615031e+01
3.238369617828586797e+02,3.613056534934562247e-01,6.171856237549737667e-01
3.611576038849074166e+02,2.639538795346877409e-01,1.557705102420115573e+01
3.525137441466175119e+02,5.531819050585377179e-02,7.513610391214172068e+01
3.531696521127677215e+02,2.573966467691762294e-01,9.603751684955446066e+00
3.899931490556499512e+02,3.341782922223657248e-01,5.832478724146707094e+01
3.472946792303754364e+02,9.526025741079153786e-01,6.234952280530726698e-01
3.913774254645790620e+02,5.491461235559733645e-01,2.696762309672076441e+01
3.601337037535623153e+02,7.826750490342113675e-01,2.162810533132093926e+00
3.742287181569049608e+02,1.593426756263053023e-01,7.509611529612091374e+01
3.470991986868339723e+02,7.189983293824070421e-01,1.039827459558498202e+00
3.634316828396427468e+02,7.574192292202126808e-02,1.037627887970734122e+02
3.899055171952792875e+02,4.675659178047866238e-01,3.293172445634331780e+01
3.589967888814941830e+02,4.475121890430158178e-01,5.520997504355067420e+00
3.697696346303494010e+02,9.376920276706324220e-01,2.864478135766147737e+00
3.193955374649954706e+02,8.777426205577789631e-01,8.467258285274174845e-02
3.078595069112988085e+02,4.981864861438284331e-01,8.876102407834200736e-02
3.952878969334264525e+02,5.835589877875348996e-01,2.997076345001384468e+01
3.183159004817696882e+02,1.869964690015012976e-01,1.183234280269565897e+00
3.313397416033175205e+02,9.841285312841423494e-01,1.791205327222982480e-01
3.407584552242226437e+02,3.068034447847995394e-01,3.005038562802988533e+00
3.817035620422562374e+02,4.863399631343824359e-01,1.934510870274251815e+01
3.296655381274557612e+02,6.961983481771900628e-01,3.006297594613285273e-01
3.157181758541322552e+02,2.403718967046586108e-01,6.310639413184018220e-01
3.427465578771936521e+02,2.208792746959954978e-01,5.974959486954710464e+00
3.825174473463986260e+02,3.848761486326284786e-01,3.034092433549063372e+01
3.044038214389364043e+02,5.691328421455068565e-01,5.079579204545391774e-02
3.533607739206958627e+02,8.551493582858483711e-01,1.164644058661886694e+00
3.704040378489330010e+02,7.164866252565995630e-01,4.904452593548088046e+00
3.466511691921782585e+02,4.362956881566749656e-01,2.489942545981790989e+00
3.872533969312858062e+02,3.036572059368137233e-01,5.866208662872192292e+01
3.381239965263934550e+02,6.139793272424221016e-01,7.243250628217304810e-01
3.706965022725327117e+02,7.115616601639253302e-02,1.693176403249738939e+02
3.168769998818949603e+02,4.749316316163593732e-01,2.129824450645275424e-01
3.136322120094015986e+02,6.145625550718186725e-01,1.006945636427792196e-01
3.634025328146856282e+02,2.845335063826038291e-01,1.589487716576245191e+01
3.430057064066785415e+02,6.580269836172997211e-02,3.324706790369323528e+01
3.539944767004280948e+02,3.348937210898387806e-01,6.541273493701444508e+00
3.616610956399928227e+02,7.210783258974444443e-02,9.871250334362756007e+01
3.281282508958739186e+02,7.438375646616138814e-01,2.354355858021879300e-01
3.488705458067909717e+02,8.779110388496937922e-01,8.123207165371050253e-01
3.841021290976773344e+02,6.129817495602783994e-01,1.473705224565316563e+01
3.090529765172933594e+02,1.768128690053716867e-01,5.835917558428931340e-01
3.571226320395130642e+02,6.960200994605189040e-01,2.199958995184565058e+00
3.828230149612932109e+02,3.853973346061042582e-01,3.080488046070209052e+01
3.020728599419055058e+02,6.330185946228402694e-01,3.361416012782376950e-02
3.715460526267271462e+02,5.355889195716305728e-01,8.907523005063342936e+00
3.201838489109781563e+02,3.198532436094864151e-01,5.654179176853391109e-01
3.332324021592824579e+02,4.686680241235882116e-01,8.164728805599879013e-01
3.003762028383704887e+02,4.754428458610774344e-01,4.842017906427795171e-02
3.341133688625058653e+02,6.421112240104360769e-01,4.927882613767469167e-01
3.835239348011984930e+02,5.122492360353922969e-01,1.961258323499103184e+01
3.080183728450496687e+02,7.023437076268325141e-01,4.784499719983785482e-02
3.916852631200339374e+02,8.521111699510787174e-01,1.241898456637771631e+01
3.430073714233403734e+02,7.991920738460540630e-01,6.371315778256366746e-01
3.494463297235773780e+02,1.188793086700435236e-01,2.413370104377251124e+01
3.285072054851449934e+02,8.343713255831861630e-01,1.957202388184854647e-01
3.935368157194157561e+02,3.146207617126597356e-01,7.790268174768200993e+01
3.197954800017987509e+02,2.876598780609646022e-01,6.568157719575739018e-01
3.779088114302219310e+02,9.744040003139737838e-01,4.382751769671603626e+00
3.526353645104264274e+02,8.853853971822015501e-01,1.038419565247266307e+00
3.315236239606500135e+02,6.824645530110933223e-01,3.606743916289091301e-01
3.678354199530724031e+02,9.919570659682106495e-01,2.283158964404957025e+00
3.792902931889859701e+02,7.688679213715136074e-01,7.379862306533801153e+00
3.878637906459436522e+02,9.894266915959968323e-01,7.601777616896581158e+00
3.062042446801496567e+02,6.800827393521517716e-02,1.812740306232472731e+00
3.018463292915694183e+02,4.275203852758360790e-01,6.734919037290555688e-02
3.271515278220089158e+02,3.261828982498355400e-01,9.617703794381210480e-01
3.329014605155864501e+02,8.651042869310403560e-01,2.578244673991078595e-01
3.268201537626645745e+02,9.586564477292166542e-01,1.317155361422547299e-01
3.188864980362437223e+02,3.689699627370955359e-01,3.956387516275298166e-01
3.281074793235054585e+02,6.910175048495096339e-01,2.695371229121030776e-01
3.730997237210153230e+02,8.339733096254768885e-01,4.377246644472241321e+00
3.359143732596184577e+02,3.465971736406731063e-01,1.703585725457613220e+00
3.586876133450170414e+02,2.958340677648476080e-01,1.100270376278343321e+01
3.551320652710602417e+02,8.801936224153009691e-01,1.244827217064119473e+00
3.815982390738235495e+02,6.885146602666137872e-01,1.033793730024042112e+01
3.666436519179299580e+02,1.017757617258345515e-01,8.798101636523414015e+01
3.821783588839589925e+02,9.513186943966464582e-02,2.287717459706248917e+02
3.552800448072187578e+02,2.042595589274709134e-01,1.600221415687128967e+01
3.049595888565968380e+02,8.453080293264247924e-01,2.559021317591177180e-02
3.362851630220257562e+02,3.716693786948570555e-01,1.551434096737961843e+00
3.275717132016253572e+02,5.700076860620983954e-01,3.681947769650913416e-01
3.208109143231781104e+02,7.456824497766832982e-01,1.293853192975157329e-01
3.649907277240702115e+02,4.936288444261544561e-01,6.838710361933628690e+00
3.828406531006353362e+02,8.120967072639285744e-01,8.216659657938576444e+00
3.774408151263812101e+02,6.873654281989912684e-01,8.115753227222388233e+00
3.306182506803567094e+02,4.549933516291708169e-01,7.034619154713638300e-01
3.453941242349781646e+02,2.700689820825038501e-01,5.191184544835201642e+00
3.294499265169040427e+02,3.490149507342961699e-01,1.025217163073689264e+00
3.366738253364985667e+02,3.849155401865284598e-01,1.502419595284269382e+00
3.449427187429620290e+02,5.019604010302176622e-01,1.717715712876237255e+00
3.989217989229127284e+02,2.871610140893290364e-01,1.195030457328180091e+02
3.080724595843468592e+02,1.467978454499073437e-01,7.159940430640834297e-01
3.408694208949037261e+02,7.866283083927212427e-01,5.613497463397257858e-01
3.915833900256729407e+02,2.685839793708270085e-01,9.029645226260113589e+01
3.578396248640609656e+02,8.583979617684354135e-01,1.564826392923594156e+00
3.358832783816352503e+02,2.949047605290466278e-01,2.241301571097896517e+00
3.756979144158644317e+02,4.459990696029505486e-01,1.581043389134965338e+01
3.981074898047204442e+02,3.383611451109269641e-01,8.809755917914381484e+01
3.750084283431458516e+02,7.081471378992902910e-01,6.642394399856969223e+00
3.911277301749077537e+02,7.999276719797974167e-01,1.352165057800976733e+01
3.564116330315752634e+02,2.137110264894918343e-01,1.605841509762013075e+01
3.300962178992905933e+02,5.981010820080748802e-01,4.114700381663806139e-01
3.134990969520738417e+02,7.087736857585039685e-01,7.640906518893549049e-02
3.942623870942530289e+02,2.572930304334512530e-01,1.113056054214418396e+02
3.194337944985543913e+02,5.984397736528608291e-01,1.733992019411113861e-01
3.795459381994346586e+02,7.087416328074872540e-01,8.695677586280341487e+00
3.593885607595070155e+02,9.799693172523938900e-01,1.353228505161433448e+00
3.406797352429895795e+02,9.179217185013616165e-01,4.145443538790501425e-01
