E,sigma,sigma_noisy
1.153710742148429702e+01,1.392483321877527214e+00,1.381877124805924728e+00
1.153910782156431303e+01,1.390861710193667555e+00,1.393652490673032540e+00
1.154110822164432903e+01,1.389245452094901356e+00,1.380609111003429090e+00
1.154310862172434504e+01,1.387634520180135222e+00,1.404626057242887249e+00
1.154510902180436105e+01,1.386028886948212691e+00,1.398694024102928202e+00
1.154710942188437706e+01,1.384428524795482396e+00,1.374722020387333377e+00
1.154910982196439306e+01,1.382833406013372901e+00,1.385135385337993075e+00
1.155111022204440907e+01,1.381243502785960642e+00,1.394110251081629226e+00
1.155311062212442508e+01,1.379658787187550750e+00,1.370594818684484073e+00
1.155511102220444108e+01,1.378079231180253439e+00,1.373276666147811742e+00
1.155711142228445709e+01,1.376504806611570819e+00,1.375794642271707557e+00
1.155911182236447310e+01,1.374935485211984387e+00,1.388583242948001395e+00
1.156111222244448911e+01,1.373371238592550503e+00,1.378111819364710167e+00
1.156311262252450511e+01,1.371812038242505638e+00,1.369425101004215550e+00
1.156511302260452112e+01,1.370257855526874069e+00,1.373500196749608993e+00
1.156711342268453713e+01,1.368708661684089112e+00,1.369075818470440575e+00
1.156911382276455313e+01,1.367164427823622797e+00,1.368884452315313416e+00
1.157111422284456914e+01,1.365625124923624201e+00,1.370337640907015819e+00
1.157311462292458515e+01,1.364090723828572882e+00,1.366373627510717448e+00
1.157511502300460116e+01,1.362561195246945411e+00,1.368949860573593469e+00
1.157711542308461716e+01,1.361036509748891232e+00,1.361001178603646666e+00
1.157911582316463317e+01,1.359516637763928060e+00,1.356562946034268302e+00
1.158111622324464918e+01,1.358001549578653044e+00,1.354785853982343413e+00
1.158311662332466518e+01,1.356491215334469036e+00,1.340375017080991160e+00
1.158511702340468119e+01,1.354985605025331941e+00,1.349887242556868427e+00
1.158711742348469720e+01,1.353484688495515176e+00,1.371025384490410115e+00
1.158911782356471321e+01,1.351988435437398106e+00,1.351110183425959788e+00
1.159111822364472921e+01,1.350496815389274463e+00,1.355269593587466792e+00
1.159311862372474522e+01,1.349009797733184524e+00,1.357167948265042279e+00
1.159511902380476123e+01,1.347527351692774600e+00,1.342278856985242186e+00
1.159711942388477723e+01,1.346049446331179622e+00,1.342229119780369073e+00
1.159911982396479324e+01,1.344576050548935697e+00,1.349250422368055924e+00
1.160112022404480925e+01,1.343107133081919757e+00,1.333400558174923978e+00
1.160312062412482526e+01,1.341642662499321625e+00,1.350077368636112496e+00
1.160512102420484126e+01,1.340182607201649168e+00,1.346407083854123776e+00
1.160712142428485727e+01,1.338726935418762531e+00,1.340549086922553368e+00
1.160912182436487328e+01,1.337275615207947688e+00,1.339260485780201071e+00
1.161112222444488928e+01,1.335828614452024832e+00,1.342572543588630429e+00
1.161312262452490529e+01,1.334385900857496532e+00,1.334923291448176119e+00
1.161512302460492130e+01,1.332947441952734513e+00,1.307717882690881517e+00
1.161712342468493731e+01,1.331513205086207741e+00,1.336101645108975111e+00
1.161912382476495331e+01,1.330083157424754470e+00,1.320306595430837504e+00
1.162112422484496932e+01,1.328657265951901145e+00,1.323289470315362371e+00
1.162312462492498533e+01,1.327235497466224379e+00,1.322602605598799830e+00
1.162512502500500133e+01,1.325817818579764440e+00,1.321242942252175423e+00
1.162712542508501734e+01,1.324404195716489374e+00,1.307385585741364986e+00
1.162912582516503335e+01,1.322994595110807747e+00,1.303736045561354029e+00
1.163112622524504935e+01,1.321588982806140011e+00,1.320488148215133162e+00
1.163312662532506536e+01,1.320187324653544492e+00,1.320338430980842359e+00
1.163512702540508137e+01,1.318789586310399331e+00,1.322725425684957656e+00
1.163712742548509738e+01,1.317395733239147715e+00,1.304574577020346737e+00
1.163912782556511338e+01,1.316005730706102606e+00,1.312811814751104089e+00
1.164112822564512939e+01,1.314619543780314093e+00,1.322310994527332806e+00
1.164312862572514540e+01,1.313237137332509352e+00,1.309465300297550483e+00
1.164512902580516140e+01,1.311858476034092558e+00,1.305952716841504824e+00
1.164712942588517741e+01,1.310483524356219842e+00,1.330585255987690507e+00
1.164912982596519342e+01,1.309112246568945537e+00,1.292575946646097984e+00
1.165113022604520943e+01,1.307744606740441240e+00,1.299746318630557562e+00
1.165313062612522543e+01,1.306380568736293935e+00,1.295472242455372403e+00
1.165513102620524144e+01,1.305020096218882042e+00,1.300043187982572901e+00
1.165713142628525745e+01,1.303663152646830081e+00,1.335111812531369901e+00
1.165913182636527345e+01,1.302309701274551479e+00,1.292002843134767209e+00
1.166113222644528946e+01,1.300959705151868873e+00,1.298252864015263075e+00
1.166313262652530547e+01,1.299613127123733003e+00,1.294308877344760411e+00
1.166513302660532148e+01,1.298269929830019542e+00,1.290670698845312492e+00
1.166713342668533748e+01,1.296930075705428287e+00,1.305239052449477466e+00
1.166913382676535349e+01,1.295593526979470278e+00,1.291183945690478341e+00
1.167113422684536950e+01,1.294260245676553733e+00,1.305108775640829277e+00
1.167313462692538550e+01,1.292930193616169232e+00,1.307260994913226781e+00
1.167513502700540151e+01,1.291603332413178151e+00,1.287028005434651234e+00
1.167713542708541752e+01,1.290279623478200133e+00,1.304583955761962288e+00
1.167913582716543353e+01,1.288959028018111352e+00,1.277461196168850677e+00
1.168113622724544953e+01,1.287641507036647592e+00,1.291310236893518315e+00
1.168313662732546554e+01,1.286327021335120557e+00,1.297053283466718776e+00
1.168513702740548155e+01,1.285015531513246767e+00,1.275314683457507314e+00
1.168713742748549755e+01,1.283706997970090358e+00,1.283635084070739119e+00
1.168913782756551356e+01,1.282401380905125565e+00,1.287750297000386457e+00
1.169113822764552779e+01,1.281098640319416671e+00,1.287471133892264863e+00
1.169313862772554558e+01,1.279798736016920069e+00,1.283867503693203016e+00
1.169513902780555981e+01,1.278501627605922897e+00,1.298987498596719581e+00
1.169713942788557759e+01,1.277207274500581802e+00,1.276426279030851374e+00
1.169913982796559182e+01,1.275915635922625579e+00,1.288575244459143843e+00
1.170114022804560960e+01,1.274626670903152847e+00,1.296475531649196711e+00
1.170314062812562383e+01,1.273340338284600470e+00,1.267879375871906911e+00
1.170514102820564162e+01,1.272056596722810573e+00,1.268563338198673174e+00
1.170714142828565585e+01,1.270775404689271415e+00,1.261148624347991243e+00
1.170914182836567363e+01,1.269496720473464846e+00,1.277289746047546748e+00
1.171114222844568786e+01,1.268220502185388732e+00,1.283071701065362724e+00
1.171314262852570565e+01,1.266946707758189516e+00,1.250253541190581963e+00
1.171514302860571988e+01,1.265675294950977969e+00,1.257153328507061296e+00
1.171714342868573766e+01,1.264406221351756621e+00,1.259020860671399733e+00
1.171914382876575189e+01,1.263139444380532161e+00,1.286076977083042694e+00
1.172114422884576967e+01,1.261874921292546414e+00,1.258938080485024757e+00
1.172314462892578391e+01,1.260612609181695820e+00,1.265200651848778612e+00
1.172514502900580169e+01,1.259352464984073494e+00,1.248116518103691064e+00
1.172714542908581592e+01,1.258094445481700685e+00,1.267625223068232776e+00
1.172914582916583370e+01,1.256838507306385910e+00,1.247176099014461803e+00
1.173114622924584793e+01,1.255584606943778603e+00,1.255729594056297138e+00
1.173314662932586572e+01,1.254332700737550654e+00,1.244843857079330540e+00
1.173514702940587995e+01,1.253082744893777356e+00,1.252990390975603274e+00
1.173714742948589773e+01,1.251834695485448457e+00,1.251202136512474805e+00
1.173914782956591196e+01,1.250588508457182613e+00,1.253656338306568196e+00
1.174114822964592975e+01,1.249344139630070627e+00,1.252276139902740892e+00
1.174314862972594398e+01,1.248101544706730293e+00,1.266979888783214658e+00
1.174514902980596176e+01,1.246860679276488693e+00,1.240394512027245044e+00
1.174714942988597599e+01,1.245621498820779216e+00,1.259747330776407770e+00
1.174914982996599377e+01,1.244383958718665806e+00,1.248414354761177014e+00
1.175115023004600801e+01,1.243148014252585920e+00,1.242273545083785846e+00
1.175315063012602579e+01,1.241913620614226277e+00,1.245866721658671405e+00
1.175515103020604002e+01,1.240680732910607542e+00,1.244117017179140028e+00
1.175715143028605780e+01,1.239449306170312015e+00,1.248804863794140685e+00
1.175915183036607203e+01,1.238219295349920923e+00,1.247233325806482940e+00
1.176115223044608982e+01,1.236990655340590717e+00,1.244021581364959772e+00
1.176315263052610405e+01,1.235763340974840752e+00,1.239303787342943552e+00
1.176515303060612183e+01,1.234537307033482634e+00,1.219678242477029606e+00
1.176715343068613606e+01,1.233312508252758954e+00,1.242777122277419766e+00
1.176915383076615385e+01,1.232088899331624354e+00,1.244135604791781313e+00
1.177115423084616808e+01,1.230866434939232423e+00,1.235575478134475658e+00
1.177315463092618586e+01,1.229645069722567374e+00,1.233656295353234178e+00
1.177515503100620009e+01,1.228424758314280663e+00,1.221018901001236001e+00
1.177715543108621787e+01,1.227205455340666607e+00,1.230952308765338676e+00
1.177915583116623210e+01,1.225987115429845176e+00,1.235569357365368770e+00
1.178115623124624989e+01,1.224769693220082001e+00,1.212706832095065579e+00
1.178315663132626412e+01,1.223553143368310003e+00,1.219857947973349566e+00
1.178515703140628190e+01,1.222337420558787136e+00,1.217995733840824935e+00
1.178715743148629613e+01,1.221122479511953962e+00,1.234342443161133840e+00
1.178915783156631392e+01,1.219908274993422692e+00,1.216278193726811452e+00
1.179115823164632815e+01,1.218694761823161610e+00,1.201510354479982778e+00
1.179315863172634593e+01,1.217481894884809401e+00,1.219706448156113732e+00
1.179515903180636016e+01,1.216269629135178221e+00,1.230129557342754199e+00
1.179715943188637794e+01,1.215057919613882653e+00,1.214146470835047120e+00
1.179915983196639218e+01,1.213846721453154087e+00,1.210191462297939058e+00
1.180116023204640996e+01,1.212635989887772325e+00,1.215436854095879315e+00
1.180316063212642419e+01,1.211425680265180160e+00,1.228870145989628737e+00
1.180516103220644197e+01,1.210215748055706753e+00,1.208309483219059510e+00
1.180716143228645620e+01,1.209006148862967978e+00,1.207058225525313055e+00
1.180916183236647399e+01,1.207796838434371134e+00,1.212573890341608562e+00
1.181116223244648822e+01,1.206587772671784853e+00,1.199529023100170733e+00
1.181316263252650600e+01,1.205378907642310038e+00,1.189204499569384677e+00
1.181516303260652023e+01,1.204170199589206680e+00,1.206285180290762149e+00
1.181716343268653802e+01,1.202961604942911711e+00,1.200017551513476777e+00
1.181916383276655225e+01,1.201753080332206958e+00,1.205957343275425142e+00
1.182116423284657003e+01,1.200544582595465926e+00,1.202523923811085638e+00
1.182316463292658426e+01,1.199336068792045573e+00,1.205205596739777896e+00
1.182516503300660204e+01,1.198127496213742482e+00,1.188032766690120701e+00
1.182716543308661628e+01,1.196918822396385140e+00,1.200755551870855697e+00
1.182916583316663406e+01,1.195710005131483955e+00,1.187286856671037727e+00
1.183116623324664829e+01,1.194501002478000284e+00,1.198596008629781107e+00
1.183316663332666607e+01,1.193291772774165205e+00,1.189611744647556923e+00
1.183516703340668030e+01,1.192082274649409079e+00,1.209324619950110202e+00
1.183716743348669809e+01,1.190872467036321547e+00,1.182649881955065485e+00
1.183916783356671232e+01,1.189662309182713207e+00,1.167752273007015118e+00
1.184116823364673010e+01,1.188451760663698398e+00,1.190242232677077849e+00
1.184316863372674433e+01,1.187240781393862132e+00,1.183187431890982522e+00
1.184516903380676212e+01,1.186029331639437467e+00,1.177379508202200276e+00
1.184716943388677635e+01,1.184817372030551041e+00,1.187397109966245923e+00
1.184916983396679413e+01,1.183604863573466393e+00,1.200336091733981370e+00
1.185117023404680836e+01,1.182391767662882787e+00,1.181185955984568547e+00
1.185317063412682614e+01,1.181178046094212952e+00,1.174629830930219887e+00
1.185517103420684037e+01,1.179963661075906112e+00,1.194354684371572883e+00
1.185717143428685816e+01,1.178748575241731489e+00,1.190227766925757269e+00
1.185917183436687239e+01,1.177532751663092458e+00,1.177982630948069653e+00
1.186117223444689017e+01,1.176316153861286518e+00,1.171179238600509098e+00
1.186317263452690440e+01,1.175098745819778800e+00,1.182396326692370492e+00
1.186517303460692219e+01,1.173880491996405206e+00,1.167195741068718151e+00
1.186717343468693642e+01,1.172661357335573307e+00,1.166605914773854336e+00
1.186917383476695420e+01,1.171441307280374655e+00,1.163486106442757739e+00
1.187117423484696843e+01,1.170220307784680225e+00,1.175613755968797136e+00
1.187317463492698622e+01,1.168998325325130816e+00,1.183959170731041732e+00
1.187517503500700045e+01,1.167775326913088163e+00,1.168420506061344177e+00
1.187717543508701823e+01,1.166551280106469690e+00,1.184094298339140483e+00
1.187917583516703246e+01,1.165326153021522426e+00,1.145918392120282681e+00
1.188117623524705024e+01,1.164099914344465025e+00,1.163794607212663257e+00
1.188317663532706447e+01,1.162872533343053405e+00,1.145936490061029600e+00
1.188517703540708226e+01,1.161643979877988953e+00,1.170374479655463817e+00
1.188717743548709649e+01,1.160414224414240802e+00,1.172984301597295831e+00
1.188917783556711427e+01,1.159183238032189811e+00,1.141405043509529316e+00
1.189117823564712850e+01,1.157950992438665727e+00,1.150181009225365925e+00
1.189317863572714629e+01,1.156717459977793405e+00,1.157017864146091979e+00
1.189517903580716052e+01,1.155482613641709566e+00,1.140444648370261493e+00
1.189717943588717830e+01,1.154246427081072834e+00,1.145174023999844914e+00
1.189917983596719253e+01,1.153008874615428336e+00,1.142565154884259471e+00
1.190118023604721031e+01,1.151769931243342704e+00,1.151842995625318666e+00
1.190318063612722455e+01,1.150529572652380095e+00,1.142350987256127937e+00
1.190518103620724233e+01,1.149287775228831077e+00,1.137149644707008855e+00
1.190718143628725656e+01,1.148044516067261656e+00,1.139237646601884979e+00
1.190918183636727434e+01,1.146799772979801180e+00,1.144673718295769582e+00
1.191118223644728857e+01,1.145553524505231735e+00,1.145201367568109863e+00
1.191318263652730636e+01,1.144305749917799986e+00,1.141252864734480177e+00
1.191518303660732059e+01,1.143056429235813409e+00,1.153768770564516322e+00
1.191718343668733837e+01,1.141805543229942099e+00,1.136988551406757031e+00
1.191918383676735260e+01,1.140553073431289643e+00,1.140321994624684976e+00
1.192118423684737039e+01,1.139299002139154249e+00,1.144000500477152293e+00
1.192318463692738462e+01,1.138043312428541176e+00,1.133444795242716685e+00
1.192518503700740240e+01,1.136785988157350102e+00,1.148766159717958812e+00
1.192718543708741663e+01,1.135527013973303134e+00,1.141933395919798588e+00
1.192918583716743441e+01,1.134266375320527542e+00,1.140936228113111461e+00
1.193118623724744864e+01,1.133004058445867601e+00,1.123307960907645509e+00
1.193318663732746643e+01,1.131740050404837605e+00,1.129374861885792836e+00
1.193518703740748066e+01,1.130474339067289780e+00,1.135036028978118727e+00
1.193718743748749844e+01,1.129206913122711819e+00,1.138586855990181279e+00
1.193918783756751267e+01,1.127937762085224671e+00,1.120892456564017925e+00
1.194118823764753046e+01,1.126666876298199060e+00,1.120736580675713245e+00
1.194318863772754469e+01,1.125394246938561604e+00,1.111602118180460064e+00
1.194518903780756247e+01,1.124119866020708347e+00,1.108584329399627588e+00
1.194718943788757670e+01,1.122843726400094333e+00,1.132731803106935997e+00
1.194918983796759449e+01,1.121565821776427274e+00,1.120730301988098532e+00
1.195119023804760872e+01,1.120286146696523710e+00,1.124968859081450390e+00
1.195319063812762650e+01,1.119004696556757050e+00,1.128970652694323729e+00
1.195519103820764073e+01,1.117721467605168328e+00,1.116889194549462561e+00
1.195719143828765851e+01,1.116436456943156630e+00,1.117009228854703551e+00
1.195919183836767274e+01,1.115149662526823793e+00,1.104522807279943342e+00
