w,a,theta_obs,P
1.270907505197752085e+00,3.374600127337517019e-01,4.761335690007989507e-01,7.834309033339352524e-02
1.288157358597334046e+00,1.530291109288196005e-01,1.886176028765526036e-01,4.438523372961027287e-03
7.436017952599156544e-01,4.924479326917776123e-01,1.165266659449036624e+00,2.695502064832358460e-03
4.801722208140518089e-01,3.131593229419220581e-01,1.551401136858729046e+00,7.209000222998366322e-05
4.220292650782054289e-01,3.611144417649665428e-01,5.492160177091746087e-01,1.758819135609884603e-04
1.308357008883349604e+00,1.995292765119760225e-01,6.093458014582850968e-01,8.078315358790872855e-03
6.335797984420896700e-01,2.950346865579939748e-01,1.232811003797880556e+00,2.823645018510990436e-04
1.247563118038477192e+00,3.872000659749228468e-01,5.152216982454226324e-01,1.383104854714201082e-01
9.907045478314768783e-01,4.111882702172488524e-01,2.613095681023087646e+00,1.743976225683024949e-03
4.824709517436448492e-01,2.800522762937568966e-01,2.208787422286067503e+00,5.825884804541504359e-05
7.456026178750473354e-01,3.161424374480398258e-01,1.042437612417353110e+00,9.504174770430268843e-04
1.248776557349356109e+00,3.864375439541095636e-01,2.061242424162523790e+00,4.107059073183951664e-03
1.331158084002941555e+00,2.426977294225325099e-01,2.593634086486130919e+00,2.102640039688226034e-03
6.585954139222297554e-01,3.311658118273135831e-01,1.193741761750608532e+00,4.709512245512922175e-04
1.214614677259761466e+00,4.987872518306023517e-01,2.572859060683637900e+00,6.155276489362778054e-03
2.744275636942010710e-01,2.697202954628139526e-01,2.889623455355704085e+00,8.165853261963760651e-06
8.873956370421448581e-01,2.388481392315333629e-01,1.126406605436217623e+00,8.838636126407582510e-04
3.799306422705084341e-01,4.613361769094839193e-01,1.086661946883176411e+00,1.065517495873973106e-04
1.451194542519795849e+00,2.120702515417803857e-01,1.933769877034747564e+00,2.310936212649641799e-03
1.107881464086623247e+00,3.595020694190286803e-01,6.488869301686183144e-01,2.897345797071351065e-02
6.608445485000140618e-01,2.966421988212825656e-01,3.482485342028193709e-01,1.053512400942216865e-03
1.449804249842834514e+00,3.354530033331480920e-01,2.355636709707368048e+00,5.326933256904872217e-03
3.302509745734101276e-01,2.282644766830791427e-01,1.988269606867228534e+00,8.570735809991020647e-06
7.839230291799196282e-01,3.592289464116902864e-01,6.711728723683781928e-01,3.443921616388632805e-03
6.011364729097311566e-01,4.121194471633445877e-01,8.450448540228180372e-01,9.997872921729948105e-04
1.490160365625311734e+00,1.309118942228690852e-01,2.847881724471594267e-01,5.490462611514044036e-03
3.150044692720830319e-01,4.863755699854748760e-01,2.310707241082964991e+00,3.200773432698520560e-05
8.858757518585617108e-01,2.455525492269479693e-01,2.317277530387045648e+00,4.626114746901213910e-04
4.896850319252342709e-01,2.387274252408792263e-01,1.364922479180629811e+00,5.086537852847255217e-05
1.104112350233690032e+00,2.032072580782388893e-01,5.561660141328510498e-01,3.723658450238055521e-03
8.118360270169694415e-01,4.852156551910665194e-01,3.970738188289451576e-01,2.323230402451153392e-02
1.308817854121557600e+00,1.244362904209872084e-01,2.958214469887996856e+00,7.057249852826201616e-04
1.130955685395664156e+00,1.171448320512604307e-01,1.483745538180442303e+00,3.216755130136540177e-04
1.189669855892441230e+00,3.085822344912921844e-01,2.095984357768388762e+00,2.104477000620204406e-03
6.091298728117375827e-01,1.531543917407834909e-01,2.561570047609019518e+00,5.513754254081474823e-05
4.032106569253519068e-01,4.740005095411395364e-01,6.574439445447897157e-01,2.707489011864613556e-04
7.022112713869206324e-01,4.960499705099643553e-01,1.496767410590290392e+00,1.046869680280543887e-03
2.486758131868071486e-01,3.797533974238446186e-01,1.340951922723036427e+00,8.503501568208269898e-06
5.165226143329689767e-01,1.445524149186931673e-01,8.734295181440393518e-01,3.433856030711242952e-05
9.985753634468857998e-01,2.133996807707089494e-01,3.228187218666997982e-01,3.193709185538780825e-03
4.623603557967009836e-01,2.832522629620307097e-01,2.033861007303575441e+00,4.795624448293921664e-05
2.502615519131125565e-01,4.973059699498582065e-01,1.195412628659048432e-01,4.527630958159891371e-05
9.323866992834031198e-01,1.044348635287081911e-01,1.206287593108461120e+00,1.441780210712264568e-04
1.214660805112293573e+00,1.062068248578860730e-01,2.736503305731668778e+00,4.017507858933267416e-04
4.458906259845141218e-01,4.992087060915909036e-01,1.378868295388460119e+00,1.729412920120316848e-04
1.400076711995698941e+00,2.353332755923195352e-01,2.980725956541023791e+00,2.451411991924151018e-03
6.442491758621132769e-01,2.811846448857244773e-01,2.960129551138079851e+00,2.025369402483142797e-04
8.894716790831982411e-01,4.397566371733035440e-01,1.983550694335539433e+00,1.371898046685890047e-03
1.022877324691650491e+00,1.493410382875628994e-01,1.116286176700136856e+00,5.320139097602288652e-04
9.129365367333884818e-01,4.465201798019023949e-01,2.599972710335766712e-01,4.166631069345315408e-02
9.573339324548952867e-01,3.815285289289959136e-01,2.716762265153903844e+00,1.347378031666166204e-03
3.344966380453962551e-01,4.549311620108240084e-01,4.846766896110255574e-01,1.162900015181139355e-04
8.503656703332920230e-01,4.296531691747229043e-01,2.293872995211096999e+00,1.050140525853725769e-03
1.174788338893624662e+00,1.509010309729114097e-01,2.786592806761239327e+00,6.376975412352416323e-04
3.839115586804132674e-01,2.148262425627857908e-01,2.809523707285993321e+00,1.900721251295424145e-05
1.407345185879167682e+00,3.866936144036576817e-01,9.911966843237504099e-01,7.854035680615917281e-02
2.824781370994506879e-01,3.567084005077476583e-01,3.598687872594044657e-01,3.081802132936059562e-05
1.213989566282195787e+00,3.329147277094955948e-01,7.299639347868253081e-01,3.097806395262654375e-02
7.030427925629033625e-01,1.325052532748031975e-01,2.690647626664397940e+00,7.640766359812113055e-05
5.817381495955693538e-01,3.608375724979113741e-01,2.425240904562275812e+00,1.920284494132295974e-04
1.304399118915835265e+00,2.651847108322021307e-01,1.911715137444771395e+00,2.367823308288649186e-03
1.267170605473212142e+00,1.709008059558646542e-01,2.201886722071198843e+00,9.199175067043706498e-04
9.891319443274049217e-01,4.376240630513971719e-01,3.356024829678863619e-01,6.272672068921909816e-02
6.955879121310846180e-01,1.639446193816136155e-01,1.880388451786647819e+00,8.120229446867497508e-05
1.226485529576911260e+00,4.863633317489119423e-01,2.183478777786978853e+00,6.400431174845649940e-03
3.958916246887745904e-01,4.213274659012303247e-01,1.008302952494531529e-01,2.575907588144284795e-04
7.199687281742558342e-01,3.760122778188699777e-01,7.668060503139285666e-01,2.169743882398608194e-03
7.476546768700533807e-01,4.383984259180170318e-01,2.461539720433778111e+00,6.732865768577132263e-04
4.067255103709201958e-01,2.728832844441283489e-01,1.431882348593651377e+00,2.980288003192678345e-05
7.242171957795470183e-01,3.744625101057530436e-01,1.377381054679840400e+00,7.310800184215929731e-04
6.779316280929708061e-01,3.996862893926942939e-01,1.807861467009902467e+00,4.119514651953629439e-04
3.864041584832635934e-01,2.790882144920051045e-01,1.373443692039864272e+00,2.648436326454023656e-05
3.927611905249748792e-01,3.643715683915857984e-01,2.876953529442873414e+00,5.111549559575754881e-05
1.455173847443720136e+00,3.514661706409934472e-01,5.470727050747696829e-01,2.495294167345399605e-01
2.893838887642414814e-01,2.938172002805780614e-01,1.476699218040035788e+00,8.445428218099429110e-06
3.610432498469938745e-01,1.239070596975007654e-01,2.753833718050388679e+00,5.492934761878168772e-06
1.456815904895204961e+00,3.885147788045541506e-01,2.954764798889489619e+00,7.328806781877943675e-03
1.435424717638210224e+00,1.649715587943284822e-01,2.371155364447226521e+00,1.416311638202672092e-03
6.360323123003945867e-01,2.941489410146571615e-01,6.979872833820255362e-01,6.034670015543891052e-04
3.336262176568269289e-01,2.973847019165005712e-01,7.878048884698092280e-01,2.977507570876910352e-05
9.912583373679609844e-01,2.104072563196208723e-01,1.195291426939674162e-01,3.224680447526875535e-03
7.695263828034202280e-01,1.324407353862965542e-01,1.440309230398188145e+00,8.875328487256352219e-05
1.437674143530236703e+00,4.813124936869253578e-01,1.660295111445163174e+00,2.311481636558011116e-02
3.668359839358569241e-01,3.694368235802924505e-01,9.157761100880091876e-01,6.601598678767171401e-05
1.211681851211777960e+00,4.051327893891554788e-01,2.075032857741768044e+00,3.999451580678948723e-03
2.322848236476090789e-01,2.098768938523006833e-01,3.223631259450178699e-01,3.930691651596482092e-06
4.699488337547963468e-01,1.711057408532274948e-01,8.817856258015441817e-01,3.328130923921159847e-05
5.906872195669736758e-01,3.536821140531569707e-01,6.605019740441906428e-01,7.528462063720138195e-04
4.137554817728424927e-01,3.633884253515624607e-01,1.692329039903073262e+00,4.996125594609482172e-05
1.233461505243717005e+00,3.859435571064041559e-01,4.363667983551796636e-01,1.460589305262010029e-01
4.256647641202932486e-01,3.832900849485536554e-01,2.687447365698410473e-01,2.638438070995086332e-04
7.989702240725616855e-01,2.119981794130111619e-01,2.031854165558755199e+00,2.293771509035817137e-04
3.681447322851009729e-01,4.790268094370721541e-01,8.383239246750824325e-01,1.434976319883084456e-04
1.208820186720285905e+00,2.954454561995484285e-01,1.104635308638679120e-01,4.063110715590453198e-02
1.072652634971680730e+00,3.840740319718743412e-01,2.535873049131729395e+00,2.085387606417305438e-03
2.637030950798066042e-01,3.798255749326302499e-01,1.381203373221909336e+00,1.048799115441614484e-05
4.335434109963562932e-01,4.605587929210535614e-01,7.329686751443246218e-01,3.232096091855559783e-04
1.012159465521089485e+00,3.497630673648656208e-01,2.057984359298910437e+00,1.429771170933030354e-03
7.492581365452288811e-01,3.735464531666073951e-01,7.573562873865542500e-01,2.670355819052340398e-03
5.927451827018523911e-01,1.736545384320979935e-01,3.178726569801486046e-01,1.460297794190426471e-04
1.018551390983018612e+00,2.733937937927124473e-01,5.606483303044962341e-01,6.578168787536231230e-03
1.349562248551587684e+00,3.873071324586579434e-01,5.948834119544877952e-01,2.171218603058296115e-01
8.104445282153293073e-01,2.116505892661364185e-01,1.398024473728080863e-01,1.162858789796976204e-03
4.902198194398169617e-01,1.922561426652353855e-01,3.287923794543485267e-01,7.995977736619798123e-05
8.940976591889144842e-01,3.755337426102237086e-01,2.210999180028480282e+00,9.958890178686980767e-04
9.750349530009960741e-01,1.230495552626358347e-01,2.818945187452728263e+00,2.332606920863482453e-04
4.724487883242262654e-01,4.244699843337415013e-01,2.047480255250003101e+00,1.092599553735819682e-04
1.151791006208384927e+00,1.282015951391687059e-01,2.949879569537335655e+00,4.665157821118261780e-04
9.050227378422948110e-01,1.087124727868483964e-01,1.536544260654305383e+00,1.080705064570416154e-04
1.053764908091744168e+00,3.309585629264633622e-01,9.898397788935657804e-01,7.013444825293677770e-03
7.889893689307679869e-01,4.114944160266880147e-01,8.819732493354400793e-01,3.896479665705296445e-03
7.702934218905015396e-01,1.423584579972708153e-01,1.341141482988701394e+00,1.120797812381767118e-04
4.731761940471643779e-01,1.505458436149252899e-01,2.826480815212867093e+00,2.239170039558581742e-05
1.359107086875997128e+00,4.482368638808028050e-01,2.377153594853261165e+00,8.002021224729743282e-03
4.565642397442084000e-01,2.034897244628111612e-01,1.308874516638634244e-01,7.140202981463037043e-05
5.241813004680676569e-01,4.956828373582923275e-01,1.774079239241045824e+00,2.302662016201048286e-04
6.726088290095072475e-01,2.934868411845434899e-01,1.067328907340421074e+00,4.634807460718013447e-04
1.464968834017923660e+00,2.772328704099404351e-01,2.991695601867061960e+00,3.813143397445305574e-03
9.174465911861300338e-01,2.758580513231139175e-01,1.037729595798059234e+00,1.770769814170794531e-03
3.900164196438528075e-01,2.019692547723619946e-01,2.071031951674579652e+00,1.343259780639677800e-05
1.291391599014340530e+00,1.787546992094041221e-01,2.727725623539491995e+00,1.163871788517379562e-03
5.774431662042228686e-01,4.711967482616430392e-01,4.455839609067038798e-01,2.238821112098936250e-03
2.272330171210647787e-01,2.677155193840894953e-01,2.369746744779412495e+00,3.262679227464202264e-06
1.151968069845721976e+00,3.227173183117056365e-01,2.559458681221230325e+00,1.999360771996550826e-03
1.450164567121614567e+00,1.773308611959326098e-01,1.570561767166954725e+00,2.014777644495460186e-03
1.363263747328643971e+00,4.281587033862191971e-01,1.317875464801796515e-01,1.360157977891375269e+00
2.490191748734730814e-01,3.387218932739717858e-01,1.573610101579143938e+00,5.900308271689905060e-06
8.004587597649367448e-01,1.569108933810677842e-01,1.058172648120395687e+00,2.210841082951996845e-04
4.481409910936439700e-01,3.634737886846482469e-01,1.706982783519797930e+00,6.838583235871984833e-05
5.942979587440855305e-01,4.311467994694602179e-01,2.990736771353638357e+00,2.969121166704039483e-04
4.434784924204107637e-01,4.115241065107566043e-01,2.801722748668173391e-01,3.969360954033483301e-04
1.219254729540461213e+00,1.488806331003329209e-01,2.820090848479274381e+00,7.168576660543029633e-04
5.643070107217836862e-01,4.328854624513565619e-01,1.943601597308776685e-01,1.752372276217791132e-03
1.455622700594805030e+00,2.900314072386016018e-01,1.872250618523729315e+00,4.557828022743804115e-03
8.823989536745336926e-01,3.654302605596528863e-01,4.145109675910872427e-01,1.059659479487863251e-02
9.436921011779401125e-01,1.298751887556627016e-01,2.904011884305317981e+00,2.295563170011763487e-04
1.224191381234312370e+00,3.151376740519071795e-01,8.775892930455666541e-01,1.805471616892289147e-02
1.084865595938013794e+00,1.967745758533902822e-01,1.828135627102360328e+00,6.567798974456895075e-04
1.320961016321161141e+00,2.562376821575166885e-01,1.736828508755190681e+00,2.584426846232577412e-03
3.655370888050123446e-01,2.475247534061303378e-01,3.477953855823899265e-01,3.990429230893225690e-05
8.442281904005625170e-01,1.373055880738189016e-01,1.805591607026213463e+00,1.227720025867940835e-04
9.117203334877193033e-01,1.777406148416632026e-01,1.700703952490668858e+00,2.807781714887386021e-04
3.418847658799770151e-01,3.385840788508772681e-01,2.205921513274257340e+00,2.215639394898262325e-05
1.152406133860924831e+00,3.382047042429462969e-01,2.040358148715642805e+00,2.246672774936434806e-03
7.901897083085921425e-01,3.228274369813479150e-01,1.678294104051220925e+00,5.348310750986133523e-04
1.006199028332414258e+00,1.342674440661414670e-01,6.076581776507637978e-01,6.882879270463219696e-04
1.322380417778481920e+00,4.635830154581682683e-01,1.714332388911376626e+00,1.160167195288529761e-02
1.120965143993307489e+00,4.046114568629284869e-01,2.809254240106030753e+00,2.729384631454629534e-03
1.202474032597190989e+00,3.875218912746034583e-01,2.574272606269388142e+00,3.318681948488381994e-03
5.806606400709375393e-01,1.735660550621016540e-01,8.546054234215697543e-01,8.745979959767236631e-05
7.814441529629475580e-01,2.792000860589261002e-01,2.382819864658540510e-01,2.223750844355556425e-03
1.400163373528189092e+00,4.336409251540842558e-01,1.851676087924296610e+00,1.056637441103871339e-02
7.057260239825999815e-01,2.584268850771127002e-01,1.956575318858933432e+00,2.035938806091824849e-04
8.125475739157235200e-01,2.259024971348443378e-01,2.213875765566670761e+00,2.840174661989907767e-04
3.691048688632320718e-01,2.442982344658873317e-01,1.859324910744920345e+00,1.453213872299819087e-05
