t,K,I,C,dK_dt,dK_dt_noisy
2.307661532306461183e+01,7.455449283394609272e-02,5.930294394233276423e-01,4.131794308145230188e-01,-1.030518154611997916e-03,-1.817494978261691846e-02
2.308461692338467586e+01,7.454645967441130006e-02,5.928300415754200747e-01,4.128953350725830806e-01,-9.773816904165566477e-04,-3.945480268592376979e-04
2.309261852370473989e+01,7.453885141157375049e-02,5.926305016428371486e-01,4.126116087571762292e-01,-9.243122563448169515e-04,-3.681969601139906730e-03
2.310062012402480391e+01,7.453166752110733373e-02,5.924308218325456954e-01,4.123282548876519016e-01,-8.713068692981218444e-04,-1.502889989462057908e-02
2.310862172434486794e+01,7.452490750290170773e-02,5.922310043534615431e-01,4.120452764675704427e-01,-8.183625497559243733e-04,-5.522737070008069439e-03
2.311662332466493197e+01,7.451857088106225713e-02,5.920310514164498494e-01,4.117626764847029386e-01,-7.654763215552695677e-04,4.617718987561462117e-03
2.312462492498499600e+01,7.451265720391017644e-02,5.918309652343252125e-01,4.114804579110313831e-01,-7.126452116680281890e-04,7.087288460828000073e-04
2.313262652530506003e+01,7.450716604398240073e-02,5.916307480218510051e-01,4.111986237027485669e-01,-6.598662499748275678e-04,1.720359164439701303e-03
2.314062812562512406e+01,7.450209699803163332e-02,5.914304019957400405e-01,4.109171768002580771e-01,-6.071364690372893502e-04,-6.416561981640865261e-03
2.314862972594518808e+01,7.449744968702635972e-02,5.912299293746545725e-01,4.106361201281743534e-01,-5.544529038671308641e-04,7.532262438797244705e-03
2.315663132626525211e+01,7.449322375615080594e-02,5.910293323792056297e-01,4.103554565953227984e-01,-5.018125916927962393e-04,-1.040706539389853278e-03
2.316463292658531614e+01,7.448941887480496626e-02,5.908286132319537920e-01,4.100751890947393341e-01,-4.492125717231731930e-04,7.665670055998998270e-03
2.317263452690538017e+01,7.448603473660461716e-02,5.906277741574086360e-01,4.097953205036710678e-01,-3.966498849095334567e-04,2.125604742611421349e-02
2.318063612722544420e+01,7.448307105938127559e-02,5.904268173820291787e-01,4.095158536835757368e-01,-3.441215737038649802e-04,-2.044167725353499693e-02
2.318863772754550823e+01,7.448052758425138808e-02,5.902257451449224313e-01,4.092367915082169016e-01,-2.916246843056580218e-04,-5.536841562784811620e-03
2.319663932786557226e+01,7.447840406766943755e-02,5.900245597507852713e-01,4.089581370029433671e-01,-2.391562782257383724e-04,-4.315174950897155575e-04
2.320464092818563628e+01,7.447670028949714138e-02,5.898232634521389794e-01,4.086798930360021620e-01,-1.867134043506135654e-04,-7.721219826014162103e-03
2.321264252850570031e+01,7.447541605420705813e-02,5.896218584935175588e-01,4.084020624345545691e-01,-1.342931098024802150e-04,9.848333940810492793e-03
2.322064412882576434e+01,7.447455119014734226e-02,5.894203471248952164e-01,4.081246480199208770e-01,-8.189244288714370157e-05,-3.765364617979762192e-03
2.322864572914582837e+01,7.447410554954174422e-02,5.892187316016863630e-01,4.078476526075803243e-01,-2.950845284502290333e-05,1.631334957833706703e-02
2.323664732946589240e+01,7.447407900848961038e-02,5.890170141847451690e-01,4.075710790071711553e-01,2.286181039917734026e-05,7.321202700134152655e-03
2.324464892978595643e+01,7.447447146696585529e-02,5.888151971403664531e-01,4.072949300224905644e-01,7.522129648832032167e-05,4.081619402372584776e-03
2.325265053010602045e+01,7.447528284882103111e-02,5.886132827402849044e-01,4.070192084514947517e-01,1.275729548873283381e-04,-2.408540654194372098e-04
2.326065213042608448e+01,7.447651310178123041e-02,5.884112732616753050e-01,4.067439170862989783e-01,1.799197351391723654e-04,8.388716020586092781e-03
2.326865373074614851e+01,7.447816219744819721e-02,5.882091709871526408e-01,4.064690587131774557e-01,2.322645871229156445e-04,4.959272752252729538e-03
2.327665533106621254e+01,7.448023013129922987e-02,5.880069782047719906e-01,4.061946361125632898e-01,2.846104613133948469e-04,1.471303406458668479e-02
2.328465693138627657e+01,7.448271692268722266e-02,5.878046972080286370e-01,4.059206520590486478e-01,3.369603090431216863e-04,4.393697465651322416e-03
2.329265853170634060e+01,7.448562261484067970e-02,5.876023302958579553e-01,4.056471093213847579e-01,3.893170827658776201e-04,1.052385102395376679e-02
2.330066013202640463e+01,7.448894727486368716e-02,5.873998797726354137e-01,4.053740106624817985e-01,4.416837363221959301e-04,4.419731103768618358e-03
2.330866173234646865e+01,7.449269099373592717e-02,5.871973479481765734e-01,4.051013588394087872e-01,4.940632252065646490e-04,3.761235726024182106e-03
2.331666333266653268e+01,7.449685388631269167e-02,5.869947371377373102e-01,4.048291566033939137e-01,5.464585068367111553e-04,-1.489691046102143042e-02
2.332466493298659671e+01,7.450143609132482692e-02,5.867920496620134818e-01,4.045574066998243179e-01,5.988725408246353688e-04,6.736578171091001403e-04
2.333266653330666074e+01,7.450643777137881674e-02,5.865892878471411498e-01,4.042861118682460897e-01,6.513082892490584808e-04,4.528700213634060182e-03
2.334066813362672477e+01,7.451185911295671316e-02,5.863864540246963575e-01,4.040152748423643247e-01,7.037687169307582646e-04,-1.082149929678165659e-02
2.334866973394678880e+01,7.451770032641617802e-02,5.861835505316954631e-01,4.037448983500430688e-01,7.562567917083484748e-04,-1.295547895429257322e-02
2.335667133426685282e+01,7.452396164599044137e-02,5.859805797105949177e-01,4.034749851133054288e-01,8.087754847169170702e-04,-2.194743783473879824e-03
2.336467293458691685e+01,7.453064332978835693e-02,5.857775439092912650e-01,4.032055378483335173e-01,8.613277706676636392e-04,3.784368426012538807e-03
2.337267453490698088e+01,7.453774565979433275e-02,5.855744454811211419e-01,4.029365592654682859e-01,9.139166281303401362e-04,-1.590181333875418171e-02
2.338067613522704491e+01,7.454526894186842834e-02,5.853712867848613888e-01,4.026680520692098586e-01,9.665450398156638645e-04,4.070422914687718552e-03
2.338867773554710894e+01,7.455321350574624362e-02,5.851680701847289390e-01,4.024000189582171982e-01,1.019215992862088083e-03,1.051932442596488319e-02
2.339667933586717297e+01,7.456157970503900223e-02,5.849647980503808187e-01,4.021324626253083290e-01,1.071932479121406878e-03,-1.379883033452479653e-03
2.340468093618723699e+01,7.457036791723350988e-02,5.847614727569143689e-01,4.018653857574603361e-01,1.124697495448578888e-03,3.516619222058858622e-03
2.341268253650730102e+01,7.457957854369216821e-02,5.845580966848668014e-01,4.015987910358090884e-01,1.177514043991551018e-03,5.795122849764132965e-03
2.342068413682736505e+01,7.458921200965296094e-02,5.843546722202157540e-01,4.013326811356496826e-01,1.230385132483774457e-03,-5.297567868117076043e-03
2.342868573714742908e+01,7.459926876422949549e-02,5.841512017543786239e-01,4.010670587264360543e-01,1.283313774537858665e-03,7.441533479328537107e-03
2.343668733746749311e+01,7.460974928041094745e-02,5.839476876842132347e-01,4.008019264717812002e-01,1.336302989941390296e-03,5.812248252789278986e-03
2.344468893778755714e+01,7.462065405506208837e-02,5.837441324120173913e-01,4.005372870294570120e-01,1.389355804953834594e-03,-1.085384027809072061e-02
2.345269053810762117e+01,7.463198360892329963e-02,5.835405383455292139e-01,4.002731430513944422e-01,1.442475252605462943e-03,6.581609205181930024e-03
2.346069213842768519e+01,7.464373848661053079e-02,5.833369078979268041e-01,4.000094971836834490e-01,1.495664372998167790e-03,1.017392707242834211e-02
2.346869373874774922e+01,7.465591925661534123e-02,5.831332434878283566e-01,3.997463520665728853e-01,1.548926213607110247e-03,-9.105771454160279180e-03
2.347669533906781325e+01,7.466852651130490015e-02,5.829295475392922699e-01,3.994837103344707763e-01,1.602263829584948951e-03,1.021261879045397107e-02
2.348469693938787728e+01,7.468156086692193107e-02,5.827258224818171461e-01,3.992215746159439305e-01,1.655680284066873842e-03,-9.580396536447398359e-04
2.349269853970794131e+01,7.469502296358478122e-02,5.825220707503415696e-01,3.989599475337182732e-01,1.709178648477582829e-03,-1.155708949956787621e-02
2.350070014002800534e+01,7.470891346528737986e-02,5.823182947852443281e-01,3.986988317046786245e-01,1.762762002839812769e-03,-8.496559940928292629e-03
2.350870174034806936e+01,7.472323305989925224e-02,5.821144970323443024e-01,3.984382297398689210e-01,1.816433436084424757e-03,-6.934518615934151531e-03
2.351670334066813339e+01,7.473798249212651457e-02,5.819106799981267342e-01,3.981781443491207440e-01,1.870196030359455586e-03,7.221704146306096375e-03
2.352470494098819742e+01,7.475316254305106045e-02,5.817068462280039487e-01,3.979185783074896121e-01,1.924052868390119242e-03,-2.836167094904385247e-03
2.353270654130826145e+01,7.476877396304525136e-02,5.815029981900694533e-01,3.976595342329663496e-01,1.978007067155757026e-03,-1.904502150070078084e-03
2.354070814162832548e+01,7.478481752870344557e-02,5.812991383616872287e-01,3.974010147453062580e-01,2.032061752576558300e-03,-1.048886136380167665e-02
2.354870974194838951e+01,7.480129404354848854e-02,5.810952692306198264e-01,3.971430224681327670e-01,2.086220059535265348e-03,2.302966611901206394e-03
2.355671134226845354e+01,7.481820433803176851e-02,5.808913932950283687e-01,3.968855600289373231e-01,2.140485132232500254e-03,-1.019058455711889695e-02
2.356471294258851756e+01,7.483554926953320252e-02,5.806875130634722160e-01,3.966286300590794456e-01,2.194860124541786472e-03,-4.457815387879763419e-03
2.357271454290858159e+01,7.485332972236119486e-02,5.804836310549095213e-01,3.963722351937867816e-01,2.249348200366180217e-03,8.312174079915864155e-03
2.358071614322864562e+01,7.487154660775270643e-02,5.802797497986966757e-01,3.961163780721549399e-01,2.303952533996261876e-03,8.885555118978948064e-03
2.358871774354870965e+01,7.489020086387318531e-02,5.800758718345887521e-01,3.958610613371477127e-01,2.358676310468932336e-03,-2.907639860011496970e-03
2.359671934386877368e+01,7.490929345581660848e-02,5.798719997127391723e-01,3.956062876355967983e-01,2.413522725927819135e-03,1.901863296622804608e-03
2.360472094418883771e+01,7.492882537560548173e-02,5.796681359937000400e-01,3.953520596182022451e-01,2.468494987983821387e-03,7.733825801560669129e-03
2.361272254450890173e+01,7.494879764219083973e-02,5.794642832484218076e-01,3.950983799395318408e-01,2.523596316077930668e-03,2.416767545294609167e-03
2.362072414482896576e+01,7.496921130145219048e-02,5.792604440582533876e-01,3.948452512580216678e-01,2.578829941844190676e-03,1.451352870046992115e-02
2.362872574514902979e+01,7.499006742619761245e-02,5.790566210149423743e-01,3.945926762359757700e-01,2.634199109473711609e-03,1.591638659443368048e-02
2.363672734546909382e+01,7.501136711616368524e-02,5.788528167206347108e-01,3.943406575395663194e-01,2.689707076080627424e-03,1.828085889398647088e-03
2.364472894578915785e+01,7.503311149801550339e-02,5.786490337878748003e-01,3.940891978388335048e-01,2.745357112067692285e-03,-9.451617281857945668e-03
2.365273054610922188e+01,7.505530172534669031e-02,5.784452748396057276e-01,3.938382998076856989e-01,2.801152501493514579e-03,1.286916419977830435e-03
2.366073214642928590e+01,7.507793897867935662e-02,5.782415425091688155e-01,3.935879661238991245e-01,2.857096542440734632e-03,1.622593353118017764e-02
2.366873374674934993e+01,7.510102446546418342e-02,5.780378394403040687e-01,3.933381994691182992e-01,2.913192547385146103e-03,1.410171914581448936e-02
2.367673534706941396e+01,7.512455942008035292e-02,5.778341682871500629e-01,3.930890025288557021e-01,2.969443843564928409e-03,1.472672820947644283e-02
2.368473694738947799e+01,7.514854510383553454e-02,5.776305317142436113e-01,3.928403779924918293e-01,3.025853773351877551e-03,1.412720748213397264e-02
2.369273854770954202e+01,7.517298280496595431e-02,5.774269323965203204e-01,3.925923285532753604e-01,3.082425694622359380e-03,-1.986972857548181814e-03
2.370074014802960605e+01,7.519787383863633934e-02,5.772233730193139234e-01,3.923448569083229920e-01,3.139162981129650642e-03,5.904891263261441078e-03
2.370874174834967008e+01,7.522321954693995949e-02,5.770198562783569463e-01,3.920979657586194378e-01,3.196069022876835142e-03,1.400015433430368099e-02
2.371674334866973410e+01,7.524902129889858571e-02,5.768163848797803750e-01,3.918516578090175950e-01,3.253147226490421540e-03,5.933817107907740987e-03
2.372474494898979813e+01,7.527528049046249004e-02,5.766129615401136554e-01,3.916059357682383224e-01,3.310401015594433005e-03,1.209363725990761015e-02
2.373274654930986216e+01,7.530199854451050112e-02,5.764095889862846933e-01,3.913608023488706067e-01,3.367833831185468307e-03,-6.570188463795461481e-03
2.374074814962992619e+01,7.532917691084996259e-02,5.762062699556197432e-01,3.911162602673715072e-01,3.425449132008151487e-03,-8.604296524887575237e-03
2.374874974994999022e+01,7.535681706621669140e-02,5.760030071958439635e-01,3.908723122440661002e-01,3.483250394930886840e-03,2.353996215214556459e-02
2.375675135027005425e+01,7.538492051427508889e-02,5.757998034650806396e-01,3.906289610031475346e-01,3.541241115323029431e-03,1.125954101730252711e-02
2.376475295059011827e+01,7.541348878561801583e-02,5.755966615318517388e-01,3.903862092726770872e-01,3.599424807431278461e-03,9.761217103328764799e-03
2.377275455091018230e+01,7.544252343776690350e-02,5.753935841750776881e-01,3.901440597845840519e-01,3.657805004757569423e-03,1.832210907307849079e-02
2.378075615123024633e+01,7.547202605517168428e-02,5.751905741840772635e-01,3.899025152746658507e-01,3.716385260436827487e-03,2.596273185542011600e-02
2.378875775155031036e+01,7.550199824921079161e-02,5.749876343585679228e-01,3.896615784825878670e-01,3.775169147615331511e-03,3.253420458400928250e-02
2.379675935187037439e+01,7.553244165819120171e-02,5.747847675086655839e-01,3.894212521518836678e-01,3.834160259829189066e-03,-1.994069035519561647e-02
2.380476095219043842e+01,7.556335794734839184e-02,5.745819764548847353e-01,3.891815390299548372e-01,3.893362211383144533e-03,7.896785530243262408e-03
2.381276255251050245e+01,7.559474880884638204e-02,5.743792640281379924e-01,3.889424418680710316e-01,3.952778637730136602e-03,1.439226512177731870e-02
2.382076415283056647e+01,7.562661596177769341e-02,5.741766330697369858e-01,3.887039634213699246e-01,4.012413195849912073e-03,-1.490803802855609345e-02
2.382876575315063050e+01,7.565896115216336204e-02,5.739740864313915836e-01,3.884661064488573179e-01,4.072269564629055205e-03,-1.357194905864163303e-02
2.383676735347069453e+01,7.569178615295296675e-02,5.737716269752098919e-01,3.882288737134070855e-01,4.132351445240434185e-03,2.526193190969440276e-03
2.384476895379075856e+01,7.572509276402458744e-02,5.735692575736990317e-01,3.879922679817612297e-01,4.192662561522703113e-03,2.318513626880395334e-02
2.385277055411082259e+01,7.575888290929347346e-02,5.733669812082404782e-01,3.877562921515184113e-01,4.253206640944251493e-03,1.380473682344040068e-02
2.386077215443088662e+01,7.579315860574521724e-02,5.731648009440833968e-01,3.875209492299408476e-01,4.313987420625026159e-03,2.599143248955238655e-02
2.386877375475095064e+01,7.582792172223846994e-02,5.729627196843276593e-01,3.872862420143940998e-01,4.375008695890192367e-03,7.415038509994382326e-03
2.387677535507101467e+01,7.586317415921731144e-02,5.727607403473501391e-01,3.870521733128943764e-01,4.436274285133379180e-03,1.532684896113611570e-02
2.388477695539107870e+01,7.589891785238724042e-02,5.725588658704833245e-01,3.868187459487689717e-01,4.497788029578925206e-03,1.988033281677275416e-02
2.389277855571114273e+01,7.593515477271513270e-02,5.723570992100160959e-01,3.865859627606563209e-01,4.559553793775400488e-03,9.325421467717602900e-03
2.390078015603120676e+01,7.597188692642925512e-02,5.721554433411928375e-01,3.863538266025061119e-01,4.621575466088601036e-03,4.605782329117184132e-03
2.390878175635127079e+01,7.600911635501925168e-02,5.719539012582142146e-01,3.861223403435790069e-01,4.683856959194404590e-03,6.079213491364042314e-03
2.391678335667133481e+01,7.604684513523618516e-02,5.717524759742366181e-01,3.858915068684468652e-01,4.746402210571626368e-03,-3.197494139510175665e-02
2.392478495699139884e+01,7.608507537909248164e-02,5.715511705213724980e-01,3.856613290769927427e-01,4.809215182993653581e-03,8.166205368377645393e-03
2.393278655731146287e+01,7.612380923386195819e-02,5.713499879506901413e-01,3.854318098844107809e-01,4.872299865020135456e-03,-1.362431771851098372e-02
2.394078815763152690e+01,7.616304888207985069e-02,5.711489313322140049e-01,3.852029522212062629e-01,4.935660271487452011e-03,-3.141832489370830969e-03
