t,A,R,S_a,dA_dt,dA_dt_noisy
1.167833566713342641e+01,4.312309675398722231e-01,5.365939276268200109e-01,5.365939276268200109e-01,-3.413882095256171034e-04,-8.906507134213828558e-03
1.168233646729345843e+01,4.312296037721384256e-01,5.365951555477821433e-01,5.365951555477821433e-01,-3.403530052717707033e-04,4.999766797777640930e-03
1.168633726745349044e+01,4.312282441417886747e-01,5.365963818187244883e-01,5.365963818187244883e-01,-3.393202296596009582e-04,1.123483200237369861e-02
1.169033806761352245e+01,4.312268886391688594e-01,5.365976064368574994e-01,5.365976064368574994e-01,-3.382898792853306080e-04,7.647547968511785726e-03
1.169433886777355447e+01,4.312255372546391907e-01,5.365988293994250480e-01,5.365988293994250480e-01,-3.372619507405749673e-04,8.332606692227616588e-03
1.169833966793358648e+01,4.312241899785742572e-01,5.366000507037044231e-01,5.366000507037044231e-01,-3.362364406118423243e-04,6.182321648111420822e-04
1.170234046809361850e+01,4.312228468013631355e-01,5.366012703470061096e-01,5.366012703470061096e-01,-3.352133454808947643e-04,1.143263695700805389e-02
1.170634126825365051e+01,4.312215077134092245e-01,5.366024883266741208e-01,5.366024883266741208e-01,-3.341926619245816354e-04,-5.773890903993742982e-03
1.171034206841368253e+01,4.312201727051303002e-01,5.366037046400857768e-01,5.366037046400857768e-01,-3.331743865150893491e-04,-4.159968758795384164e-03
1.171434286857371454e+01,4.312188417669586271e-01,5.366049192846517046e-01,5.366049192846517046e-01,-3.321585158194417797e-04,-4.757102250642730561e-03
1.171834366873374655e+01,4.312175148893407917e-01,5.366061322578158377e-01,5.366061322578158377e-01,-3.311450464000553762e-04,-6.194551071615682532e-03
1.172234446889377857e+01,4.312161920627378131e-01,5.366073435570557493e-01,5.366073435570557493e-01,-3.301339748143228281e-04,1.945539586926373424e-02
1.172634526905381058e+01,4.312148732776250881e-01,5.366085531798819863e-01,5.366085531798819863e-01,-3.291252976150293996e-04,-1.657197927064687007e-02
1.173034606921384260e+01,4.312135585244923908e-01,5.366097611238387355e-01,5.366097611238387355e-01,-3.281190113497145511e-04,2.511465457248338203e-03
1.173434686937387461e+01,4.312122477938439835e-01,5.366109673865034901e-01,5.366109673865034901e-01,-3.271151125614490951e-04,-9.577296934129678890e-03
1.173834766953390663e+01,4.312109410760809891e-01,5.366121719648593302e-01,5.366121719648593302e-01,-3.261135979526486040e-04,-1.213861233818214376e-02
1.174234846969393864e+01,4.312096383613708839e-01,5.366133748550917515e-01,5.366133748550917515e-01,-3.251144643976189297e-04,1.149978814112382827e-03
1.174634926985397065e+01,4.312083396401308333e-01,5.366145760551460642e-01,5.366145760551460642e-01,-3.241177082737023429e-04,-1.534721807037900398e-02
1.175035007001400267e+01,4.312070449028079788e-01,5.366157755630766024e-01,5.366157755630766024e-01,-3.231233259341492747e-04,-7.580423167501753549e-04
1.175435087017403468e+01,4.312057541398647831e-01,5.366169733769563521e-01,5.366169733769563521e-01,-3.221313137330428233e-04,2.283772527634826341e-02
1.175835167033406670e+01,4.312044673417791407e-01,5.366181694948768399e-01,5.366181694948768399e-01,-3.211416680250211986e-04,-9.750381274344824658e-04
1.176235247049409871e+01,4.312031844990443230e-01,5.366193639149484662e-01,5.366193639149484662e-01,-3.201543851653609885e-04,4.651298409535576349e-03
1.176635327065413072e+01,4.312019056021689778e-01,5.366205566353005052e-01,5.366205566353005052e-01,-3.191694615100326704e-04,-8.295772136008686820e-03
1.177035407081416274e+01,4.312006306416771295e-01,5.366217476540806608e-01,5.366217476540806608e-01,-3.181868934154785666e-04,4.884883474192362914e-03
1.177435487097419475e+01,4.311993596081082347e-01,5.366229369694555107e-01,5.366229369694555107e-01,-3.172066772391402001e-04,-1.466656546421223756e-02
1.177835567113422677e+01,4.311980924920171820e-01,5.366241245796102843e-01,5.366241245796102843e-01,-3.162288093386533827e-04,1.980514071949646387e-03
1.178235647129425878e+01,4.311968292839740702e-01,5.366253104827488629e-01,5.366253104827488629e-01,-3.152532860727086383e-04,-1.187059173060382505e-03
1.178635727145429080e+01,4.311955699745645965e-01,5.366264946770940014e-01,5.366264946770940014e-01,-3.142801038003850689e-04,2.155138119106006500e-02
1.179035807161432281e+01,4.311943145543896683e-01,5.366276771608871066e-01,5.366276771608871066e-01,-3.133092588814556656e-04,-8.429922307814495964e-04
1.179435887177435482e+01,4.311930630140656806e-01,5.366288579323882368e-01,5.366288579323882368e-01,-3.123407476762762869e-04,-3.605407743324581284e-03
1.179835967193438684e+01,4.311918153442244050e-01,5.366300369898762135e-01,5.366300369898762135e-01,-3.113745665460632139e-04,-5.582466325404758165e-03
1.180236047209441885e+01,4.311905715355130453e-01,5.366312143316485095e-01,5.366312143316485095e-01,-3.104107118524213060e-04,-1.194276764267504336e-02
1.180636127225445087e+01,4.311893315785940706e-01,5.366323899560214716e-01,5.366323899560214716e-01,-3.094491799576493118e-04,7.565963294083544177e-03
1.181036207241448288e+01,4.311880954641454378e-01,5.366335638613298764e-01,5.366335638613298764e-01,-3.084899672248786473e-04,1.430783092052454950e-02
1.181436287257451490e+01,4.311868631828604803e-01,5.366347360459275961e-01,5.366347360459275961e-01,-3.075330700176015508e-04,-3.780048835875509262e-03
1.181836367273454691e+01,4.311856347254478528e-01,5.366359065081868218e-01,5.366359065081868218e-01,-3.065784847000874169e-04,6.953816629830440223e-03
1.182236447289457892e+01,4.311844100826316972e-01,5.366370752464988403e-01,5.366370752464988403e-01,-3.056262076370774849e-04,-3.625799295234917105e-03
1.182636527305461094e+01,4.311831892451514769e-01,5.366382422592732571e-01,5.366382422592732571e-01,-3.046762351942844393e-04,3.880797297808227797e-03
1.183036607321464295e+01,4.311819722037620317e-01,5.366394075449387735e-01,5.366394075449387735e-01,-3.037285637377540315e-04,4.439780531934583996e-03
1.183436687337467497e+01,4.311807589492336334e-01,5.366405711019424096e-01,5.366405711019424096e-01,-3.027831896342536577e-04,-1.435302101145365453e-02
1.183836767353470698e+01,4.311795494723519306e-01,5.366417329287502813e-01,5.366417329287502813e-01,-3.018401092512446038e-04,-7.806220766140101880e-03
1.184236847369473900e+01,4.311783437639180039e-01,5.366428930238469341e-01,5.366428930238469341e-01,-3.008993189567155113e-04,9.163253619978720815e-03
1.184636927385477101e+01,4.311771418147481993e-01,5.366440513857358985e-01,5.366440513857358985e-01,-2.999608151191823779e-04,-1.909334984111170364e-02
1.185037007401480302e+01,4.311759436156743508e-01,5.366452080129390234e-01,5.366452080129390234e-01,-2.990245941081604020e-04,-8.109175517882131860e-05
1.185437087417483504e+01,4.311747491575436131e-01,5.366463629039972538e-01,5.366463629039972538e-01,-2.980906522933035596e-04,-3.577060943467390980e-03
1.185837167433486705e+01,4.311735584312186842e-01,5.366475160574701864e-01,5.366475160574701864e-01,-2.971589860453482945e-04,-9.397217593693205084e-03
1.186237247449489907e+01,4.311723714275774166e-01,5.366486674719358474e-01,5.366486674719358474e-01,-2.962295917354196284e-04,3.299455421585063483e-04
1.186637327465493108e+01,4.311711881375132061e-01,5.366498171459912481e-01,5.366498171459912481e-01,-2.953024657351976945e-04,2.893816452960776969e-03
1.187037407481496309e+01,4.311700085519348802e-01,5.366509650782520513e-01,5.366509650782520513e-01,-2.943776044171952933e-04,5.192487660510994828e-03
1.187437487497499511e+01,4.311688326617664213e-01,5.366521112673525717e-01,5.366521112673525717e-01,-2.934550041543415588e-04,-2.636683797202893365e-02
1.187837567513502712e+01,4.311676604579475214e-01,5.366532557119459979e-01,5.366532557119459979e-01,-2.925346613203427815e-04,1.654452168224822273e-02
1.188237647529505914e+01,4.311664919314329714e-01,5.366543984107039478e-01,5.366543984107039478e-01,-2.916165722894326073e-04,-4.934185723736644186e-03
1.188637727545509115e+01,4.311653270731931054e-01,5.366555393623171355e-01,5.366555393623171355e-01,-2.907007334365108164e-04,1.020005762703585055e-02
1.189037807561512317e+01,4.311641658742136896e-01,5.366566785654945937e-01,5.366566785654945937e-01,-2.897871411371433226e-04,-1.398260506276911364e-03
1.189437887577515518e+01,4.311630083254956447e-01,5.366578160189642288e-01,5.366578160189642288e-01,-2.888757917673401288e-04,-5.983907567757218958e-03
1.189837967593518719e+01,4.311618544180555457e-01,5.366589517214729321e-01,5.366589517214729321e-01,-2.879666817038606386e-04,-8.348565467792049520e-04
1.190238047609521921e+01,4.311607041429252329e-01,5.366600856717858026e-01,5.366600856717858026e-01,-2.870598073241859005e-04,3.142340611613512330e-02
1.190638127625525122e+01,4.311595574911519790e-01,5.366612178686869239e-01,5.366612178686869239e-01,-2.861551650060745189e-04,1.541568163628406762e-02
1.191038207641528324e+01,4.311584144537983221e-01,5.366623483109792536e-01,5.366623483109792536e-01,-2.852527511282842987e-04,-3.661866965106441978e-03
1.191438287657531525e+01,4.311572750219422878e-01,5.366634769974841790e-01,5.366634769974841790e-01,-2.843525620698783563e-04,2.061385673889756277e-03
1.191838367673534727e+01,4.311561391866773896e-01,5.366646039270418500e-01,5.366646039270418500e-01,-2.834545942107802308e-04,1.099251950264659543e-02
1.192238447689537928e+01,4.311550069391122952e-01,5.366657290985112905e-01,5.366657290985112905e-01,-2.825588439313297950e-04,5.587042471687081284e-03
1.192638527705541129e+01,4.311538782703712713e-01,5.366668525107700649e-01,5.366668525107700649e-01,-2.816653076125608113e-04,6.297601706197775715e-04
1.193038607721544331e+01,4.311527531715938499e-01,5.366679741627145006e-01,5.366679741627145006e-01,-2.807739816362841978e-04,-2.090090702438475619e-03
1.193438687737547532e+01,4.311516316339349952e-01,5.366690940532596876e-01,5.366690940532596876e-01,-2.798848623845329175e-04,-1.096155746658789357e-02
1.193838767753550734e+01,4.311505136485650480e-01,5.366702121813394788e-01,5.366702121813394788e-01,-2.789979462402836230e-04,7.280925968965384215e-03
1.194238847769553935e+01,4.311493992066697811e-01,5.366713285459062677e-01,5.366713285459062677e-01,-2.781132295869293003e-04,1.078750261007674696e-02
1.194638927785557136e+01,4.311482882994502330e-01,5.366724431459312106e-01,5.366724431459312106e-01,-2.772307088086678473e-04,2.206036442258945893e-02
1.195039007801560338e+01,4.311471809181229298e-01,5.366735559804043376e-01,5.366735559804043376e-01,-2.763503802900302286e-04,-5.677911735019731607e-03
1.195439087817563539e+01,4.311460770539198850e-01,5.366746670483342196e-01,5.366746670483342196e-01,-2.754722404164633431e-04,6.274859938794924430e-03
1.195839167833566741e+01,4.311449766980882115e-01,5.366757763487481903e-01,5.366757763487481903e-01,-2.745962855736638897e-04,-5.494468303229925292e-04
1.196239247849569942e+01,4.311438798418907314e-01,5.366768838806922348e-01,5.366768838806922348e-01,-2.737225121483555235e-04,1.232594298063690100e-02
1.196639327865573144e+01,4.311427864766054219e-01,5.366779896432312125e-01,5.366779896432312125e-01,-2.728509165274561887e-04,-1.213860872526295771e-03
1.197039407881576345e+01,4.311416965935257473e-01,5.366790936354486341e-01,5.366790936354486341e-01,-2.719814950987720081e-04,-6.701533569450896129e-03
1.197439487897579546e+01,4.311406101839605487e-01,5.366801958564465513e-01,5.366801958564465513e-01,-2.711142442505809491e-04,-1.711631698172140850e-02
1.197839567913582748e+01,4.311395272392340439e-01,5.366812963053460006e-01,5.366812963053460006e-01,-2.702491603717716018e-04,6.914748175781956774e-03
1.198239647929585949e+01,4.311384477506858826e-01,5.366823949812865591e-01,5.366823949812865591e-01,-2.693862398518709345e-04,1.375971383046739648e-03
1.198639727945589151e+01,4.311373717096710356e-01,5.366834918834264556e-01,5.366834918834264556e-01,-2.685254790810165382e-04,1.100340844485609045e-02
1.199039807961592352e+01,4.311362991075599060e-01,5.366845870109427930e-01,5.366845870109427930e-01,-2.676668744498178487e-04,-5.730966766186400448e-03
1.199439887977595554e+01,4.311352299357382178e-01,5.366856803630314365e-01,5.366856803630314365e-01,-2.668104223496337024e-04,2.569538076072397370e-02
1.199839967993598755e+01,4.311341641856072382e-01,5.366867719389067926e-01,5.366867719389067926e-01,-2.659561191723780471e-04,-7.304125903807191268e-03
1.200240048009601956e+01,4.311331018485834443e-01,5.366878617378019189e-01,5.366878617378019189e-01,-2.651039613104921866e-04,4.903762063039831913e-03
1.200640128025605158e+01,4.311320429160988010e-01,5.366889497589689695e-01,5.366889497589689695e-01,-2.642539451570835585e-04,3.923455337851527308e-03
1.201040208041608359e+01,4.311309873796005943e-01,5.366900360016783056e-01,5.366900360016783056e-01,-2.634060671058702230e-04,1.081032075862219111e-02
1.201440288057611561e+01,4.311299352305516530e-01,5.366911204652192735e-01,5.366911204652192735e-01,-2.625603235511808631e-04,-1.876279250850819511e-03
1.201840368073614762e+01,4.311288864604299609e-01,5.366922031489000933e-01,5.366922031489000933e-01,-2.617167108877049841e-04,-9.391142085820902360e-03
1.202240448089617963e+01,4.311278410607291001e-01,5.366932840520474146e-01,5.366932840520474146e-01,-2.608752255111035367e-04,-1.010389668322822856e-02
1.202640528105621165e+01,4.311267990229578628e-01,5.366943631740065390e-01,5.366943631740065390e-01,-2.600358638173982939e-04,7.911387420724285899e-03
1.203040608121624366e+01,4.311257603386406401e-01,5.366954405141418638e-01,5.366954405141418638e-01,-2.591986222031106291e-04,8.154000194752612264e-04
1.203440688137627568e+01,4.311247249993169772e-01,5.366965160718362160e-01,5.366965160718362160e-01,-2.583634970655668273e-04,3.203525905912339537e-03
1.203840768153630769e+01,4.311236929965420184e-01,5.366975898464911854e-01,5.366975898464911854e-01,-2.575304848026482851e-04,-8.384680942218730379e-03
1.204240848169633971e+01,4.311226643218860621e-01,5.366986618375271245e-01,5.366986618375271245e-01,-2.566995818125417106e-04,1.155274955085806854e-03
1.204640928185637172e+01,4.311216389669350613e-01,5.366997320443829267e-01,5.366997320443829267e-01,-2.558707844945440346e-04,1.935019616792119611e-03
1.205041008201640373e+01,4.311206169232902341e-01,5.367008004665164700e-01,5.367008004665164700e-01,-2.550440892481187216e-04,5.911611075590047885e-03
1.205441088217643575e+01,4.311195981825680645e-01,5.367018671034041732e-01,5.367018671034041732e-01,-2.542194924734231254e-04,-1.487035948543354545e-02
1.205841168233646776e+01,4.311185827364005796e-01,5.367029319545412180e-01,5.367029319545412180e-01,-2.533969905712252224e-04,-7.925370986113415908e-03
1.206241248249649978e+01,4.311175705764351829e-01,5.367039950194413267e-01,5.367039950194413267e-01,-2.525765799429313674e-04,1.703945450930709204e-02
1.206641328265653179e+01,4.311165616943346546e-01,5.367050562976373174e-01,5.367050562976373174e-01,-2.517582569903920042e-04,-4.181271473470027367e-03
1.207041408281656381e+01,4.311155560817771515e-01,5.367061157886804379e-01,5.367061157886804379e-01,-2.509420181162069774e-04,-1.090201608674823495e-03
1.207441488297659582e+01,4.311145537304560960e-01,5.367071734921405879e-01,5.367071734921405879e-01,-2.501278597233924650e-04,-4.233971567594302723e-03
1.207841568313662783e+01,4.311135546320805645e-01,5.367082294076066518e-01,5.367082294076066518e-01,-2.493157782156585345e-04,-1.521652234117592054e-02
1.208241648329665985e+01,4.311125587783747881e-01,5.367092835346860547e-01,5.367092835346860547e-01,-2.485057699973258760e-04,-1.100570728047153488e-02
1.208641728345669186e+01,4.311115661610784300e-01,5.367103358730048734e-01,5.367103358730048734e-01,-2.476978314731592690e-04,3.459337230525066312e-03
1.209041808361672388e+01,4.311105767719466964e-01,5.367113864222079478e-01,5.367113864222079478e-01,-2.468919590486173821e-04,-6.967724581405095735e-03
1.209441888377675589e+01,4.311095906027500035e-01,5.367124351819589911e-01,5.367124351819589911e-01,-2.460881491297139956e-04,2.002526197992389456e-02
1.209841968393678791e+01,4.311086076452742000e-01,5.367134821519402577e-01,5.367134821519402577e-01,-2.452863981230180013e-04,-1.522711416513380239e-02
1.210242048409681992e+01,4.311076278913205662e-01,5.367145273318526533e-01,5.367145273318526533e-01,-2.444867024357089136e-04,-1.966801610028961339e-02
1.210642128425685193e+01,4.311066513327057592e-01,5.367155707214161797e-01,5.367155707214161797e-01,-2.436890584754658473e-04,-4.163363028698703790e-03
