A,Z,beta2,B_per_A,B_per_A_noisy
1.015717854699478124e+02,6.912986264398975322e+01,1.999331781176424405e-01,nan,nan
1.112396765300652532e+02,6.650730081566646845e+01,8.852523048892921298e-02,nan,nan
1.988399682100934456e+02,1.599781880971056580e+01,2.166338288510202131e-02,nan,nan
9.578995525820729995e+01,5.093240580631873371e+01,1.788361002116903020e-01,nan,nan
1.347309362938110837e+02,4.084572575823339236e+01,2.581527449388769102e-01,nan,nan
1.971584461696233745e+02,1.556871466435991636e+01,4.740188864653830519e-02,nan,nan
2.011830339446088374e+02,7.154053476452895666e+01,8.194613435489248032e-02,nan,nan
1.691349451014996248e+02,9.887371385180146888e+01,1.264324294965311346e-01,nan,nan
1.750013198085229931e+02,7.734753555064069985e+01,1.590617066531379298e-01,nan,nan
3.732170454277641625e+01,6.793207923836908435e+01,2.965399862525515684e-01,nan,nan
1.381316056774410015e+02,8.429294321779934762e+01,2.862640489800429289e-01,nan,nan
1.499451961451839281e+02,1.923704342304625214e+01,2.329502099107656765e-01,nan,nan
4.760738896135512022e+01,4.768396091741988840e+01,1.964668224005418073e-01,nan,nan
2.149878637595414546e+02,1.519898129349217086e+01,1.424546779209978631e-02,nan,nan
1.673519442042899925e+02,2.699844565004520192e+01,2.316532653137139408e-01,nan,nan
3.910497141258704801e+01,2.984964907699070480e+01,2.544511839493217575e-01,nan,nan
4.326755749420713926e+01,1.110807461828004428e+01,1.467662433519251741e-01,nan,nan
3.919874975845968379e+01,3.523729771097391961e+01,2.063501951688602454e-01,nan,nan
4.843963338991336798e+01,9.280779014952866390e+00,6.118623959552681180e-02,nan,nan
1.481026904481804820e+02,3.315275972151084005e+01,1.370658849993164861e-02,nan,nan
3.785034912625489767e+01,7.504400621594137988e+01,1.811762811490044006e-02,nan,nan
1.075666803150397044e+02,9.345647185830912917e+01,2.849741455476209051e-01,nan,nan
8.066013219461096639e+01,9.327362473629463580e+01,2.721436548132422639e-01,nan,nan
1.623970587906425465e+02,5.744493723676725239e+01,2.380500790547740442e-01,nan,nan
1.755628510997305227e+02,8.603390561970773831e+01,4.568141249833662654e-02,nan,nan
1.589926646365946112e+02,4.936632973768639943e+01,6.813258583059603191e-02,nan,nan
1.493715795030258278e+02,5.934752691827721094e+01,6.890459675753642099e-02,nan,nan
1.405888136933511419e+02,9.448866319505114575e+01,2.242891694619435564e-02,nan,nan
1.879415552411197439e+02,2.640922178783726437e+01,2.620383903623244026e-01,nan,nan
1.282859947254164581e+02,1.872089859325156880e+01,9.258539139000626639e-02,nan,nan
6.395742257479046344e+01,5.356406324136450792e+01,1.210352511874943221e-01,nan,nan
4.050800959495605724e+01,8.419475309195382806e+01,1.921559877430929208e-01,nan,nan
1.504108012867778541e+02,5.120480776898418185e+01,8.700049880571979546e-03,nan,nan
1.963244394820982279e+02,1.424804664980856828e+01,1.131650014845960728e-01,nan,nan
1.767544015084158104e+02,2.371221284623709025e+01,2.735983309005641725e-02,nan,nan
1.745467116560002694e+02,5.531790420447312329e+01,1.383202450323378074e-01,nan,nan
1.900895401110046805e+02,2.370238385266256032e+01,2.235242792157086100e-01,nan,nan
3.406636147239856882e+01,1.206712448432499585e+01,2.719139099312427033e-01,nan,nan
2.065669733436681668e+02,4.210579987805691360e+01,1.923280606109069035e-01,nan,nan
2.300439322119063235e+01,2.674541687685677971e+01,4.761436470318919367e-02,nan,nan
1.413419428249443968e+02,9.796462003212360514e+01,4.797757151224622124e-02,nan,nan
1.090668646205165544e+02,4.575537284890774004e+01,2.770226477371571031e-02,nan,nan
4.551574347274324595e+01,4.524775294909958490e+01,6.089822590317037210e-02,nan,nan
1.443796062679706722e+02,3.382626898351236377e+01,1.411294438633513004e-01,nan,nan
4.175739409278548209e+01,1.643227822337235722e+01,2.368114359212717124e-01,nan,nan
2.732907785332181305e+01,7.692157442372291598e+01,1.885861729096629802e-01,nan,nan
1.752333752336579380e+02,5.514218527410810111e+01,1.241675896627143783e-01,nan,nan
2.157037308058958729e+02,9.952098318977826352e+01,5.301527182838922103e-02,nan,nan
1.146823877826696503e+02,9.503050392002874958e+01,2.750878748191340484e-01,nan,nan
1.966475134136882446e+02,3.188170679996483869e+01,9.865499247733919286e-02,nan,nan
2.296794898774930687e+02,9.834992436125276072e+01,7.002008244867159725e-02,nan,nan
1.796483803929750707e+02,7.854006882213874974e+01,1.026832620352265829e-01,nan,nan
1.104564060271885779e+02,9.584141756411111146e+01,2.941771782499431054e-01,nan,nan
2.273223712110713564e+02,2.565338902182460146e+01,4.582108113586681047e-02,nan,nan
7.138706783893474039e+01,9.585922162927269596e+01,1.917520046651700893e-01,nan,nan
6.943717277941128430e+01,1.951177405962372546e+01,5.130642603631217769e-02,nan,nan
1.660545363850226011e+02,2.774830284693524618e+01,1.127534617059535865e-01,nan,nan
2.008529517874011674e+02,1.283169220540173683e+01,5.363012376083093474e-02,nan,nan
7.445382920921564107e+01,9.101613418525057853e+01,2.439416921698426069e-02,nan,nan
8.626391975789826461e+01,5.664799664707770432e+01,2.640031116145553081e-01,nan,nan
2.222392688841043196e+01,2.574926277644309636e+01,1.196485527192117648e-01,nan,nan
3.725163597826724526e+01,7.416695299581365930e+01,8.956689548873462969e-02,nan,nan
8.985939746290232222e+01,3.318837001243190343e+01,2.846670073418756663e-01,nan,nan
3.722562965221364095e+01,2.820794299223457813e+01,1.915919786748913889e-01,nan,nan
2.099038026670591961e+01,1.064045287105590987e+01,2.166112304567040583e-02,nan,nan
1.886077595485316181e+02,6.390784178234822832e+01,5.210293811840655681e-02,nan,nan
2.138724032081200903e+02,7.350660949201629535e+01,1.216639774657539141e-01,nan,nan
4.658335479232624721e+01,3.813759724111562832e+01,1.917196645954943324e-01,nan,nan
9.282632463728180028e+01,8.679754581172730354e+00,1.390130890588426038e-01,nan,nan
1.955671447527702966e+01,3.882757666425303000e+01,1.568287475898216821e-01,nan,nan
1.102082044413434971e+02,5.831626429390199462e+01,1.852123582271698321e-01,nan,nan
4.275626689382981738e+01,7.740935264893087719e+01,1.161140584122540842e-01,nan,nan
1.432513808739109891e+02,8.108011710335061650e+01,1.133331726477669332e-01,nan,nan
1.677343623855230703e+02,7.319279759435758592e+01,4.232472628363265904e-02,nan,nan
1.764195398900205589e+02,2.316943591012319814e+01,1.386458037323179404e-01,nan,nan
3.936471788806542804e+01,5.047675191527760319e+01,2.765817526962807138e-01,nan,nan
1.950201723636556039e+02,5.264011106866045253e+01,1.847974920197275051e-01,nan,nan
2.037864409260309344e+02,7.550208514349421307e+01,1.061303252093150767e-01,nan,nan
7.674715717587065456e+01,6.449083823085831568e+01,5.039015641986290678e-02,nan,nan
2.340746518653128589e+02,5.259375889745929555e+01,2.664012160487356229e-01,nan,nan
9.160334321266120128e+01,5.890334032194627412e+01,1.705554629518171439e-01,nan,nan
7.369181413462912644e+01,1.067227665760409039e+01,7.710295818531887058e-02,nan,nan
5.146522410821345517e+01,4.704819467550671419e+01,1.669982858178687413e-01,nan,nan
2.315410370505850892e+02,8.049697175186057052e+01,2.843892171666187463e-01,nan,nan
2.365295441865565067e+02,7.320782787009594017e+01,2.828790350016439636e-01,nan,nan
1.914730344047086419e+02,2.593307131975806357e+01,1.641325711312361935e-01,nan,nan
8.323564160134715451e+01,2.474423647268678295e+01,1.636978099837311795e-01,nan,nan
5.773498465771407950e+01,7.907970660521969819e+01,1.691240850541016194e-01,nan,nan
1.988054206288999808e+02,5.109758228719922357e+01,1.478874554909082317e-01,nan,nan
1.995874095749672961e+02,3.383987551808915129e+01,2.978993552761909913e-01,nan,nan
1.709423394340965103e+02,4.694604775152966880e+01,1.297155955415952300e-01,nan,nan
1.916481504170021211e+01,7.441856176658075128e+01,2.910233112743002559e-01,nan,nan
3.610854158357761179e+01,7.236179676107379066e+01,3.401102144563395574e-02,nan,nan
1.439722279641606519e+02,6.875951518951924868e+01,2.321972518808614883e-01,nan,nan
2.484695642692415163e+01,8.741837100542454664e+01,9.061808218181828523e-02,nan,nan
1.992152044332976857e+02,7.096914670222449217e+01,2.782706120511704850e-01,nan,nan
2.350191448065251052e+02,8.967040343362960186e+01,2.292638807549116087e-01,nan,nan
2.349776277294291162e+02,7.107696621152194894e+01,2.611586668074459827e-01,nan,nan
2.018407369570113588e+02,1.120553045691894312e+01,9.671485087700001926e-02,nan,nan
2.465257615429839078e+01,5.211966005151867876e+01,1.227465213165158595e-02,nan,nan
4.141092400701109000e+01,7.967096288179473618e+01,2.192824364447743535e-01,nan,nan
2.352734945889191636e+02,8.397716555647502901e+01,1.018469701866740462e-01,nan,nan
1.374401999069873455e+02,2.665340848979042221e+01,1.969000656522469361e-01,nan,nan
4.112909501579252236e+01,1.177610723822587424e+01,4.510194619529238336e-02,nan,nan
1.707490796436984581e+01,7.400268941010084234e+01,1.044783797563949013e-01,nan,nan
4.181980926852589420e+01,7.206283461859672457e+01,1.601091325136528853e-01,nan,nan
2.128058196566364586e+02,1.549869824357790371e+01,2.084303033137553107e-01,nan,nan
8.305191044215858653e+01,8.878992476782529764e+01,2.086905447447391648e-01,nan,nan
1.830881222273158357e+02,4.418668704648825951e+01,6.305586175439122087e-02,nan,nan
2.259700594285047259e+02,6.111802214973933189e+01,1.657011809885955700e-01,nan,nan
9.549754233401345971e+01,2.035149364196174915e+01,3.491117977960676161e-02,nan,nan
2.246238428707817150e+02,6.906090782232185177e+01,2.728326946752447288e-02,nan,nan
2.136184140423797544e+02,7.187743171091540262e+01,2.076590224101086402e-01,nan,nan
4.324238310386287765e+01,4.976847517582462643e+01,1.500177410289649238e-01,nan,nan
4.463435190946886877e+01,5.636596768746040453e+01,2.127080058078664460e-01,nan,nan
2.178752678605748940e+02,6.262743698481982335e+01,1.809851422973463297e-01,nan,nan
2.037035253448601395e+02,7.060277400326521047e+01,1.076738829775893275e-01,nan,nan
2.006706437814671631e+02,4.984774702939320434e+01,1.193209931243248145e-01,nan,nan
1.653756216798511502e+02,2.309116785217788248e+01,2.138744665223708472e-02,nan,nan
2.306005141783972192e+02,7.286073195713181860e+01,2.303967449554566171e-01,nan,nan
1.104806874497229501e+02,6.856981142350807090e+01,7.190961570307409512e-02,nan,nan
1.993934798608541143e+02,5.171252499892258925e+01,1.562986979193733139e-01,nan,nan
1.894600192747346625e+02,2.263458939203086828e+01,1.528552757601696066e-01,nan,nan
1.137198249406219901e+02,1.922742142753701700e+01,2.512648632906199289e-02,nan,nan
8.139002400694251094e+01,5.704498416841899200e+01,1.303284690052121941e-01,nan,nan
4.173694651761743302e+01,2.619027530784708446e+01,2.695395968987570057e-01,nan,nan
2.294496301619347776e+02,1.113181658089993853e+01,2.766149672882629029e-01,nan,nan
1.994978586597264893e+02,3.665629598013313029e+01,7.856537978090016860e-02,nan,nan
1.824548440712867432e+02,4.690173870804274969e+01,1.176620074655201770e-01,nan,nan
7.233054866016676954e+01,8.190184672177271352e+01,1.811110523138178552e-01,nan,nan
1.997045048099369922e+02,4.860062502391360795e+01,1.285531362970581959e-01,nan,nan
5.995627919401366768e+01,2.990584719515680945e+01,1.879984536737905332e-01,nan,nan
1.583055249007765610e+02,2.959191588911426507e+01,4.475475446874740276e-02,nan,nan
5.231773010496445409e+01,3.140947983610749361e+01,1.457935983007744574e-01,nan,nan
1.174063401383167928e+02,8.012279973744084316e+01,1.047953188978399536e-01,nan,nan
1.528794631393484167e+02,9.354284461823196750e+01,1.535442124279472742e-01,nan,nan
1.770904466818060996e+02,6.198697116436796506e+01,1.616217717996223102e-01,nan,nan
2.215047761391007271e+02,5.437652028238616708e+01,1.972665900324381549e-01,nan,nan
2.305547921369891355e+02,2.865939032381194806e+01,1.710641775361372297e-01,nan,nan
1.863622510299551038e+02,8.434732176832314110e+01,2.008837678301582386e-01,nan,nan
2.607268752039793824e+01,6.079585365522936513e+01,9.158336099135699904e-02,nan,nan
1.026990804924084273e+02,1.732052197884369349e+01,2.339740013673340668e-01,nan,nan
1.787038608639621486e+02,6.212612502763052191e+01,9.678348524153397581e-02,nan,nan
2.104891617041156735e+02,4.559174685778894798e+01,6.683010015237782209e-02,nan,nan
2.101209253599206761e+01,5.065863285250020454e+01,9.955185526394402795e-02,nan,nan
1.054863839559332632e+02,4.012226423090821470e+01,4.827844827635752872e-02,nan,nan
2.255041828394168135e+02,2.486852039996714225e+01,1.547516518417541287e-01,nan,nan
2.237862622219095385e+02,7.289150469419351452e+01,2.398323302725976353e-02,nan,nan
2.140484965117800016e+02,9.872372535372875291e+01,2.397979577990940747e-01,nan,nan
5.030165858056528805e+01,1.092994687554622146e+01,2.094532671172951444e-01,nan,nan
8.813186225108781002e+01,6.447476021697893600e+01,5.067412669726854835e-02,nan,nan
2.238651275715962754e+02,4.962604648871360524e+01,4.132478857956005391e-02,nan,nan
2.220481471616199372e+02,6.524724414434447795e+01,2.348298600476220188e-01,nan,nan
2.318689536433765568e+02,7.131109362732121326e+01,1.228478812562766587e-02,nan,nan
1.727866678046418656e+02,8.748460950009532056e+00,8.790607968026770136e-02,nan,nan
1.750641447672578010e+02,8.582916545405041120e+01,2.404784613611350430e-01,nan,nan
7.250124417808304145e+01,2.586918708062035321e+01,1.697308814796580703e-02,nan,nan
1.751104863665830749e+02,8.326677749369393666e+01,2.827647440160378500e-01,nan,nan
7.495432292001366648e+01,9.017575341759612684e+01,2.150181665019040844e-01,nan,nan
2.046153008682454981e+02,8.945603565473253127e+01,5.514395511138498601e-02,nan,nan
1.514982105519181346e+02,7.110249247281282692e+01,6.183475841564779057e-02,nan,nan
7.950527238924911444e+01,7.237679488033597863e+01,3.913884862125803499e-02,nan,nan
4.927556850612084105e+01,9.959793496513707112e+01,2.377638175231458761e-01,nan,nan
4.385873186626606923e+01,1.064189833561701093e+01,2.747632327381315798e-01,nan,nan
5.029284445971470063e+01,8.561736012040729804e+01,2.898198277335586881e-01,nan,nan
2.212166436386854400e+02,6.491229992234613633e+01,5.777249341460471976e-02,nan,nan
9.860172166254699277e+01,9.542687495271724174e+01,2.571261678069574619e-01,nan,nan
1.429989384910986985e+02,9.223348156936532405e+01,1.691748259163483592e-01,nan,nan
4.893217975908620332e+01,1.633321787433800054e+01,1.823273665428864002e-02,nan,nan
2.168633332391069075e+02,6.308627464441833865e+01,6.738897358676369798e-02,nan,nan
2.382084725172777837e+02,4.878462740095065442e+01,4.334584033716420981e-02,nan,nan
1.313037821635099363e+02,3.343564837674104240e+01,2.180856322870820263e-01,nan,nan
2.287974374482645885e+02,2.401260700987645080e+01,2.256121215060570839e-01,nan,nan
2.333054604032687962e+02,1.614507386762052832e+01,2.583387210432590564e-01,nan,nan
1.673467577935463169e+02,1.764166855286431712e+01,4.309548920515952897e-02,nan,nan
4.801688730541972916e+01,5.154706754678075242e+01,2.486534251799872863e-01,nan,nan
1.638679906543404741e+02,2.912668172209086137e+01,1.804054727917240031e-01,nan,nan
5.686426835131882740e+01,2.517747191955539421e+01,6.745125749860560183e-02,nan,nan
2.165272640395239421e+02,7.745869544287074859e+01,1.347358447804414827e-01,nan,nan
2.157277485952081690e+02,1.127146976021642644e+01,6.105105326235460081e-03,nan,nan
5.644241398574948221e+01,9.454601775104021044e+01,2.892746693556084714e-01,nan,nan
9.523398834387000988e+01,3.347057743974995958e+01,1.402533891353945628e-01,nan,nan
1.691096338032832591e+02,9.313314404328963292e+00,1.039630707699392975e-01,nan,nan
6.977903849137686620e+01,2.375388043977758912e+01,1.661528616988694196e-01,nan,nan
2.047632292391370186e+02,6.032588737682607416e+01,2.671706653676113041e-01,nan,nan
1.296692450027203449e+02,7.976036596433833381e+01,2.125699907356026208e-01,nan,nan
1.609634628037178459e+02,5.091605729165494409e+01,6.027946874384678549e-02,nan,nan
1.179248278051530434e+02,7.437831969567807278e+01,8.958280144354499597e-02,nan,nan
1.970340202393990694e+02,9.399828588141718910e+01,4.775973139585164284e-02,nan,nan
1.932816993674056221e+02,6.038213147674008496e+01,1.491209589848277728e-01,nan,nan
1.961492843773249888e+02,7.144106677384868931e+01,2.599082274322374597e-01,nan,nan
9.779702090467543485e+01,5.551766215244990121e+01,2.144195605703777888e-02,nan,nan
9.612041224946511875e+01,8.127148179291195262e+00,2.919826571315124464e-01,nan,nan
7.035271708369371879e+01,8.070631135997484762e+01,2.518961109435332579e-01,nan,nan
2.174926724198439558e+02,5.054633442209821936e+01,6.732026018681973312e-02,nan,nan
4.231912013365650438e+01,1.918568470105780932e+01,1.057017497770115916e-01,nan,nan
9.559234582560731042e+01,7.839225201946477739e+01,1.779068656139852489e-01,nan,nan
2.363765033235776869e+01,1.636889762122515890e+01,5.578617527677271620e-02,nan,nan
1.629065061110452177e+02,6.142202226082983429e+01,2.344866029883262148e-01,nan,nan
2.309738245346576662e+02,6.785719441095847060e+01,1.680787505370843760e-01,nan,nan
1.360054167085988581e+02,5.663420360714412993e+01,2.092787861099412172e-01,nan,nan
2.380786717079471870e+01,9.460073277919024193e+00,2.968072844331402504e-01,nan,nan
9.499903425145227231e+01,9.385691184084825522e+01,1.143979799185355084e-01,nan,nan
1.642246916424238066e+02,2.502312942189282552e+01,1.389316968167926269e-01,nan,nan
5.216872521090808590e+01,6.070986492532953349e+01,1.332083558818056013e-01,nan,nan
1.324155268742563294e+02,8.613141412074945436e+01,2.096047200837858060e-01,nan,nan
9.163489660011194360e+01,3.973121586544037598e+01,2.018609267334771085e-01,nan,nan
2.607916665254337119e+01,4.985424390220349977e+01,4.762998631367071356e-02,nan,nan
1.914457392341720379e+02,6.572406539581979246e+01,2.791932572807567792e-01,nan,nan
8.095445589459436064e+01,7.096002876809902205e+01,1.776122089702835416e-01,nan,nan
5.660979441488343866e+01,4.307448942682450621e+01,1.883661406586026599e-01,nan,nan
