z,s,omega,A
2.619819950045167989e+00,1.268594949362767954e+00,1.857775411165759172e+00,-1.965417951373022720e-01
2.460140431019154139e+00,8.281800075077728751e-01,4.373150138514271923e+00,-9.685142623068487833e-02
2.509751722315573197e+00,1.192306049580589944e+00,4.240842385129573344e+00,-2.894716553407000736e-01
1.995463801632297862e+00,1.156582082277126222e+00,2.850564159683258492e+00,4.989491989219885237e-02
3.650410524847853555e+00,3.324550691770268851e-01,4.182153636953990450e+00,-1.655353427090891505e-01
4.130262832336347500e+00,1.166743268585676230e+00,2.186965866814373438e+00,-7.802202384848221373e-01
9.371759364920513313e-01,5.810544366749000877e-01,2.140151085604518943e+00,6.580026547919557434e-01
4.917850859949430276e-01,1.079763880533671117e+00,3.507879318593459139e+00,8.512487419137377831e-01
2.389340354973271019e+00,6.482609888425724387e-01,2.877451595384461047e+00,3.680518876754046431e-02
4.997919070261590768e+00,1.046777377355872618e+00,3.865004765307652246e+00,-4.793279358299966653e-01
3.434763831079532981e+00,1.494536725011007983e+00,3.450202898611449687e+00,-9.474120063193516295e-01
3.165572368508493106e+00,5.810681379408837444e-01,4.134955614775959631e+00,-2.230988864041798803e-01
2.400624854786940432e+00,8.835312102747993057e-01,3.541660884478786020e+00,-7.462031492291759660e-02
4.046946594428635358e+00,1.211269944681292676e+00,3.772146964205662645e+00,-8.349971703327823125e-01
6.077193625758338102e-01,7.321877949423629683e-01,2.457269366802138144e+00,8.031896300907502839e-01
3.202182303502065785e+00,1.142392010273405756e+00,3.171300448679048145e+00,-6.295909930615215533e-01
4.128082530679365370e+00,1.381931351929202245e+00,4.554350669887721637e+00,-7.196601112034808345e-01
2.006845623198618256e+00,9.476587027663196938e-01,2.245439324382441537e+00,1.249429628211806143e-01
2.417114922460984694e+00,1.329204815730575362e+00,2.836587629627141283e+00,-2.366212927158043433e-01
1.722671065606470320e+00,1.341942734682327387e+00,4.472913530804115467e+00,9.411498613813107372e-02
2.444101382913835163e+00,1.042955561792014985e+00,2.467025705193985452e+00,-9.500182720499567024e-02
3.392500993890601002e+00,1.258916363574034802e+00,3.763211568052175160e+00,-8.321236701986400863e-01
3.017769989461069335e-01,4.427730774017094029e-01,2.334659356743994607e+00,9.607341928755663840e-01
4.970564719018339961e-01,6.841297321189474534e-01,3.374214838899503022e+00,8.650213809805632481e-01
2.753886112514216222e+00,1.278148501332524889e+00,1.677414620403599121e+00,-2.298533213047427859e-01
1.235488971996535179e+00,8.056153019287729533e-01,3.518011877017970690e+00,4.136298201648849759e-01
1.347994755720780535e+00,1.190697264323140825e+00,2.866221862123007114e+00,2.963486088228267645e-01
2.359776998615152888e+00,8.629609286912046651e-01,3.740934976925303523e+00,-5.634641383050631447e-02
2.904249998914488984e+00,1.086786540601777817e+00,4.211179353591861130e+00,-4.645619967365722802e-01
3.789389678291389618e+00,9.937040489729230819e-01,1.804444151696518617e+00,-5.618387693256565729e-01
1.240263478409798559e+00,3.519503352630728443e-01,1.955226966614657780e+00,6.117154002887429387e-01
4.377914812530109501e+00,6.521094802806749469e-01,4.136287892655272636e+00,-6.361163871986283969e-01
4.283770839460507851e+00,4.903732780470699271e-01,3.823060722473420547e+00,-4.591434905608625661e-01
3.020398654776886627e+00,9.866325365765502564e-01,4.895131993523970770e+00,-4.677469931514386392e-01
9.154635517817841794e-01,8.889596630283144174e-01,3.608226320314549262e+00,5.686112222780166370e-01
2.337284123942709790e+00,8.880537713685895396e-01,1.743045854608344047e+00,8.388028596653618330e-02
6.080595331355831412e-01,4.293262514001258134e-01,4.166317583587174411e+00,8.223509636022343638e-01
4.843781835120954504e+00,1.002053627947148584e+00,4.188695815315106152e+00,-6.037824729022868153e-01
1.019831387412602819e+00,5.202060745879362180e-01,4.558510489528472931e+00,6.037509910720104678e-01
4.428043171008627432e+00,1.451236072146895983e+00,4.481652810486757232e+00,-4.009644005627240326e-01
2.768902147807056568e+00,1.235456361706597450e+00,1.835824284254638172e+00,-2.603080409420746588e-01
1.785970771043309702e+00,1.102367200238599354e+00,3.359489781184247015e+00,1.237302807477378419e-01
6.767436673762140531e-01,5.413126386996131023e-01,3.501899713564883942e+00,7.769862477847682136e-01
2.955116290856309558e+00,3.181023226453958963e-01,4.936992233175575784e+00,1.852374052609626065e-02
2.148833430048355808e+00,9.177428153485769347e-01,2.579154521648902687e+00,5.593163853375809902e-02
8.570640008772727469e-01,4.269618043823067421e-01,3.428088322668841226e+00,7.144444017648866607e-01
6.811783325845428561e-01,1.079237572988122063e+00,1.533288718284850694e+00,7.575709965032149107e-01
2.508013014609758784e+00,1.441321827170961134e+00,4.095912319103654831e+00,-4.384553387945723246e-01
9.389374402490692217e-01,1.257192533051084027e+00,2.485114681880683740e+00,5.082717700266754512e-01
1.555489274121566678e+00,1.349664377322511211e+00,4.356377613968478002e+00,1.622828917947286009e-01
4.909363215918403078e+00,8.547705080664503852e-01,1.703542163173874968e+00,-6.273035272460425471e-01
3.622230982425919787e+00,5.713792068845469085e-01,2.556419278754528790e+00,-2.916125211863447864e-01
3.699582506639099488e+00,3.467437385068026789e-01,3.579518291502957084e+00,-1.779513745617055387e-01
4.889300677449623933e+00,6.607725642900552643e-01,2.954551023271506871e+00,-6.616213083158376529e-01
1.167861202342137084e+00,1.472128240522259546e+00,4.498702671530392827e+00,3.028849333895054508e-01
4.524940662604710617e+00,5.627057386505467385e-01,1.810611684392258169e+00,-4.149184731597272968e-01
6.853613758988408300e-01,1.493342178457987668e+00,3.372174107854848835e+00,6.340869643775126629e-01
3.486057916714771832e+00,1.385342968250777629e+00,1.587018008887238096e+00,-6.425070056329995616e-01
1.598165891682564288e+00,9.535674230222679348e-01,1.976494053349501678e+00,2.907530224989382517e-01
4.251939180422794173e+00,5.768613040599083197e-01,1.656558663417000643e+00,-3.284335260435841120e-01
4.551661300081579320e+00,1.122693495353456861e+00,3.918441772732723649e+00,-6.644466221202801615e-01
2.768679380893930730e+00,8.601107584763169056e-01,4.249832181743464332e+00,-2.423421941269554569e-01
2.137370956212934381e+00,6.329596784969639955e-01,3.233698506109110582e+00,1.133791505611101702e-01
1.977425351501851392e+00,1.319911210444394412e+00,2.138759460801590961e+00,8.143034578421870506e-02
4.720697709736638714e+00,8.596861264021872229e-01,4.835757501582414797e+00,-7.226049422540871126e-01
4.337970077034643879e+00,1.231439977021513421e+00,4.338560838732717251e+00,-6.972801560415140543e-01
4.401813897078683091e+00,1.470406028717113456e+00,1.779055197802954513e+00,-6.488464033469937275e-01
3.475649279878773257e+00,3.129603422852363370e-01,3.343017150220781719e+00,-8.507694720841707525e-02
3.876842657489341648e-01,1.095688048548636440e+00,3.721205195534321497e+00,9.399214914242268737e-01
2.342288178548734390e+00,3.369544994230797008e-01,4.425140160205632611e+00,1.892700727197849098e-01
4.631363400471679270e+00,9.429551510521916313e-01,4.441411019203867383e+00,-7.234561089550242130e-01
7.274197064939578183e-01,5.378383716633091671e-01,4.844415832425251089e+00,7.463634743965577023e-01
2.005825413434402016e+00,1.430569314483059573e+00,1.872468744196844170e+00,8.412388551266886116e-02
4.566255922323747996e+00,5.726291792899814714e-01,4.297601278376019351e+00,-6.051768764125564637e-01
1.621980348990847087e+00,5.919757992842475947e-01,2.773470967239082707e+00,3.313373886201289031e-01
3.964566506336042462e+00,1.330114371734381962e+00,4.940749119356060426e+00,-8.359025328545990341e-01
1.667470135868733161e+00,1.372723360171871354e+00,2.815100348765647187e+00,1.555823677114012149e-01
2.281456771431783270e+00,1.145785907269597059e+00,2.480753599057857528e+00,-5.373846857762559770e-02
1.142916321255331935e+00,1.356907037466518196e+00,1.782403570217102828e+00,4.358010755419639004e-01
4.442558261969919542e+00,1.433616496347241087e+00,1.949184832099708498e+00,-6.279178824449231922e-01
4.687836010976977441e+00,3.913099431030201969e-01,3.843175255240069532e+00,-4.433934610206251570e-01
3.316287360166305653e+00,6.922436636570207247e-01,4.015020136001092865e+00,-3.523220352688984924e-01
4.474891925417145977e+00,6.380282077702176258e-01,4.400168175063440046e+00,-6.459798287141647055e-01
2.037075803425230980e+00,1.171631597832209604e+00,4.101054391871755023e+00,-1.193025992826241000e-02
4.985144032935311387e+00,1.205355828852811895e+00,2.765039635338641943e+00,-3.720976213135457344e-01
4.227310596188667446e+00,4.828344792483683645e-01,4.068057645945202694e+00,-4.446896507713726798e-01
3.707127717485055651e+00,1.409174983755620225e+00,2.056920534823177160e+00,-8.322389235461634671e-01
6.214571937120304534e-01,4.932853590228882812e-01,3.968591380736999241e+00,8.091673434773436480e-01
4.535071768427757277e+00,3.753108485274966877e-01,4.085268365265188883e+00,-4.028712569976393709e-01
4.218059586424296015e+00,9.062303244042938521e-01,3.074417284245702486e+00,-7.481790661349005944e-01
1.913326827274646202e+00,1.091945421293006424e+00,3.278515185983640556e+00,7.834199838094979551e-02
2.553849936169175994e+00,3.853739563850969718e-01,4.232403539255277458e+00,8.704648277758622599e-02
6.585857522537460484e-01,3.683135003355380577e-01,4.143216798524917088e+00,8.089320230568727288e-01
1.705371290438963294e+00,5.051784218596078180e-01,2.626008255572080508e+00,3.410809481042062496e-01
2.160939616177856237e+00,1.181622036221086303e+00,1.633596721378625105e+00,1.062073490901110917e-01
2.079270527723825701e+00,1.070521634650821952e+00,2.711539998597971568e+00,4.017441118665060484e-02
3.924803644060531838e+00,1.308317345321944991e+00,2.979882720391392237e+00,-8.535740066800885373e-01
4.504952787189177243e+00,6.206594948315358184e-01,3.075477455245556158e+00,-5.980684759777902260e-01
2.277255011652160821e+00,3.512611307064699706e-01,1.744043615955666482e+00,2.944217622246925181e-01
1.067432117811708991e+00,4.651657569221859245e-01,4.963297192435991434e+00,5.989234246876147250e-01
4.557836017166952303e+00,9.133644787156065536e-01,3.963123244201911088e+00,-7.480401423592476506e-01
9.749241901247391873e-01,5.583871107797149236e-01,3.909709633759790304e+00,6.177841754258934781e-01
3.158805229401161263e+00,1.127420769498959974e+00,4.065137547452770228e+00,-6.376062187704529816e-01
2.733188972158042684e+00,1.269873822077056014e+00,2.079622796155303099e+00,-3.138885594695751680e-01
2.179564835905575926e+00,1.495603997705727384e+00,3.851151228189218845e+00,-1.966464480040747143e-01
9.825887238683068681e-01,9.718071766888309870e-01,2.153966774583071953e+00,5.501866683405648439e-01
3.174870477700883153e+00,6.784194412359998427e-01,2.621176419388783874e+00,-2.272223361853683288e-01
4.645943315676086094e+00,3.640523350147764070e-01,3.627356568022877426e+00,-4.010884509749431670e-01
1.435220484734263113e+00,1.458822276858054545e+00,3.877062658981689669e+00,2.057052023207668889e-01
4.751717477054240746e+00,5.963552502025092350e-01,2.721307390691341865e+00,-5.968577602090601175e-01
2.759000678439376131e+00,5.107431655890267708e-01,1.671003689091203226e+00,9.069200149691342139e-02
3.641957246624042632e+00,3.357163269310841081e-01,4.676746647646284671e+00,-1.738903140558546168e-01
2.730478125743773354e+00,9.258567846125840273e-01,4.385460474118665353e+00,-2.648709308163943454e-01
1.070445341502660241e+00,4.697956631389026416e-01,3.160004536626175309e+00,6.080908386726620041e-01
6.840907348715997705e-01,4.205211006228843362e-01,4.778178048254736687e+00,7.882657490648641296e-01
4.605136079480701694e-01,8.155361209355720398e-01,4.449666084139907163e+00,8.813212157891809895e-01
5.168895205677610516e-01,7.841202801273422507e-01,1.946973850083997704e+00,8.643990904497936834e-01
2.407373784683628504e+00,1.394830684819139188e+00,1.514325808952945218e+00,-3.163080844349963616e-02
1.936294807868138346e+00,3.938000995421882533e-01,3.247877857140553992e+00,3.005312433803966066e-01
3.666738564741914619e+00,7.012962221018479436e-01,2.101691362639885874e+00,-3.542748745324142412e-01
2.188377004530943637e+00,9.866422532454612870e-01,3.113231226841576937e+00,-3.995688228198346348e-03
2.594056740408268169e+00,9.863170779940819699e-01,2.851088877782547382e+00,-1.722678031640868523e-01
9.350733623175662146e-01,1.023000041536491933e+00,3.213870278366086630e+00,5.332343513949752145e-01
3.680110901692623226e+00,1.145973530467478518e+00,3.910544579327111414e+00,-8.376522745405581283e-01
1.736803128063685975e+00,1.452944758915312606e+00,3.596010761708248182e+00,9.036671811830176981e-02
3.888920827420673909e+00,4.801516603613363299e-01,3.713568081186196856e+00,-3.481040362850134073e-01
3.514318235960631309e+00,4.094979355855222769e-01,2.278694599700255452e+00,-1.190043483638504318e-01
3.322846742633544626e+00,6.589143200018149349e-01,4.569083042676999717e+00,-3.408415933508033846e-01
3.655641851825144895e-01,1.345136596191014222e+00,1.865968596850717143e+00,9.875779402475353130e-01
4.137429724329839686e+00,4.482285546751497707e-01,1.737340240241643574e+00,-2.182344896424607827e-01
3.208060256301042301e+00,9.281946192377377169e-01,4.648664762597721989e+00,-5.109725441814904068e-01
3.150848445871606174e+00,6.179109856129547662e-01,1.738540330870865791e+00,-7.567300904054397037e-02
4.227988829762303169e+00,1.040268442168312824e+00,4.332507170349773951e+00,-8.054173272935153394e-01
1.288045086100401360e+00,1.221792778055030615e+00,2.473806391238555502e+00,3.349565422066214659e-01
3.089702885051460068e+00,8.931625090904232733e-01,4.574367454485842366e+00,-4.238078506834117021e-01
4.877444086835448722e+00,1.182802660429747910e+00,2.072582793211594776e+00,-5.532278138788295774e-01
4.199990887461245492e+00,1.336924869370307523e+00,3.874197119002169121e+00,-7.178773939334062160e-01
4.623460094424186373e+00,6.257969956051568916e-01,4.819849446546781380e+00,-6.624839001365749880e-01
2.760897625523407672e+00,8.272453363741457677e-01,3.678325539271624312e+00,-2.059869612608829503e-01
6.571458614523361108e-01,9.976374677184411954e-01,1.524130695044155548e+00,7.800359586275074086e-01
3.414082377245343469e+00,6.549065029832019658e-01,3.015157641925008569e+00,-3.204174444152222412e-01
4.192400095892941714e+00,1.000173630818942616e+00,2.815545993341170838e+00,-7.741077653741391673e-01
1.646508203227321943e+00,1.091128021117273583e+00,4.388672679208408312e+00,1.591117628281664698e-01
2.464176761612414168e+00,1.440980649307090689e+00,3.591711113794610721e+00,-3.820663959891076322e-01
1.632240843376226103e+00,1.150359736207505090e+00,3.335569444201375688e+00,1.758149322474822918e-01
1.146191638032501903e+00,8.063197851831130913e-01,3.049211272143333318e+00,4.681230457511925680e-01
4.307962210293266203e+00,4.083300220160975824e-01,2.318447099639446396e+00,-3.047938473052850816e-01
3.489078870281874689e+00,4.576018088392350136e-01,2.643121797284610608e+00,-1.762514808483913731e-01
2.824996930467175815e+00,1.343700738092991065e+00,3.881259405408746144e+00,-6.012008711389191795e-01
4.194151657977526426e+00,1.407388421893622565e+00,3.203995134807030798e+00,-6.959658640496175774e-01
1.456047031179632301e+00,1.375282743498802640e+00,3.237034835172980074e+00,2.198133258620624531e-01
3.468548815096896831e+00,5.570669055609750453e-01,4.482321584932594583e+00,-3.092320483841272671e-01
4.763662995731327676e+00,9.159503318770949587e-01,3.690713199104462827e+00,-6.976158907784679730e-01
4.096353930309816427e+00,8.263034168557282788e-01,4.320842926497913794e+00,-7.214493618968131905e-01
3.596665411454871730e+00,1.019794882214024367e+00,4.445342823915360952e+00,-7.465938312442613745e-01
4.331662687501266262e+00,7.472951808936816320e-01,3.833446356276568601e+00,-6.931314346859243081e-01
