u,s,m,N_e,q_eq,q_eq_noisy
1.977102300064360191e-03,3.628985089572268063e-01,2.903138535978023183e-01,2.566126811097480527e+02,1.551241695447325708e-01,1.578765806025516916e-01
5.398375038374806333e-03,7.983684146980506158e-02,8.140912047999254719e-02,9.001898557570901005e+01,3.144250163633590667e-01,3.129381461940975440e-01
5.048155201353498678e-04,4.095521512063917124e-01,4.583748335560413611e-01,2.061967851737023523e+02,1.291040102196777395e-01,1.279135118693096873e-01
8.070472533786713157e-03,4.076052023958904313e-01,2.476487941332298770e-01,5.825617656578808123e+01,2.060305930252747941e-01,2.093668942847108916e-01
6.566335301740313041e-04,2.345551942208217722e-01,4.442428602264661408e-01,5.318548430004029797e+02,1.410831390246818917e-01,1.411759686696487104e-01
5.024584399708496678e-03,3.394886187309652525e-01,4.506029777150271642e-01,1.411974367187495432e+02,1.889451538398695118e-01,1.889526342837504203e-01
7.984689830409360742e-04,1.621989766277084355e-01,3.091201176491450431e-01,5.136261791233589520e+02,1.527953167098998755e-01,1.507011027931483560e-01
5.179666185178170628e-04,3.184559473150434528e-01,2.112610744923110184e-01,5.136476452729134508e+02,1.303030089438563799e-01,1.304299504723575032e-01
2.992685441631578232e-03,4.808336696458106463e-01,1.236900844832977686e-01,3.914469123972680791e+02,1.574829442958595171e-01,1.586751589632982573e-01
2.591157229906244832e-03,3.219370823263749126e-01,1.546345504170692498e-01,1.713919915966701808e+02,1.668922622874795259e-01,1.667857711336481197e-01
4.644103475708654012e-03,3.575154366728922617e-01,3.596416277774773240e-01,6.292199449211473166e+02,1.819738565213188108e-01,1.835079721602969061e-01
6.604806771961698950e-03,1.058693521439142415e-01,2.861286878465593153e-01,7.609028075092571441e+01,2.942451183952556892e-01,2.949078258514722384e-01
2.019863181588839231e-03,3.657885744354084090e-01,2.939191680750846691e-02,9.071117332571068346e+02,1.535418612624336876e-01,1.556473372700299673e-01
2.412261430453430892e-03,2.382729604089677822e-01,8.850790603065561424e-02,7.125615924316957717e+01,1.798964511928200782e-01,1.815545989944193639e-01
2.910999592901954147e-03,3.662377200893574547e-01,4.714690799592906045e-01,8.871423801789200070e+02,1.652133102257438979e-01,1.649513716928085461e-01
1.358078825071191683e-03,2.650403103790203163e-01,4.041857003542592697e-01,7.481258069645215301e+02,1.533921616917957309e-01,1.551360603668267835e-01
5.509326239240077555e-03,4.313045188738829916e-01,4.211459191620693931e-01,3.166628642452589588e+02,1.815638641681172893e-01,1.851786661643989862e-01
4.914215158655881391e-03,4.749230766805619952e-01,8.616163603835924611e-02,6.259484751089120635e+01,1.775085285719245898e-01,1.781208652330671105e-01
8.045267550897130474e-04,2.631388181786413205e-01,1.017530382286317980e-01,8.320007340927644179e+01,1.446759832631855092e-01,1.422394094118532570e-01
3.957402824089420457e-03,4.249669197216449090e-01,1.583047060242926407e-01,2.339727341945404930e+02,1.707603984756280169e-01,1.711469307120299099e-01
9.506628378458810121e-04,2.472575173446007746e-01,3.724035163863408382e-01,8.926145126649650763e+01,1.511607356171107974e-01,1.507663065443367867e-01
1.171265191153461225e-03,4.664857668780130751e-01,3.286053328431388088e-01,6.697445470039841666e+02,1.378333710292115599e-01,1.430196299535273219e-01
2.793326049977450619e-03,1.528271488285050661e-01,1.309621959342658348e-01,7.683410254231407066e+01,2.089878323981224639e-01,2.104998229626850736e-01
1.869095405200448803e-03,9.005482255656846458e-02,4.297209680974365953e-01,1.418659840298892902e+02,2.117679829943691361e-01,2.095554197455624656e-01
2.823766518529829874e-03,4.504017238513827737e-01,2.101581352668021596e-01,3.075344164538821587e+02,1.581994639203090081e-01,1.578222355900597285e-01
1.015152327358674524e-03,2.557940241025266070e-01,4.864803513804544233e-01,4.146802927840165580e+02,1.484311545009712741e-01,1.513524479235118791e-01
4.850587147363907489e-03,2.607522240729550078e-01,1.013346681348881728e-01,2.672754329896666263e+02,2.002082620534250956e-01,1.978810852770152839e-01
6.982757788315850991e-04,3.310954041440152817e-01,3.246912717732679532e-01,9.572992626905092095e+01,1.378418028694527175e-01,1.368525197147477668e-01
5.116995596072140915e-04,5.249027748349650857e-02,1.859519097521801778e-01,9.184384021966569378e+01,1.972296792455095760e-01,1.972247222493772878e-01
9.268296469195126414e-04,3.798828482527309425e-01,3.864267394554285473e-01,8.676137354480014210e+02,1.377067785286353319e-01,1.374008538503782018e-01
2.254911066786351691e-03,4.622516237103119208e-01,3.209231653248175720e-01,8.206121589167333923e+02,1.515456078703778242e-01,1.503483753971719128e-01
6.393545581004092537e-03,4.662302888328371253e-01,1.277212727581170659e-01,1.615810707316359185e+02,1.859820742884638611e-01,1.862313106803360485e-01
1.383933565208135671e-03,4.004974424128174837e-01,3.884216785133900451e-01,5.668286968909029611e+02,1.444158751601223589e-01,1.415791444419285672e-01
6.498359174953031222e-04,1.127023919389556483e-01,3.081246769477327119e-01,4.633431300210636437e+02,1.576666082648863487e-01,1.564922451985206742e-01
9.605249461057268484e-03,1.341874405329366027e-01,2.432822622505649290e-01,2.011566269684818167e+02,2.935671429721113390e-01,2.923510606953656499e-01
3.862440160176644488e-03,4.495552488894004606e-01,1.598426460999957666e-02,9.270458762142505975e+02,1.669178128385231386e-01,1.662946917857257012e-01
1.167507362154558866e-03,4.309803263435534326e-01,5.634226225734134674e-02,8.020705395172916496e+02,1.373785594132102550e-01,1.367577230239185593e-01
9.894446553483484189e-04,1.115291783824736566e-01,4.738005974178978730e-01,7.134672151086982694e+02,1.697315870512522140e-01,1.697008045866381376e-01
7.837356919553634810e-04,2.550110052941481076e-01,3.292070618448469932e-01,8.849231020015875515e+01,1.460945449673331509e-01,1.453710780523727875e-01
6.984061464586600269e-04,1.886650435271480242e-01,8.901170765632060444e-02,5.285239495884572847e+01,1.547777548703060946e-01,1.539127435772567054e-01
4.308964679682723495e-03,2.042829420566688037e-01,1.612348752804209639e-01,1.975836049654018609e+02,2.075592732438950871e-01,2.082497314528711507e-01
7.071469451793530470e-04,3.942686410082970050e-01,8.158489741984326082e-02,3.558289253557528014e+02,1.308942818535414054e-01,1.326605936076435399e-01
3.829622926447306865e-03,8.256373293484831066e-02,1.298550461376292708e-01,7.064387852616799535e+01,2.830210690616447033e-01,2.849100277945592619e-01
1.667825681030439024e-03,4.886028335925907684e-01,3.086737231192582254e-01,3.412851170073475942e+02,1.438724593317418643e-01,1.415320390047923593e-01
3.275955012924971956e-03,2.468056264727397919e-01,2.515210536701612543e-01,6.579448218617463908e+02,1.833326763263831705e-01,1.837898454415556881e-01
1.504854828796223839e-03,2.439042065724699726e-01,4.569522304316224748e-01,1.672520594328273091e+02,1.606410461061783257e-01,1.620966753128716409e-01
7.099686481870684214e-04,3.464993344965045519e-01,6.427029436267039930e-02,1.017664885655446767e+02,1.351121755419007475e-01,1.345398201097060265e-01
5.005646839477471792e-04,4.774540596520735480e-01,3.762391953421944657e-01,5.233166038625940928e+02,1.256937722886470599e-01,1.265885179389167059e-01
6.084119559990592771e-03,2.679434598342980700e-01,3.385200342845736121e-01,9.915992870596114699e+02,2.065452352150104476e-01,2.060651924134768997e-01
5.950534144214454126e-03,3.756076502238251402e-01,4.963641416915288707e-01,5.317616741922827117e+01,1.954029562925782837e-01,1.961154592373977323e-01
7.384469513192316393e-04,3.486269691498196654e-01,2.198521374632187997e-01,3.493438793788844237e+02,1.346942432484484475e-01,1.316070285498578962e-01
1.140417174638956414e-03,4.561260687402947656e-01,2.593558818325368831e-01,3.860090953501247668e+02,1.375545920543227996e-01,1.384346032482026145e-01
1.956453630176206715e-03,4.111152617371895968e-01,1.705660638165691356e-01,5.650354479466615203e+02,1.504422665253966618e-01,1.494350612279427282e-01
8.275863998293936721e-03,2.920988372655380361e-01,3.809155021630969973e-01,3.077145369774738128e+02,2.186812282873400459e-01,2.171670441142719565e-01
1.501689911378373873e-03,3.337562444340843593e-01,4.953868736691821595e-01,5.255779014910944369e+01,1.567160809190122628e-01,1.560730468263425985e-01
2.661102738842125327e-03,3.926669501224880343e-01,3.348908870235990376e-01,1.201209023402268059e+02,1.624564587735841947e-01,1.643837048748775231e-01
5.122971099146459524e-04,4.882575853280664568e-01,3.034890749109470098e-02,1.482515157955558607e+02,1.237961224463655502e-01,1.256367063466446998e-01
5.972446790593613974e-04,3.271410619756270899e-01,3.868656065287317536e-01,3.634169722974449996e+02,1.335880343481263832e-01,1.340389343398118160e-01
4.561778505383510922e-03,7.449665588958701012e-02,4.806186123491253959e-01,1.603285846035859947e+02,2.771991578399298772e-01,2.788805769532319290e-01
2.324144070716261615e-03,1.353378955958790542e-01,2.157998696005303807e-01,8.965465111550207666e+01,2.049774462108426287e-01,2.041162996413632968e-01
6.086469795624430005e-04,1.041678986585905797e-01,7.764190003950288688e-02,1.214793469601963523e+02,1.641838092680565353e-01,1.616466441141534427e-01
4.359203538527057879e-03,4.444828390350932246e-01,4.092794053546724986e-01,5.712897035590927430e+01,1.763093486094962359e-01,1.725300812875129042e-01
9.188753663540777036e-04,4.627711601757996673e-01,4.160741619539310987e-01,1.574719236560989373e+02,1.356575840075680828e-01,1.355458121878184985e-01
7.452996497611319264e-03,1.699429201870777395e-01,4.762453830900235663e-01,3.333922056280093216e+02,2.435814163516900610e-01,2.432384012168302689e-01
9.648073483403610609e-03,1.066359676183438743e-01,2.621101396520241211e-01,1.806436461017001420e+02,3.180603712930974436e-01,3.180819643413305142e-01
8.598475230487227783e-03,4.535722146515909770e-01,1.736359712264559096e-01,2.459920786066084304e+02,1.998458494306800393e-01,1.999297703845268614e-01
8.630641011885233560e-04,3.046310047906018448e-01,4.059497246848250418e-01,6.198788003872103900e+02,1.407584936557560173e-01,1.431433056619326460e-01
2.948110600748594847e-03,4.636654135315331215e-01,3.329181183533521105e-01,1.136691306025384307e+02,1.603883712099425374e-01,1.584961404554889042e-01
6.930811645024830686e-03,3.083204413099799313e-01,1.876894509685844703e-01,1.221389924220971608e+02,2.108978421381805246e-01,2.092976037360905206e-01
3.256342194216925272e-03,3.368909601487499739e-01,1.371695805160276227e-01,1.368323862129191184e+02,1.735147718320376731e-01,1.772949388057991071e-01
6.122170488393459484e-04,3.473031414618604207e-01,1.220329923558929330e-01,2.633165781960078675e+02,1.313225206594852978e-01,1.328068223862522712e-01
1.092587492639506778e-03,4.778101374854060168e-01,1.016782415905383430e-01,7.862447875903673093e+02,1.345741355187318744e-01,1.339170934522756484e-01
3.730659800704211153e-03,2.363723888913304982e-01,6.314631408920912126e-03,6.054101562371441787e+02,1.918624664011635561e-01,1.877320497789685683e-01
1.560338826654104850e-03,2.919160673151747765e-01,1.498308283465361601e-01,6.143805442329271500e+02,1.534545505812441590e-01,1.516981574889924300e-01
8.158783764476651651e-04,2.423239642792362480e-01,6.453616760078728642e-02,6.739203014184502649e+01,1.481831577919539289e-01,1.474064606203448202e-01
2.721075014983813118e-03,2.188735286761848697e-01,3.937976073888282413e-01,5.086670488281454254e+02,1.808310951994215043e-01,1.806050323496089238e-01
6.444848274520553408e-03,3.546639174387047899e-01,1.950104003271128095e-01,1.299118103185600432e+02,1.994241526508913898e-01,1.997444599082075223e-01
3.838956700297125983e-03,1.137680417924729348e-01,1.738014010929325170e-01,2.165843681956631315e+02,2.373145651035978299e-01,2.367995095355977797e-01
1.102680098934782655e-03,3.777776653832442544e-01,3.912182902316141409e-01,9.308479042853392684e+02,1.409528644499419003e-01,1.431845313278715115e-01
8.905060580793801740e-04,1.102820752539562521e-01,1.809580049937524748e-01,1.346824329509007327e+02,1.730763904616648696e-01,1.706410215992333057e-01
6.962023055877830918e-04,3.105683610226069313e-01,1.396657803576507040e-01,8.753441010759588607e+02,1.346040375858699178e-01,1.339728088514851312e-01
1.138977655758024055e-03,3.232729304468375253e-01,4.695216670121454827e-01,1.487737097218931694e+02,1.471159684316977745e-01,1.456928473460618878e-01
2.940020913699187711e-03,2.778873992950592342e-01,3.049576435869598701e-01,2.973561109211022995e+02,1.754874396549807314e-01,1.769689103930854879e-01
7.655431452780488318e-03,6.964768203624074894e-02,9.768216905183813026e-02,4.483625609413890629e+02,3.489466706163450449e-01,3.492332657775384930e-01
1.118184414755350655e-03,1.876876406605832437e-01,7.051034102354919453e-02,4.444118048271606085e+02,1.568491398776666601e-01,1.583586009986779619e-01
4.686795186849169494e-03,1.162706239767560129e-01,2.343925063639957784e-01,9.193562377910861869e+02,2.430784321807744619e-01,2.431646936179548690e-01
8.599198349726177443e-03,1.610636704436947952e-01,3.872386036167796419e-03,4.639210859538409295e+02,2.728957277361182543e-01,2.803310086505481635e-01
1.497611336907479383e-03,1.459856350262764280e-01,2.658440013799678869e-01,7.447464138054201044e+01,1.845505850818470461e-01,1.859235330033922051e-01
5.082558641455683750e-03,1.613204740185987807e-01,4.639406258350142753e-01,8.154079606659475985e+02,2.226336197476637691e-01,2.210599996444374826e-01
9.773723442098746286e-03,4.241243254626217984e-01,9.549141249006165566e-02,3.612766246777200081e+02,2.103451477333677933e-01,2.102657832716474384e-01
1.037687183690340093e-03,1.766460574547604745e-01,3.718543932561698129e-01,3.173159714665391675e+02,1.582436099587232192e-01,1.573730272796807494e-01
2.580304563570754578e-03,4.333879517054931019e-01,9.427428654932584751e-02,3.201595170729580104e+02,1.563538431720131461e-01,1.578019733189261198e-01
6.880990062723765441e-03,1.041316920361526899e-01,3.837764360513932771e-01,4.846073462898747835e+02,2.768094476373821333e-01,2.786845245283082195e-01
7.563113605334015983e-04,1.180994484645374459e-01,4.156516976409023179e-01,5.336824806086183344e+02,1.604800006279575864e-01,1.611817308447623942e-01
6.274879452356376232e-04,3.690655454783383638e-01,4.763900759308203892e-01,3.451282232093481070e+02,1.331533671794536688e-01,1.327325749524241316e-01
3.384169810771641470e-03,1.274503416308996884e-01,3.810851531735205411e-01,6.689869374693812176e+01,2.306940088291962732e-01,2.292998253086782345e-01
2.963246014143632555e-03,4.124315690716228167e-01,2.917373345197828982e-01,4.909361535783518207e+02,1.620771406596941411e-01,1.652296191106588374e-01
7.558847154388097407e-03,7.919826010349882706e-02,7.715589217595536509e-02,8.995588299672497214e+02,3.295725169517969011e-01,3.317539281941671025e-01
3.592470599340340329e-03,4.710040593812060417e-01,1.207626925942382745e-01,3.601654094078980393e+02,1.636230032015076330e-01,1.577146097449518281e-01
7.567755470057500530e-03,1.994461966973550271e-01,2.286466502234830722e-01,7.268460072866498933e+01,2.484565785182639708e-01,2.485439501828773379e-01
2.389279765319565329e-03,3.460079371007384053e-01,2.599931146297963513e-01,8.772013477842698421e+02,1.606372321312906082e-01,1.589131003139121201e-01
3.263482023784945209e-03,2.015666203426990655e-01,1.864082978364751120e-01,3.224742586504149813e+02,1.932568811519277119e-01,1.924618207704285044e-01
5.889847658954863036e-03,3.121790806401427143e-01,2.925886299713978400e-01,2.834880339171927517e+02,1.990454910252553444e-01,2.023904208038048158e-01
1.720526258097860575e-03,3.836638616437437199e-01,3.989246453882998589e-01,6.724745706056406789e+02,1.500659487803974179e-01,1.477600164814450445e-01
1.687019100495516961e-03,1.046515829559748617e-01,2.282906637337708822e-01,1.968770359892487818e+02,1.973487906719306739e-01,1.952300394135641493e-01
4.060970120168455599e-03,4.024974811090183957e-01,3.937214973062630463e-01,2.574814219925578982e+02,1.735084761681099652e-01,1.783818705570562047e-01
