a,psi,theta_obs,q,Prad,Prad_noisy
8.940025564202758308e+20,1.002615882871630726e+00,9.998557637771372519e-01,2.030552944475217288e-19,4.914185295160218701e-11,4.915259893801896959e-11
2.094560035423061934e+20,6.902067144410000132e-01,7.500768777921812402e-01,2.840882611569582467e-19,2.343152113557253726e-12,2.377771007587032700e-12
2.150487353505445642e+20,7.834321521054186110e-01,1.021734691834087938e+00,2.538093210959821556e-19,2.293947546424316048e-12,2.212676041850155315e-12
9.111059869398098248e+20,8.719094356550626257e-01,8.842689499551672494e-01,8.449691286430963853e-19,1.046288643778357193e-09,1.046302763523726220e-09
8.541659500463131197e+20,9.846044152635301527e-01,5.665868262362203644e-01,8.339224077429719748e-19,6.065074600967029602e-10,6.065293690007158367e-10
8.419802651933949297e+20,6.913268601979474237e-01,6.170576368720741556e-01,4.480678842499335996e-19,1.896279354156381977e-10,1.896896019672865668e-10
7.001699085351161692e+20,3.132447631286005008e-01,1.926789354930273646e-01,9.543107343408039890e-19,3.375979867555041361e-10,3.374518253555745161e-10
9.622342087524888084e+20,1.016510342872514627e+00,1.098385894806978680e+00,3.207462739433446182e-19,2.054590142212207631e-10,2.053822944812653502e-10
4.796099049319225754e+20,9.558777701147878059e-01,4.116083347133210335e-01,1.627010887451988858e-19,2.319664124133860505e-12,2.492584435026360811e-12
8.368488030123602739e+20,7.176769836804277602e-01,7.772943576506176067e-01,1.606376861071497508e-19,2.393012685076524762e-11,2.389083171860045144e-11
7.969375774431303434e+20,3.067931109743491924e-01,7.623728616274015879e-01,9.193528702112269877e-19,7.106352568535285278e-10,7.106268642576229252e-10
4.926242966364276654e+20,2.586483462586751658e-01,2.088814407592686218e-01,7.730158713784406960e-19,6.012070855373004675e-11,6.008087011665133546e-11
3.627277750278940262e+20,7.930269502059204001e-01,6.647566990225860506e-01,1.394545361155042729e-19,1.045923325211007747e-12,8.962512595814051533e-13
2.034073744011414733e+20,3.570364989152304824e-01,1.268004919894613725e+00,2.519106441068041159e-19,4.002436250069100191e-12,3.894864234964358055e-12
9.576101211863450911e+20,1.442539299474991377e-01,1.298664858249139353e+00,3.406089395946368440e-19,3.900174015195838922e-10,3.900544718702038941e-10
8.372681821149724672e+20,5.049259214584028710e-01,4.404499790505673751e-01,4.495545144412003735e-19,1.931398403493025297e-10,1.930726320230789653e-10
7.687917842149914706e+20,6.496984817440821791e-01,6.098686990172540456e-01,5.194143557482615821e-19,1.577134265310231128e-10,1.579161400323136592e-10
3.263280972953128796e+20,1.144265225416353671e+00,8.848145600265439059e-01,6.924169105625519121e-19,1.768502879623247215e-11,1.753521051856236536e-11
8.380984568256397312e+20,6.737044840335616458e-01,6.570635906205853916e-01,9.394479729608640316e-19,8.250938902485942962e-10,8.248996549546157314e-10
2.766100503330906440e+20,4.095391451489548418e-01,9.146599659197588439e-01,6.445096482254465569e-19,2.419831587460905282e-11,2.415911913490682075e-11
6.717632696906201170e+20,4.051031593027015765e-01,2.939372693645720958e-01,1.688696610527229007e-19,8.854215766614361417e-12,8.733260735762124946e-12
2.459194513145893028e+20,4.307861281189102609e-01,7.317722593033559875e-01,4.616440175656876945e-19,8.728197262135067485e-12,8.866263562371895516e-12
5.074361880557371392e+20,1.119126518029055273e+00,5.541130485573063646e-01,1.731678076101080125e-19,3.035336020560665840e-12,2.992713690968108791e-12
6.499621286848820675e+20,1.308757586996756039e+00,7.653582538544380087e-01,1.610625133829414936e-19,5.711291228238392198e-12,5.762926725435526839e-12
7.472384018465423360e+20,8.628593751486777208e-01,8.003610111316965536e-01,2.452505227689976089e-19,2.874448968560890180e-11,2.860263462201728194e-11
9.256888327017438904e+20,7.553203952945870547e-01,9.548218901405652881e-01,3.088505158387084676e-19,1.715973497831378157e-10,1.716634198667559262e-10
9.620505041218313912e+20,3.919261676190818333e-01,8.412781026565945286e-01,3.626378616437401127e-19,3.898284296618404210e-10,3.898917879661020952e-10
7.844911871739267645e+20,1.178820851074131149e+00,9.704963272640189098e-01,6.134583795303019845e-19,1.947314778655944428e-10,1.948548154178255472e-10
1.404706195015988675e+20,8.460283668673713731e-01,4.968612309625469736e-01,4.093916954653986023e-19,1.814964931866590841e-12,1.836274113338630441e-12
4.483445198355696189e+20,2.317030279619217148e-01,1.113887339258447629e+00,1.019491338182958166e-19,1.519611954686714413e-12,1.570565786661243133e-12
7.537208695427049718e+20,8.648256797382571914e-01,5.193951027133137943e-01,4.779992661466354060e-19,1.080180704796045694e-10,1.080340182969150658e-10
8.814296675611790541e+20,6.311877273383219578e-01,3.895971006603038411e-01,6.639007379024039505e-19,5.504028036478280840e-10,5.504944655854803660e-10
1.201378717963967037e+20,7.027850294375027618e-01,5.313913728104241452e-01,3.952081288400877432e-19,1.964381694092401201e-12,1.922305497398206723e-12
4.595435069658032374e+20,5.539015597845724503e-01,3.092066091975492759e-01,1.559666647238308227e-19,2.005414939014675196e-12,2.059035795347172545e-12
9.417578774797996524e+20,3.383595273908400203e-01,7.705904913142677115e-01,6.391376652600546512e-19,1.021506313115988358e-09,1.021448525707842199e-09
9.348555178558866063e+20,1.016945175026647386e+00,2.039273431181256591e-01,3.311311704444692502e-19,1.658854985294338047e-10,1.659552543397619567e-10
8.957305663419732460e+20,1.381965684346167178e+00,1.139124483796074339e+00,9.105541693484185362e-19,8.140487400199832028e-10,8.140201114372621119e-10
2.378191639397712527e+20,1.414014232414139982e-01,1.007630824174945650e+00,9.993107386578958979e-19,6.252076087003872089e-11,6.245484493639211162e-11
3.898155179731206799e+20,8.980129161094848600e-01,3.195878823548303771e-01,5.122933891334681160e-19,1.303465612589524641e-11,1.296583862051473675e-11
9.351723875644493005e+20,6.881941351666051032e-01,2.790740838447602346e-01,2.694152791506998068e-19,1.333358817735107261e-10,1.334820077498738789e-10
9.278720198457943654e+20,9.089284498657370648e-01,1.117596060206362152e+00,1.486078325613839162e-19,3.667769824456332686e-11,3.652090341798858526e-11
9.673306173171379732e+20,9.946132795164952523e-01,1.532340818777198910e-01,2.756979770307983814e-19,1.510891163732747370e-10,1.509398364220959526e-10
7.299464331436503859e+20,1.105760786414390490e-01,4.809263452811599615e-01,1.972774219561970843e-19,1.957531505336220183e-11,1.963800545344164654e-11
7.390970102255893873e+20,1.199759946633320862e+00,1.142073332564918386e+00,4.090577233391949829e-19,6.568051422887120690e-11,6.557989317472849269e-11
3.270139275012265083e+20,3.524993826609397196e-01,1.735500486411851728e-01,7.639471096800675219e-19,1.902549629961341822e-11,1.897785123885887626e-11
7.392832041514498785e+20,1.163552290671762135e+00,1.325313890736163902e+00,4.210714823919783647e-19,7.157090464049571593e-11,7.152052297889612850e-11
3.368700474464834683e+20,1.261179124379075533e+00,1.031745388174917677e+00,9.464870567963574959e-19,3.280026644431325235e-11,3.302719849437907147e-11
8.578293338456292065e+20,1.251009199469046651e+00,3.389571388160015908e-01,3.871699140202894545e-19,1.174264560902624119e-10,1.173581257952551301e-10
6.444124531103853445e+20,9.916656545071375062e-01,3.679506198011404106e-01,2.630617412062622889e-19,1.568593645752387781e-11,1.561270159656745615e-11
3.551551122782330552e+20,1.009672101569965008e+00,2.696016773587848192e-01,4.425090049285388833e-19,7.417180544234618602e-12,7.377248236732565098e-12
2.336964806049498071e+20,1.394318646246502036e+00,1.130309875933632080e+00,3.158405994188652611e-19,1.514101921886264862e-12,1.536293884211005012e-12
2.119324048198190367e+20,1.373311721337186209e-01,1.290640675198569953e+00,2.198888326508374065e-19,3.468734726831555393e-12,3.517871042682057555e-12
2.377837500613536973e+20,1.196767045179668365e+00,1.355885920178754311e+00,9.072319853104972968e-19,1.861998434315324036e-11,1.847198221832873170e-11
9.245311574768611492e+20,9.041955423809779901e-01,3.503474714632870413e-01,9.711762159987057365e-19,1.415915056499756622e-09,1.415958909461825998e-09
4.318819173941620244e+20,1.335379754766656601e+00,1.214213393830149146e+00,8.492787346394799040e-19,4.580763712550766922e-11,4.600225671175298607e-11
6.102635921517358612e+20,1.290255717827988313e+00,8.330909123041760900e-01,1.324092882766612329e-19,3.105136725117559775e-12,2.925735275163833168e-12
2.323167936748999148e+20,2.177519917026021767e-01,1.790085255019174260e-01,3.388596247474968159e-19,1.804853777630288629e-12,1.861820505618044843e-12
9.070401781928402616e+20,8.783930112798241652e-01,3.920188855426426366e-01,1.570732277581266518e-19,3.294763190959690395e-11,3.302397109233563618e-11
9.928018985069196083e+20,6.763045176221287313e-01,2.878319747943782203e-01,2.172827257976915146e-19,1.447327663361790557e-10,1.447476476823153698e-10
5.632741247641024594e+20,4.594167705409060165e-01,1.045037739910688712e+00,1.000186684150158480e-19,2.241199673953062375e-12,2.221044783507424893e-12
9.549897040332058788e+20,3.262650990526019812e-01,1.077652526526247323e+00,8.148592966590911229e-19,1.997348145659152357e-09,1.997112060784896813e-09
9.731022962631336264e+20,2.150934350859422250e-01,1.219467791187455852e+00,1.401444760275996266e-19,7.365498587610614950e-11,7.377441633881229750e-11
7.080896518490699858e+20,2.362409686817783516e-01,2.867471198890246264e-01,5.898077108784648654e-19,1.403325796497265292e-10,1.402995796257106338e-10
2.286392793521328620e+20,7.153389979436409751e-01,1.177498175779944978e+00,3.946495237492613392e-19,7.131484568221521086e-12,7.110305709835582757e-12
6.941124624504751391e+20,3.985291982469360006e-01,8.817570487641372967e-01,3.651868327005453917e-19,5.906242289393266932e-11,5.918460906190376802e-11
2.641867924829774152e+20,3.427251466893697085e-01,3.922887824939575996e-01,6.283151323591166882e-19,1.084424952450166537e-11,1.060964498862272004e-11
9.056899001588015432e+20,1.081481566040564779e+00,6.838553273819130141e-01,1.922665442976044283e-19,4.445684644186394309e-11,4.444946519736057055e-11
9.024775613200328294e+20,1.462272900900147277e-01,1.264554564136869952e-01,7.060516704184021559e-19,8.230127232840041769e-10,8.230717677016719036e-10
2.624918419070291476e+20,1.322932859525568050e+00,1.353523567207636669e+00,3.262893383001698450e-19,2.284352008720260397e-12,2.355796590732703187e-12
4.183508460244777042e+20,4.599103333877712085e-01,7.077646862533764072e-01,7.946893934808107145e-19,5.612306710889622311e-11,5.618343724422540568e-11
7.151726358167630643e+20,1.185577035394310141e-01,5.505066400030702578e-01,5.895162220607035710e-19,1.630663803793868174e-10,1.632698102044715275e-10
3.160764939385677414e+20,3.226091801272920057e-01,8.199957340284340646e-01,1.870628141294670731e-19,2.262699154925628262e-12,2.290574960192568413e-12
8.584236889072469279e+20,8.393875390203683340e-01,1.257739549926315537e+00,6.010444414536395960e-19,3.852420583100081049e-10,3.853434537584376453e-10
5.567067879573585265e+20,1.114005171235215474e+00,1.021136626520944501e+00,1.958822444530789265e-19,5.545393653817161200e-12,5.622211160956103330e-12
6.824424844792233984e+20,7.064225486864285086e-01,3.612110312233360876e-01,5.857574768608651300e-19,1.069558443550022181e-10,1.068073796068817842e-10
5.095193974314184868e+20,1.037954517438929303e+00,4.881921395886950066e-01,7.811425762631186540e-19,6.336350858329851669e-11,6.328638509897116109e-11
8.273688313190141133e+20,1.315193170063503558e+00,3.069588360486904532e-01,8.191365788041023686e-19,4.222008037256367783e-10,4.224088600274970664e-10
8.122925421011833979e+20,8.401822926061097707e-01,7.461908222675869284e-01,9.403028532048452178e-19,6.432191056295579844e-10,6.431917065997632458e-10
8.238140890160378675e+20,9.964498565869922553e-01,1.226268985539695766e+00,2.774619102449197261e-19,5.797956857512436495e-11,5.797274962139850844e-11
4.286487447062851748e+20,7.714452260672267636e-01,1.929151429138303842e-01,7.244312602520220055e-19,3.281268244512552491e-11,3.268083511075214386e-11
4.219123706451723551e+20,1.017966590552016742e-01,1.365258180903220486e+00,3.802996076904699028e-19,2.141845691515686640e-11,2.138403026750841489e-11
3.183814525684122911e+20,1.127371790956166242e+00,1.191549814088644021e+00,1.519558511494870287e-19,9.071869253428161159e-13,7.757542038215407072e-13
9.095687731154444616e+20,7.011982037905182263e-01,3.917211274762187889e-01,2.905786451878659154e-19,1.268068659657764230e-10,1.267458684203726132e-10
2.057464648227270164e+20,2.580585881671212389e-01,5.580409157003834997e-01,8.862155107979537752e-19,2.184861882237757006e-11,2.190388868663522582e-11
4.197906751921722491e+20,1.094673126362002202e+00,8.709297509939359916e-01,1.031777807897823534e-19,7.062482818096112741e-13,6.230499086324483894e-13
1.306869879425088881e+20,2.182561620390511270e-01,3.417400928660150883e-01,9.939076050665290664e-19,1.051906850994018244e-11,1.045751137749415869e-11
6.902493549104495329e+20,8.548764015117258364e-01,1.116108612949413548e+00,7.639571689511999391e-19,2.112006901278406886e-10,2.113344067094524737e-10
9.637341164338924749e+20,9.458081818939781948e-01,8.283412523273655514e-01,3.002625237297431515e-19,1.885607321552105436e-10,1.886076925525006538e-10
5.821646207041918075e+20,7.872224422748625994e-01,1.006874739809745289e+00,9.187023219535849612e-19,1.713623642252781271e-10,1.714138941815802500e-10
1.313708948826573537e+20,1.206314702314644771e-01,1.386164899210274193e+00,2.807254593218048760e-19,5.011048219786960685e-12,5.110425168324150521e-12
4.174068340460136038e+20,1.313195493403290559e+00,5.957245796469872179e-01,8.464437359331138043e-19,4.009474419263281853e-11,4.003955357363377209e-11
6.955456360633098568e+20,3.405442200919638340e-01,7.020373528727679169e-01,2.933187094636633929e-19,3.650906431939212299e-11,3.646994574543169522e-11
2.453207709366842819e+20,8.448133087274823927e-01,6.772362088211574260e-01,4.824078920568398925e-19,6.291352631939892411e-12,6.085419411339159647e-12
5.677409561912085053e+20,1.204030851706242355e+00,1.008287120363071887e+00,3.048815501597206489e-19,1.358407489881422841e-11,1.365734570252918278e-11
4.038902095540211548e+20,5.483758763594835939e-01,9.747306825117340034e-01,6.444941330541422467e-19,3.985623990819977937e-11,3.983544929262769611e-11
1.404966517289689088e+20,6.914186638354841152e-01,3.063966073592397366e-01,3.629409818948430848e-19,1.049891937748804246e-12,1.049385060940910768e-12
8.049159165658698875e+20,9.156661414626708906e-01,1.309837448216612632e+00,3.969829847268401370e-19,1.118036758034458535e-10,1.116945981411855222e-10
3.609777245764951736e+20,9.896525804187904507e-01,8.696529055378952044e-01,5.566386607333163125e-19,1.601800837698909290e-11,1.607991816002830209e-11
2.631643525597995336e+20,5.956177853790418641e-01,9.162532761872781428e-01,3.870554105386079839e-19,7.232605370252651705e-12,7.295184807486448990e-12
6.916852642829016760e+20,1.046784946341663858e+00,1.362135095106756788e+00,3.297830442158801192e-19,3.582162131687573267e-11,3.583970503827888802e-11
4.960580132515604070e+20,5.734668303059033967e-01,4.562226359066310355e-01,1.079096948273397144e-19,1.282165813329228555e-12,1.123188495544384083e-12
3.920543369018610811e+20,5.182915046073718335e-01,2.903544206936695682e-01,4.312963278981519392e-19,1.001706452339914613e-11,9.932748771653730658e-12
1.925387047265571308e+20,9.238113419449442976e-01,8.667757727061883299e-01,1.406433194423611415e-19,4.472646947570601224e-13,4.437527449822100448e-13
9.889252638901374812e+20,3.518092935155745504e-01,1.315557514946971596e+00,7.896414299002768895e-19,2.594133831405249907e-09,2.594050058961609582e-09
6.340484539856110223e+20,1.053212544787105465e+00,2.342413452547106867e-01,8.861577168123175845e-19,1.625619342770212593e-10,1.626004811319894356e-10
4.989671488830240850e+20,1.766328027746918994e-01,2.091337098622990665e-01,8.424718654009475300e-19,7.475036621113523249e-11,7.485091126218848663e-11
