r,q,T,n_ext,phi,phi_noisy
1.514061604262600058e+00,1.315545987041214948e+00,1.852829340234598998e+00,1.975785925510523233e+00,5.385757984070084214e-01,5.505935385278826200e-01
4.533087951005609462e+00,8.676158794655115525e-01,1.170689134229729644e+00,1.911092303082374988e+00,4.687319342015592444e-02,3.524424078608161259e-02
2.992202132161176920e+00,2.160810268023897862e+00,1.856954946657363381e+00,2.196691682381810562e-01,2.296229745904209696e-01,2.183391309051872786e-01
1.012700925380597194e+00,2.455679776227313482e+00,9.320238343395046421e-01,1.259870377140093201e+00,1.615900712951969576e+00,1.630544849267341112e+00
2.567218568044657978e+00,1.141901171994727404e+00,1.817524701098139017e+00,1.339393929359393276e+00,1.843805371739031529e-01,1.870132469140827203e-01
2.121006913249570580e+00,1.087865765708996513e+00,5.108188158437045878e-01,1.432444935812891895e+00,2.035450319375152750e-01,1.892721847896694232e-01
4.210025567608629338e+00,1.424479452092905829e+00,8.744649029516124994e-01,1.321573686181112262e-01,4.931078309885637834e-02,3.263361065319469317e-02
4.004527195432991071e+00,2.148694453306913665e+00,1.664331921278855653e+00,2.975832601353451956e-01,1.247061922829131031e-01,1.382632553108551765e-01
1.756054114577508152e+00,2.342071891660522098e+00,6.211190662794563444e-01,1.114469785002547564e-01,5.984074970343495892e-01,6.339387503317063244e-01
4.918710543117031264e+00,1.072212638011329044e+00,9.934412494205995259e-01,8.826592990256467708e-01,3.609070772075321371e-02,2.030387124787392389e-02
4.293847365530424898e-01,8.017002373779886781e-01,9.747743450322664538e-01,1.678023869470761431e+00,1.719422757417515601e+00,1.733654648934913389e+00
4.566328417616660751e+00,1.240658681418667530e+00,9.685888090899803515e-01,1.373434925419446895e+00,5.694215956077991470e-02,3.268098254942813918e-04
6.668817575569615519e-01,1.286129966202309571e+00,1.851557644708391459e+00,1.835020397503099865e+00,1.632784965189553628e+00,1.606234404404871752e+00
2.860519609301546140e+00,2.929754574586860283e+00,1.350463255007686492e+00,1.208431203375661678e+00,3.638389859995659337e-01,3.780601143402888553e-01
2.210730230784511807e+00,2.099812220122500683e+00,5.665789267866083723e-01,5.007561597416125831e-01,3.579374211421041396e-01,3.902049811769023324e-01
4.152420460728652785e+00,1.247840437782716361e+00,5.331910995346338389e-01,2.062484057651277070e-01,3.033738392227311800e-02,3.247242456790010862e-02
2.506429573722141146e+00,2.633227155740292424e+00,9.620412487704137483e-01,8.840457835903343664e-01,3.801329989861100822e-01,3.918231829664370891e-01
1.550777239584747003e+00,2.323461940793102976e+00,9.184022924349267702e-01,1.287532205316628264e-01,7.104124607520849732e-01,7.164627816162774110e-01
3.621511772173519716e+00,2.205555484311017000e+00,1.675771739588601594e+00,1.766190632520513226e+00,2.013985308768588278e-01,2.222607103726079170e-01
2.033681117213167244e+00,2.161137571847547623e+00,1.499665890588212314e+00,6.723877108889753096e-02,4.334722062088273709e-01,4.130131928608449798e-01
2.240850211358540900e+00,2.089872304773545242e+00,9.426261524446460927e-01,1.828866813220230814e+00,3.968267895031560299e-01,4.103483505280319243e-01
4.117999318787716412e+00,7.173320328725697470e-01,6.083169144255100580e-01,1.232455098106215896e+00,3.476383871846423085e-02,2.715533677788459915e-02
1.909784755533013634e+00,1.666641462128226392e+00,1.394180501058451593e+00,1.112819160395069229e+00,4.062393338596284043e-01,4.005153305354786641e-01
2.744234349153094499e+00,1.392546895604168222e+00,1.790763724694384607e+00,1.309788886863524571e+00,1.991268656667570247e-01,2.000106701724808922e-01
4.081966703634786420e+00,7.056715941402151859e-01,7.370094432326914635e-01,1.337942208843834857e+00,3.837738822428334723e-02,3.530166391458060965e-02
4.168207870241618096e+00,2.226644966427417494e+00,9.097306717744624294e-01,3.629841508863740351e-01,9.350888044724839365e-02,7.932314233076429022e-02
3.481463109317849192e+00,2.969394398146778968e+00,1.132162147482655756e+00,1.075645481143656657e-01,2.027292571473414129e-01,1.986723827617599136e-01
3.607171138754064366e+00,2.384443900832627694e+00,1.295308533265689732e+00,5.117351601582802445e-01,1.712680960196251156e-01,1.535738435009716962e-01
6.568936687737803037e-01,2.128589109738290297e+00,1.982699931262758009e+00,4.094145444479078133e-01,2.541327736381024938e+00,2.571583373689072083e+00
2.817105835945164394e+00,2.573177804831503934e+00,1.931320244900214700e+00,5.496489503441837066e-02,3.009613452570167880e-01,3.157873143860878695e-01
3.070254203111084212e+00,8.053544408436481561e-01,1.664751049553828466e+00,1.903632026475425842e-01,7.981215721793466500e-02,7.265261059050658055e-02
8.773011920290383348e-01,1.578368503190757721e+00,1.482334112002709148e+00,1.741608200856885169e+00,1.364939616513161313e+00,1.397369395067603826e+00
4.464025651990174204e+00,6.956244916709828363e-01,5.712273389604989315e-01,9.893589211844626696e-01,2.370104063145322265e-02,5.012155859949495029e-02
3.443255947234785896e+00,1.016262110055576207e+00,1.658266326568569760e+00,1.485921149515083028e+00,9.726155366418111348e-02,1.079215656737508439e-01
6.951065302697225778e-01,1.093740464048660321e+00,1.772255919746608788e+00,5.800202147379698303e-01,1.161980957331953723e+00,1.152448135261104900e+00
7.843048034472959174e-01,5.844585494097838119e-01,1.233831216759625926e+00,1.757490249830382378e+00,5.502822116873102853e-01,5.564093491144153081e-01
6.971160662527073892e-01,1.240143959537334695e+00,1.531750975844301310e+00,9.457020882061406564e-01,1.358452024714070783e+00,1.370791991988407066e+00
8.951350012124292821e-01,5.348037775802410021e-01,8.059311979776340173e-01,1.450577290670353126e+00,3.852920080773005740e-01,4.137880488293566583e-01
3.030771938175296221e+00,1.183498905475838026e+00,5.685329424996582448e-01,1.274115394435711313e+00,1.155666156604603922e-01,1.130489549101830055e-01
6.682217669911763025e-01,2.321847994998407216e+00,5.905881405745021517e-01,1.597440781325026871e+00,3.101292688472716552e+00,3.091146210703319408e+00
2.162143149607993919e+00,2.822186735280139303e+00,1.924870727738104526e+00,1.234235519329877517e+00,6.138728539389618488e-01,6.602164434825147366e-01
1.585574261313092093e+00,2.817218063486267354e+00,1.860718274066211375e+00,1.357442829222621050e+00,1.024586732987949667e+00,1.053051877540086778e+00
3.337079831228054516e+00,1.843612424912153713e+00,1.690250395273870332e+00,6.343924822041373535e-01,1.663338049396302920e-01,1.735626062571893891e-01
3.619203952137083125e+00,2.620486565752927710e+00,7.284070624916831882e-01,7.145654608490188409e-01,1.661006601756618573e-01,1.489704223262854343e-01
3.264128527927027346e+00,1.624085047219739231e+00,8.406629291529801318e-01,1.900774740320005485e+00,1.556569317570281608e-01,1.663371713631269788e-01
3.057962417921982201e+00,1.895313231474924143e+00,8.445229837876820911e-01,9.341883153270291729e-02,1.614070574324872054e-01,1.845553618965538045e-01
2.869760293428953002e+00,2.850235412908998178e+00,6.121445847309717747e-01,1.077859772113629377e+00,3.090782779303519190e-01,3.250499536259461308e-01
3.884461898023994664e+00,1.000250592060795363e+00,1.810191951811622069e+00,7.741269337883909252e-01,6.946610377711667783e-02,8.680584106305305747e-02
2.606128458401781423e+00,7.913287661209664758e-01,9.629269569500313874e-01,1.144373306816749647e+00,1.082505820922022161e-01,1.101595193030481812e-01
1.227659055174081359e+00,1.738153892428383251e+00,1.105176255937471597e+00,3.707853809918861820e-01,7.597908797395969138e-01,7.833265803445748077e-01
7.251716341776297536e-01,2.570509594890049598e+00,1.460779938715464743e+00,2.219317523460531127e-01,2.581924468790066651e+00,2.571045072305928159e+00
3.080231456145239743e+00,1.674043689374570043e+00,5.435002494028599029e-01,9.089615416023506533e-01,1.491693683356615230e-01,1.415157795911009264e-01
4.064095131759247970e+00,6.697838763534936790e-01,1.065825007422980253e+00,1.995950021909166594e+00,4.464731759388211596e-02,3.579743012423553666e-02
3.644737175180338795e+00,9.269623056042687326e-01,6.367991654502820342e-01,1.596438664752700465e+00,6.521329788197474664e-02,5.348648583154349406e-02
3.597429535485720198e+00,1.785812614251987007e+00,1.191601225161688982e+00,1.653076281664918490e+00,1.489701638422496199e-01,1.885412235304057271e-01
3.930490145235814747e+00,9.266952133875695496e-01,1.617621396078543050e+00,1.616928893574641535e+00,6.990587279960913669e-02,3.742016485354545535e-02
5.871363172656837159e-01,6.105196870740488002e-01,1.859569549656213683e+00,1.252444076198338418e+00,8.448041074992865829e-01,8.504832764364826936e-01
4.283578000221460513e+00,1.426788040164590043e+00,1.461640303054534629e+00,6.781794848003317444e-01,7.475736059360600649e-02,5.625699695046954690e-02
3.500941404540849899e-01,1.009386328175456038e+00,7.380718235159460239e-01,8.458757205864655404e-01,2.873008084508465121e+00,2.849383087028006134e+00
2.885898774820236934e+00,2.944690761742489116e+00,7.398878575612310993e-01,1.007952830348062268e+00,3.221218223534034197e-01,3.250720089104234267e-01
2.194289956153926191e+00,1.525961218720319090e+00,6.385113238685785619e-01,8.986749568102536667e-01,2.683436931001622616e-01,2.382974923759516583e-01
8.324802172730696448e-01,1.512167199703793097e+00,8.044911295158518882e-01,1.432841496418362448e+00,1.297279399250389709e+00,1.296409561268757615e+00
2.950991562885086239e+00,1.201800787595444620e+00,1.205647219316756669e+00,5.556533030184189759e-01,1.282770088429232291e-01,1.745967220230858485e-01
7.519441591311175621e-01,7.291379952003358422e-01,1.684057179606358590e+00,3.545475437494112203e-01,6.606056961797243110e-01,6.592979032609054268e-01
4.427659539997531590e-01,2.372868870209861925e+00,1.442930864548314762e+00,1.029340736592438299e+00,5.493401491016297378e+00,5.503344396605699629e+00
3.612143755006955725e+00,1.781037643318154950e+00,1.120837948313571975e+00,6.266349111311075859e-02,1.084630442577889514e-01,9.250983890879163618e-02
4.479365660126339854e+00,2.986983238852670475e+00,7.650763591419460496e-01,1.968850766265697327e+00,1.477001802606693892e-01,1.581063209958850635e-01
2.314622595342921141e+00,2.864959345652955403e+00,1.875439374095670297e+00,1.652693827006002092e+00,5.874285914496948369e-01,5.587298738757486838e-01
4.071018144579033660e+00,1.148959423912087940e+00,9.932749623866959920e-01,1.632545922447778963e-01,4.922651014635563704e-02,5.381999590893223745e-02
4.778846211660566112e+00,2.955160988077520923e+00,8.501004122433579724e-01,9.789228595360452978e-01,1.031021735149229013e-01,1.013585617409475531e-01
3.706751008420894333e+00,2.416849696253770219e+00,1.013416310176132873e+00,1.412138645167497764e+00,1.780310136086609707e-01,2.217623361983818708e-01
2.224065843439755330e+00,2.886995042503019526e+00,1.970885891249715582e+00,1.297142490670226911e+00,6.081121945699322628e-01,6.070528286261323014e-01
4.728336525951529090e+00,9.797116582017555420e-01,7.291054056793340177e-01,6.175031252941942661e-01,2.713795829288923045e-02,2.055182430159262219e-02
1.386865739405744424e+00,2.887478848621540806e+00,1.458760023325850419e+00,7.883200855528933459e-01,1.154934253796509047e+00,1.144392070278791751e+00
1.345082273844527387e+00,8.128199472723838248e-01,7.565321301815608468e-01,1.823840705406621687e+00,3.316485650417454467e-01,3.083838511801001991e-01
3.415454351107627406e+00,1.036638664318892511e+00,1.063767308529767863e+00,1.950840935227016182e-01,7.459959026891321843e-02,9.035041521699560541e-02
4.161134681158595860e+00,6.312959838424385683e-01,7.681506188041546945e-01,1.245681699932450481e-01,2.038019547258071093e-02,4.961283724807956375e-02
1.452582054483192220e+00,2.755873211555722513e+00,6.219708460849213694e-01,1.362103292291751311e+00,9.861294671727349748e-01,9.791844356410192018e-01
1.705655423383534153e+00,1.821956430627111434e+00,1.820015558072776596e+00,7.916848107962140002e-01,5.360983338103380014e-01,5.506191240393990549e-01
3.333698618945092340e-01,9.823169232729102029e-01,1.098242763596058769e+00,1.642176970253830692e+00,3.051612907267223118e+00,3.044972561092027519e+00
6.553921995342979478e-01,2.298015027060153592e+00,9.478344774436731068e-01,1.028725501337632409e+00,2.931789694780591038e+00,2.940160641846595979e+00
1.782701374205049705e+00,1.184466576424780149e+00,1.923335036709378443e+00,1.604174038713169770e+00,3.642348144758956741e-01,3.737218326672403501e-01
6.548349211188637664e-01,1.049128885658548338e+00,1.457959893374456861e+00,1.722199888301089610e+00,1.318051574856903274e+00,1.289951099213264563e+00
3.069367200008411567e-01,5.717514367134758357e-01,6.083056152283520257e-01,6.758350234913850230e-01,1.762364856236596333e+00,1.747356094922818626e+00
3.898737704611391575e+00,2.019234831042071576e+00,7.605146905920328049e-01,1.336053987474975946e+00,1.233314849544883546e-01,1.422597908323592342e-01
4.440122925888287497e+00,2.280070910109138538e+00,1.108319887328769626e+00,2.144701344094170903e-01,8.224278487380631830e-02,4.465600682182127579e-02
8.553576026927052212e-01,1.318956446769446345e+00,1.458598322977471717e+00,2.780438093387402887e-01,9.913845602209996333e-01,9.918204258988583266e-01
1.846278385084609841e+00,5.184715918796938272e-01,1.195065445294213102e+00,6.109150081040284341e-01,1.226721281372009642e-01,1.161141875548527824e-01
2.762153101845077896e-01,1.337705887615571632e+00,1.284143737949108299e+00,1.189020476891811784e+00,5.528682241924781415e+00,5.510482124709485952e+00
2.218747238028789148e+00,1.867289790595162868e+00,1.426061791135849077e+00,3.505251881909325906e-01,3.295020940076066607e-01,3.307544442753945213e-01
7.733485762963532295e-01,2.386123713286164794e+00,1.080570292061270532e+00,1.189007564930546490e+00,2.408606473805899650e+00,2.414984711643291426e+00
2.926815304440949728e+00,2.485872747373657710e+00,1.066665863238834611e+00,1.340571917413513336e+00,2.878485363086881188e-01,2.988222668385445147e-01
3.451450622546922808e+00,2.271543412890151714e+00,7.116236314181633160e-01,1.075557795037497488e+00,1.718336863805665915e-01,1.196869204448174073e-01
3.637561569071869449e+00,9.122129323403043166e-01,1.193229018661589702e+00,1.173367473194518951e+00,6.989772987035294816e-02,1.035718425574900792e-01
7.006725261728306009e-01,1.654259562915152193e+00,1.882908763481403680e+00,1.945202674964094491e+00,2.021463973918424362e+00,2.012178835615530126e+00
4.036146550649762688e+00,1.713046496430990606e+00,1.423987460098637525e+00,1.789270879010107507e-02,8.420588080799590314e-02,1.051873975289406293e-01
4.223995162700662220e+00,2.334295791942777143e+00,1.030651626046575453e+00,1.266848182674367607e+00,1.281030532507155262e-01,1.258861065204359975e-01
1.501724796625799607e+00,2.035077125838540724e+00,7.519507820993145408e-01,1.987609575587979460e+00,7.355846400697774179e-01,7.241945765177976169e-01
4.873028254256704273e+00,1.711786926561393862e+00,1.832006080243678170e+00,8.632975290808260205e-01,7.481826797609247848e-02,7.372448824594178551e-02
1.820071640271311519e+00,1.883242943531148850e+00,1.352777314759085803e+00,6.492327759894660488e-01,4.687728182836833901e-01,5.321937501306019946e-01
1.436253160027766818e+00,5.726162135218502147e-01,8.855147909265943529e-01,1.404107299151124977e+00,2.064357159167399258e-01,2.378393895193202101e-01
9.599690880331455123e-01,1.561092246617030277e+00,1.334991429089343651e+00,8.660798838227612428e-02,9.665574088933864827e-01,9.598041804654301457e-01
4.818736508226822757e+00,2.470026406300559252e+00,1.921946085833093898e+00,1.238537369252576514e+00,1.215894731369184800e-01,1.262809496088377614e-01
4.925633089711925372e+00,2.271951844296085543e+00,1.914395175008219763e+00,1.133597460327843809e+00,1.042897075710574883e-01,1.268416557647722431e-01
3.960136451529471024e+00,9.873117206455995776e-01,1.320662855656181023e+00,1.915508779095516090e-01,5.291903475842666543e-02,6.465823738966348933e-02
1.640763748600296168e+00,9.550064258882278168e-01,1.318489049918655898e+00,1.101512059948839273e-01,2.656819886605308323e-01,2.675048396169955045e-01
